variant,GENE,outcome,current_symbol,n_cells_expressed,pct_cells_expressed,total_expression,collides_with_existing_row
all_genes,RP11-332J15.3,not an HGNC former symbol,,10,0.0186870480070263,410.41174578672866,False
all_genes,RP11-266A24.1,not an HGNC former symbol,,8,0.014949638405621,407.80217023264186,False
all_genes,RP11-375H19.2,not an HGNC former symbol,,6,0.0112122288042157,407.4014376040319,False
all_genes,RP11-383C6.2,not an HGNC former symbol,,11,0.0205557528077289,400.0192466763935,False
all_genes,RP11-125M16.1,not an HGNC former symbol,,8,0.014949638405621,399.35225994679206,False
all_genes,AP000266.7,not an HGNC former symbol,,9,0.0168183432063236,398.9455348782988,False
all_genes,RP11-428C19.4,not an HGNC former symbol,,7,0.0130809336049184,394.0921964050849,False
all_genes,RP11-46C24.3,not an HGNC former symbol,,8,0.014949638405621,393.86229229647574,False
all_genes,RP11-211G3.2,not an HGNC former symbol,,8,0.014949638405621,387.8405941734552,False
all_genes,RP11-680G10.1,not an HGNC former symbol,,8,0.014949638405621,385.8444787218219,False
all_genes,RP3-471C18.1,not an HGNC former symbol,,7,0.0130809336049184,380.3099716772369,False
all_genes,RP11-505P4.6,not an HGNC former symbol,,8,0.014949638405621,378.99188530297533,False
all_genes,CTD-2277K2.1,not an HGNC former symbol,,8,0.014949638405621,373.4477367277746,False
all_genes,AC019117.2,not an HGNC former symbol,,8,0.014949638405621,368.824123629178,False
all_genes,AP000797.4,not an HGNC former symbol,,9,0.0168183432063236,362.71931713470065,False
all_genes,RP11-478P10.1,not an HGNC former symbol,,5,0.0093435240035131,358.0474774730683,False
all_genes,RP11-572M11.3,not an HGNC former symbol,,7,0.0130809336049184,357.8718808108975,False
all_genes,RP11-192P3.4,not an HGNC former symbol,,4,0.0074748192028105,357.0830162420665,False
all_genes,C8orf49,"renamed, current symbol also absent",LINC02905,8,0.014949638405621,352.7774922282537,False
all_genes,RP11-95H3.1,not an HGNC former symbol,,7,0.0130809336049184,351.74930589034767,False
all_genes,RP11-753N8.1,not an HGNC former symbol,,4,0.0074748192028105,348.00079551992553,False
all_genes,CTC-497E21.3,not an HGNC former symbol,,11,0.0205557528077289,346.74470467028954,False
all_genes,RP11-883G14.1,not an HGNC former symbol,,8,0.014949638405621,345.2730781563907,False
all_genes,RP11-862G15.2,not an HGNC former symbol,,6,0.0112122288042157,337.98385443513325,False
all_genes,RP11-10N16.3,not an HGNC former symbol,,8,0.014949638405621,333.6276498285615,False
all_genes,RP11-607P23.1,not an HGNC former symbol,,7,0.0130809336049184,332.2841775867196,False
all_genes,AP000688.11,not an HGNC former symbol,,4,0.0074748192028105,331.7674084641494,False
all_genes,RP11-15E18.4,not an HGNC former symbol,,8,0.014949638405621,331.6242707001463,False
all_genes,RP11-359G22.2,not an HGNC former symbol,,9,0.0168183432063236,327.53055235289537,False
all_genes,RP11-578F21.6,not an HGNC former symbol,,6,0.0112122288042157,324.98758492730207,False
all_genes,RP11-447B18.1,not an HGNC former symbol,,2,0.0037374096014052,323.0786448801173,False
all_genes,RP11-63K6.7,not an HGNC former symbol,,5,0.0093435240035131,320.6165494530614,False
all_genes,RP11-644C3.1,not an HGNC former symbol,,5,0.0093435240035131,318.9986062325998,False
all_genes,AC007228.5,not an HGNC former symbol,,5,0.0093435240035131,315.1142986990782,False
all_genes,AC096670.3,not an HGNC former symbol,,6,0.0112122288042157,313.99956034544675,False
all_genes,RP4-682C21.5,not an HGNC former symbol,,7,0.0130809336049184,312.5276637855056,False
all_genes,RP5-1139B12.3,not an HGNC former symbol,,5,0.0093435240035131,311.8329551847403,False
all_genes,RP11-374M1.3,not an HGNC former symbol,,4,0.0074748192028105,305.9254688949586,False
all_genes,AC104699.1,not an HGNC former symbol,,6,0.0112122288042157,305.31711555885727,False
all_genes,RP11-532N4.2,not an HGNC former symbol,,6,0.0112122288042157,301.5546193294791,False
all_genes,AC004053.1,not an HGNC former symbol,,8,0.014949638405621,299.6534982602801,False
all_genes,RP11-697M17.2,not an HGNC former symbol,,7,0.0130809336049184,298.1275723242088,False
all_genes,WI2-1959D15.1,not an HGNC former symbol,,6,0.0112122288042157,297.91284452882525,False
all_genes,RP11-327L3.3,not an HGNC former symbol,,4,0.0074748192028105,292.4145202404931,False
all_genes,RP11-63B13.1,not an HGNC former symbol,,5,0.0093435240035131,290.8084960660422,False
all_genes,AC008686.1,not an HGNC former symbol,,4,0.0074748192028105,284.249526701932,False
all_genes,CTB-7E3.1,not an HGNC former symbol,,7,0.0130809336049184,283.6479399430056,False
all_genes,CTD-2240J17.1,not an HGNC former symbol,,6,0.0112122288042157,283.55405184096094,False
all_genes,RP3-522P13.3,not an HGNC former symbol,,7,0.0130809336049184,282.1729587821668,False
all_genes,RP11-440I14.2,not an HGNC former symbol,,4,0.0074748192028105,280.77263549954455,False
all_genes,RP5-1092A11.5,not an HGNC former symbol,,7,0.0130809336049184,280.1862123547727,False
all_genes,RP11-421N8.2,not an HGNC former symbol,,6,0.0112122288042157,279.8392126095652,False
all_genes,RP11-121E16.1,not an HGNC former symbol,,3,0.0056061144021078,274.1807274458193,False
all_genes,RP11-707A18.1,not an HGNC former symbol,,6,0.0112122288042157,267.85251792463475,False
all_genes,CTD-2270F17.1,not an HGNC former symbol,,6,0.0112122288042157,264.1519289937641,False
all_genes,RP11-291B21.2,not an HGNC former symbol,,3,0.0056061144021078,261.9226812606169,False
all_genes,RP11-514D23.1,not an HGNC former symbol,,3,0.0056061144021078,261.1641355991705,False
all_genes,CTD-2296D1.5,not an HGNC former symbol,,8,0.014949638405621,259.4634055287486,False
all_genes,AC079776.1,not an HGNC former symbol,,4,0.0074748192028105,257.02892266265394,False
all_genes,RP11-429O1.1,not an HGNC former symbol,,5,0.0093435240035131,255.937103086296,False
all_genes,RP13-870H17.3,not an HGNC former symbol,,6,0.0112122288042157,255.7741081252125,False
all_genes,RP11-344B5.3,not an HGNC former symbol,,5,0.0093435240035131,254.4161976970535,False
all_genes,CTD-2316B1.2,not an HGNC former symbol,,5,0.0093435240035131,251.74294032093908,False
all_genes,RP11-66A2.2,not an HGNC former symbol,,5,0.0093435240035131,246.3677461970201,False
all_genes,HIST2H3PS2,"renamed, current symbol also absent",H3-7,6,0.0112122288042157,242.3816282965908,False
all_genes,RP11-1263C18.1,not an HGNC former symbol,,4,0.0074748192028105,241.2432011488158,False
all_genes,RP4-735C1.6,not an HGNC former symbol,,4,0.0074748192028105,234.838518618953,False
all_genes,RP11-132A1.3,not an HGNC former symbol,,6,0.0112122288042157,234.468991561392,False
all_genes,CTD-3224K15.2,not an HGNC former symbol,,5,0.0093435240035131,233.29865973179193,False
all_genes,AC097461.4,not an HGNC former symbol,,4,0.0074748192028105,231.818290406636,False
all_genes,RP11-338C15.3,not an HGNC former symbol,,6,0.0112122288042157,227.4554861991998,False
all_genes,RP11-470L19.2,not an HGNC former symbol,,4,0.0074748192028105,220.56039415596345,False
all_genes,RP11-12D16.2,not an HGNC former symbol,,5,0.0093435240035131,219.2009704496341,False
all_genes,AP000472.2,not an HGNC former symbol,,3,0.0056061144021078,217.4834697954844,False
all_genes,RP1-137D17.1,not an HGNC former symbol,,6,0.0112122288042157,217.0203683159119,False
all_genes,RP11-202D1.2,not an HGNC former symbol,,4,0.0074748192028105,212.7833198842385,False
all_genes,RP5-1057I20.2,not an HGNC former symbol,,4,0.0074748192028105,211.24354645296748,False
all_genes,RP11-693L9.2,not an HGNC former symbol,,6,0.0112122288042157,209.7444483276092,False
all_genes,AC010731.4,not an HGNC former symbol,,5,0.0093435240035131,206.3218153533488,False
all_genes,RP11-321G12.1,not an HGNC former symbol,,6,0.0112122288042157,204.0392781180023,False
all_genes,AC007392.3,not an HGNC former symbol,,5,0.0093435240035131,203.5495201320214,False
all_genes,RP11-406A9.2,not an HGNC former symbol,,3,0.0056061144021078,202.8506372145805,False
all_genes,RP11-542M13.3,not an HGNC former symbol,,6,0.0112122288042157,200.53932127219213,False
all_genes,AP001891.1,not an HGNC former symbol,,2,0.0037374096014052,196.8532744396337,False
all_genes,RP11-508N22.9,not an HGNC former symbol,,4,0.0074748192028105,192.1044200899132,False
all_genes,RP11-383G10.5,not an HGNC former symbol,,3,0.0056061144021078,188.7538484123038,False
all_genes,RP11-449L23.3,not an HGNC former symbol,,4,0.0074748192028105,188.3471306182528,False
all_genes,RP11-473M14.3,not an HGNC former symbol,,3,0.0056061144021078,180.1789855850107,False
all_genes,RP11-83C7.1,not an HGNC former symbol,,3,0.0056061144021078,176.9161702857082,False
all_genes,CTD-3187F8.11,not an HGNC former symbol,,3,0.0056061144021078,175.4682033864749,False
all_genes,RP11-70F11.8,not an HGNC former symbol,,5,0.0093435240035131,174.902621163327,False
all_genes,RP11-242G20.1,not an HGNC former symbol,,5,0.0093435240035131,173.0689567449449,False
all_genes,AC018799.1,not an HGNC former symbol,,6,0.0112122288042157,171.3146521749445,False
all_genes,RP11-654D12.3,not an HGNC former symbol,,4,0.0074748192028105,170.9385593081982,False
all_genes,RP11-428G5.5,not an HGNC former symbol,,3,0.0056061144021078,169.41555038168042,False
all_genes,RP11-148B3.1,not an HGNC former symbol,,4,0.0074748192028105,165.5551553993194,False
all_genes,RP11-536G4.1,not an HGNC former symbol,,5,0.0093435240035131,162.97041469677168,False
all_genes,AC005324.6,not an HGNC former symbol,,3,0.0056061144021078,159.5823513652275,False
all_genes,RP11-240M16.1,not an HGNC former symbol,,4,0.0074748192028105,159.2679530121144,False
all_genes,RP11-21B21.4,not an HGNC former symbol,,4,0.0074748192028105,155.5204740491927,False
all_genes,RP11-147C23.1,not an HGNC former symbol,,4,0.0074748192028105,152.6754322610037,False
all_genes,RP11-554L12.1,not an HGNC former symbol,,2,0.0037374096014052,148.1725156300689,False
all_genes,CTD-2315E11.1,not an HGNC former symbol,,2,0.0037374096014052,146.10969826993158,False
all_genes,RP11-19P22.5,not an HGNC former symbol,,4,0.0074748192028105,145.19467297314552,False
all_genes,CTD-2586B10.1,not an HGNC former symbol,,3,0.0056061144021078,144.4107870685675,False
all_genes,RP11-680F20.12,not an HGNC former symbol,,4,0.0074748192028105,142.53927831030109,False
all_genes,AC104113.3,not an HGNC former symbol,,4,0.0074748192028105,141.7664663054323,False
all_genes,RP11-630C16.1,not an HGNC former symbol,,2,0.0037374096014052,135.5286787518673,False
all_genes,AC007365.1,not an HGNC former symbol,,2,0.0037374096014052,131.8539057204249,False
all_genes,AP001092.4,not an HGNC former symbol,,3,0.0056061144021078,131.1053486609901,False
all_genes,RP11-168K9.2,not an HGNC former symbol,,3,0.0056061144021078,130.988411949907,False
all_genes,CTD-2616J11.16,not an HGNC former symbol,,3,0.0056061144021078,127.405432092504,False
all_genes,RP11-767I20.1,not an HGNC former symbol,,3,0.0056061144021078,126.805653088662,False
all_genes,AC073316.1,not an HGNC former symbol,,3,0.0056061144021078,125.0243306972427,False
all_genes,RP11-360D2.1,not an HGNC former symbol,,3,0.0056061144021078,120.5444738863253,False
all_genes,RP11-314D7.2,not an HGNC former symbol,,4,0.0074748192028105,119.6254197278919,False
all_genes,RP11-778J15.1,not an HGNC former symbol,,2,0.0037374096014052,119.489011918648,False
all_genes,AP000343.2,not an HGNC former symbol,,4,0.0074748192028105,116.2708492568106,False
all_genes,AC005235.1,not an HGNC former symbol,,3,0.0056061144021078,115.8397364443221,False
all_genes,AC007250.4,not an HGNC former symbol,,2,0.0037374096014052,113.0968107662352,False
all_genes,RP11-46A10.2,not an HGNC former symbol,,2,0.0037374096014052,112.6629213576127,False
all_genes,RP11-1079H9.1,not an HGNC former symbol,,2,0.0037374096014052,110.1967609822473,False
all_genes,CTD-2194D22.2,not an HGNC former symbol,,3,0.0056061144021078,109.7001355985386,False
all_genes,AC087499.10,not an HGNC former symbol,,4,0.0074748192028105,107.8494974497442,False
all_genes,RP11-502M1.2,not an HGNC former symbol,,3,0.0056061144021078,105.5517900934454,False
all_genes,RP11-553P9.3,not an HGNC former symbol,,2,0.0037374096014052,103.5714859958308,False
all_genes,AP000235.2,not an HGNC former symbol,,3,0.0056061144021078,100.7206431886927,False
all_genes,RP11-101C11.1,not an HGNC former symbol,,2,0.0037374096014052,98.3108605293784,False
all_genes,RP11-64C1.1,not an HGNC former symbol,,3,0.0056061144021078,93.2645586328638,False
all_genes,AC004448.2,not an HGNC former symbol,,3,0.0056061144021078,91.7315551166869,False
all_genes,RP11-542K23.9,not an HGNC former symbol,,3,0.0056061144021078,90.5272386616001,False
all_genes,RP11-407N17.3,not an HGNC former symbol,,2,0.0037374096014052,87.0516484340281,False
all_genes,RP11-394A14.4,not an HGNC former symbol,,3,0.0056061144021078,84.0372616984327,False
all_genes,RP11-392O1.4,not an HGNC former symbol,,2,0.0037374096014052,78.05398946414729,False
all_genes,RP3-437I16.1,not an HGNC former symbol,,3,0.0056061144021078,75.08440259595159,False
all_genes,RP1-111D6.2,not an HGNC former symbol,,2,0.0037374096014052,70.203142980519,False
all_genes,RP11-473L15.3,not an HGNC former symbol,,2,0.0037374096014052,59.3272279159362,False
all_genes,RP11-6B19.2,not an HGNC former symbol,,2,0.0037374096014052,54.813741995153606,False
all_genes,RP11-655H13.2,not an HGNC former symbol,,2,0.0037374096014052,46.8014993720728,False
all_genes,RP11-480C22.1,not an HGNC former symbol,,2,0.0037374096014052,44.1219414800668,False
hvg5000,SELM,not an HGNC former symbol,,27594,51.565040270588455,4591167.437515904,False
hvg5000,RP11-14N7.2,not an HGNC former symbol,,30623,57.22534711191673,4504788.063540663,False
hvg5000,RP11-783K16.5,not an HGNC former symbol,,23080,43.12970680021677,2233815.113537676,False
hvg5000,RP11-620J15.3,not an HGNC former symbol,,18073,33.77310186309869,1884291.5401986395,False
hvg5000,RP11-532F12.5,not an HGNC former symbol,,16313,30.484181413862053,1514668.4145854893,False
hvg5000,RP11-554I8.2,not an HGNC former symbol,,14335,26.787883318072243,1484750.3427161467,False
hvg5000,RP11-395G23.3,not an HGNC former symbol,,12261,22.912189561414984,1064593.2023420343,False
hvg5000,RP13-463N16.6,not an HGNC former symbol,,8602,16.07459869564405,763294.3473418315,False
hvg5000,RP3-460G2.2,not an HGNC former symbol,,8443,15.77747463233233,686343.321602188,False
hvg5000,AC006262.5,not an HGNC former symbol,,5514,10.30403827107432,677085.3135831342,False
hvg5000,RP11-49I11.1,not an HGNC former symbol,,7429,13.88260796441986,614759.4159114043,False
hvg5000,TMSB15B,not an HGNC former symbol,,7367,13.766748266776297,551596.81304785,False
hvg5000,RP11-669N7.2,not an HGNC former symbol,,2943,5.499598228467849,470081.88698958093,False
hvg5000,RP5-1172A22.1,not an HGNC former symbol,,3866,7.22441275951638,464092.320491805,False
hvg5000,CTD-2090I13.1,not an HGNC former symbol,,3931,7.345878571562051,420121.2835863194,False
hvg5000,AC098973.2,not an HGNC former symbol,,5274,9.855549118905689,419380.9661837495,False
hvg5000,RGS5,not an HGNC former symbol,,2031,3.795339450227048,415808.63457728934,False
hvg5000,GS1-600G8.5,not an HGNC former symbol,,1767,3.3020013828415524,359546.2972038643,False
hvg5000,RP5-884M6.1,not an HGNC former symbol,,4661,8.710033076074973,329268.8334592108,False
hvg5000,AC002454.1,not an HGNC former symbol,,3921,7.327191523555024,280485.8829669792,False
hvg5000,RP11-10A14.5,not an HGNC former symbol,,2791,5.215555098761049,254361.34884380864,False
hvg5000,CCAT1,not an HGNC former symbol,,3221,6.019098163063181,252904.59700089775,False
hvg5000,HIST3H2A,"renamed, current symbol also absent",H2AC25,2955,5.522022686076281,246703.00775447,False
hvg5000,RP11-834C11.4,not an HGNC former symbol,,3264,6.099452469493394,212901.4222350701,False
hvg5000,LINC00473,not an HGNC former symbol,,2547,4.759591127389607,211721.9440546546,False
hvg5000,AC108142.1,not an HGNC former symbol,,3193,5.966774428643507,199353.751277039,False
hvg5000,RP11-462L8.1,not an HGNC former symbol,,2921,5.458486722852391,194661.6409375492,False
hvg5000,RP11-284F21.9,not an HGNC former symbol,,2874,5.370657597219367,187847.35661952407,False
hvg5000,CTA-392C11.1,not an HGNC former symbol,,1455,2.718965485022331,182948.8354478348,False
hvg5000,RP11-486G15.2,not an HGNC former symbol,,2818,5.26601012838002,177206.68661369715,False
hvg5000,RP11-525A16.4,not an HGNC former symbol,,2497,4.666155887354475,162968.3903483737,False
hvg5000,PALM2,not an HGNC former symbol,,2509,4.688580344962906,162375.1540189513,False
hvg5000,RP11-629O1.2,not an HGNC former symbol,,2570,4.802571337805767,159997.99848267366,False
hvg5000,AC005355.2,not an HGNC former symbol,,2537,4.740904079382579,159487.72189464024,False
hvg5000,CTC-529P8.1,not an HGNC former symbol,,2150,4.017715321510661,152997.90313568886,False
hvg5000,U47924.27,not an HGNC former symbol,,2527,4.722217031375553,150183.1750753052,False
hvg5000,RP11-53O19.1,not an HGNC former symbol,,1965,3.6720049333806735,149293.91980632453,False
hvg5000,RP3-428L16.2,not an HGNC former symbol,,2054,3.838319660643208,137897.55956675348,False
hvg5000,TTTY15,not an HGNC former symbol,,2044,3.819632612636182,134035.10668628133,False
hvg5000,RP11-111M22.2,not an HGNC former symbol,,2163,4.042008483919795,131704.66528467057,False
hvg5000,RP5-1021I20.2,not an HGNC former symbol,,1225,2.2891633808607255,127547.86270833714,False
hvg5000,RP11-369C8.1,not an HGNC former symbol,,457,0.8539980939211033,120870.9608695242,False
hvg5000,DGCR5,not an HGNC former symbol,,1904,3.558013940537813,119456.38692264864,False
hvg5000,RP11-277P12.20,not an HGNC former symbol,,1959,3.660792704576458,119235.94414091116,False
hvg5000,AC009502.4,not an HGNC former symbol,,1902,3.554276530936408,118087.2881473534,False
hvg5000,RP11-400N13.3,not an HGNC former symbol,,971,1.8145123614822567,113549.13880121536,False
hvg5000,RP11-115J23.1,not an HGNC former symbol,,1722,3.2179096668099336,113325.94885434648,False
hvg5000,RP11-308N19.1,not an HGNC former symbol,,1221,2.281688561657915,112638.61754534916,False
hvg5000,AC020571.3,not an HGNC former symbol,,1436,2.683460093808981,105162.92009546635,False
hvg5000,CTD-2538C1.2,not an HGNC former symbol,,1762,3.292657858838039,104183.35370867744,False
hvg5000,RP11-81H3.2,not an HGNC former symbol,,1310,2.4480032889204493,101274.30913945987,False
hvg5000,AC093901.1,not an HGNC former symbol,,1432,2.6759852746061705,100746.32831782592,False
hvg5000,SFTA3,not an HGNC former symbol,,1214,2.2686076280529965,99033.67294556912,False
hvg5000,CTD-2078B5.2,not an HGNC former symbol,,1325,2.476033860930989,97414.0003612558,False
hvg5000,RP11-366H4.1,not an HGNC former symbol,,1291,2.412497897707099,96082.06549813788,False
hvg5000,AC104655.3,not an HGNC former symbol,,776,1.4501149253452432,94451.1364853503,False
hvg5000,RP11-366F6.2,not an HGNC former symbol,,1415,2.644217292994226,93504.52603019918,False
hvg5000,RP11-3B12.5,not an HGNC former symbol,,1053,1.9677461551398725,90453.80086625316,False
hvg5000,CTD-2147F2.1,not an HGNC former symbol,,1082,2.021938594360249,89973.39146637911,False
hvg5000,RP11-21B23.2,not an HGNC former symbol,,1576,2.9450787659073496,89802.19532929358,False
hvg5000,HIF1A-AS2,not an HGNC former symbol,,910,1.700521368639396,80215.088739613,False
hvg5000,RP11-161D15.1,not an HGNC former symbol,,448,0.8371797507147796,78604.71812613355,False
hvg5000,AC104654.2,not an HGNC former symbol,,853,1.594005194999346,74501.95021159865,False
hvg5000,AC002076.10,not an HGNC former symbol,,1224,2.287294676060023,71267.68950626806,False
hvg5000,RP5-943J3.2,not an HGNC former symbol,,1134,2.119111243996786,70095.0989904395,False
hvg5000,RP11-30J20.1,not an HGNC former symbol,,872,1.6295105862126962,63009.65983143668,False
hvg5000,RP11-553A10.1,not an HGNC former symbol,,779,1.4557210397473512,59171.95682295874,False
hvg5000,RP1-102K2.8,not an HGNC former symbol,,810,1.5136508885691329,51680.979458157715,False
hvg5000,CTD-2207A17.1,not an HGNC former symbol,,567,1.059555621998393,51282.960215333034,False
hvg5000,RMRP,not an HGNC former symbol,,767,1.4332965821389196,48606.91051434164,False
hvg5000,RP11-54O7.3,not an HGNC former symbol,,705,1.3174368844953563,48111.33816530482,False
hvg5000,RP11-328J2.1,not an HGNC former symbol,,715,1.3361239325023826,47687.54244666989,False
hvg5000,RP11-973H7.4,not an HGNC former symbol,,788,1.4725393829536748,46198.72291833765,False
hvg5000,AL132709.8,not an HGNC former symbol,,656,1.2258703492609273,44512.64249774792,False
hvg5000,NOVA1-AS1,"renamed, current symbol also absent",NOVA1-DT,672,1.2557696260721694,44143.4671352775,False
hvg5000,RP1-28O10.1,not an HGNC former symbol,,778,1.4538523349466486,43128.83295062386,False
hvg5000,AC147651.4,not an HGNC former symbol,,581,1.0857174892082295,42616.24481166873,False
hvg5000,RP11-180O5.2,not an HGNC former symbol,,521,0.9735952011660718,42050.82386715515,False
hvg5000,RP1-120G22.11,not an HGNC former symbol,,676,1.2632444452749798,41457.134026273314,False
hvg5000,RP11-1L9.1,not an HGNC former symbol,,301,0.5624801450114925,39520.95029334643,False
hvg5000,CTD-2130O13.1,not an HGNC former symbol,,294,0.5493992114065741,39136.72305582822,False
hvg5000,RP11-400N13.2,not an HGNC former symbol,,684,1.278194083680601,38831.15408818513,False
hvg5000,RP11-41O4.1,not an HGNC former symbol,,480,0.8969783043372639,37917.56153515894,False
hvg5000,RP11-398E10.1,not an HGNC former symbol,,566,1.05768691719769,37348.16199510106,False
hvg5000,CTC-347C20.2,not an HGNC former symbol,,467,0.8726851419281296,36084.47816305784,False
hvg5000,AC116035.1,not an HGNC former symbol,,423,0.7904621306972137,35363.40050714157,False
hvg5000,AC004988.1,not an HGNC former symbol,,347,0.6484405658438137,34486.49468374928,False
hvg5000,RP11-314N14.1,not an HGNC former symbol,,524,0.9792013155681798,33607.91049166783,False
hvg5000,RP1-60O19.1,not an HGNC former symbol,,498,0.9306149907499112,32891.66834116615,False
hvg5000,RP11-454P21.1,not an HGNC former symbol,,384,0.717582643469811,32365.37536982944,False
hvg5000,RP11-723G8.2,not an HGNC former symbol,,250,0.4671762001756582,32047.694820442463,False
hvg5000,RP11-81H14.2,not an HGNC former symbol,,206,0.3849531889447424,30837.42616489181,False
hvg5000,RP11-127O4.3,not an HGNC former symbol,,395,0.7381383962775401,30302.108180594612,False
hvg5000,AC015922.6,not an HGNC former symbol,,268,0.5008128865883057,29806.94313472339,False
hvg5000,RP11-59D5__B.2,not an HGNC former symbol,,382,0.7138452338684058,25958.144382063183,False
hvg5000,RP11-774D14.1,not an HGNC former symbol,,345,0.6447031562424084,25699.134205426773,False
hvg5000,RP11-362F19.1,not an HGNC former symbol,,380,0.7101078242670005,24889.777493927715,False
hvg5000,RP11-527L4.2,not an HGNC former symbol,,357,0.66712761385084,24803.27953016808,False
hvg5000,LINC00693,not an HGNC former symbol,,292,0.5456618018051689,23800.475065065464,False
hvg5000,RP1-40E16.9,not an HGNC former symbol,,305,0.569954964214303,23646.268112518483,False
hvg5000,AC145110.1,not an HGNC former symbol,,218,0.407377646553174,21828.58811989496,False
hvg5000,AC010987.6,not an HGNC former symbol,,333,0.6222786986339768,21135.485937341396,False
hvg5000,RP11-401P9.4,not an HGNC former symbol,,297,0.555005325808682,21045.641652844173,False
hvg5000,RP11-234B24.2,not an HGNC former symbol,,267,0.4989441817876029,19603.68953089571,False
hvg5000,CTD-2171N6.1,not an HGNC former symbol,,237,0.442883037766524,18988.329546476496,False
hvg5000,RP11-95P13.1,not an HGNC former symbol,,292,0.5456618018051689,18920.369934838975,False
hvg5000,RP11-702B10.2,not an HGNC former symbol,,305,0.569954964214303,18567.440500068893,False
hvg5000,RP11-102M11.2,not an HGNC former symbol,,285,0.5325808682002504,17557.235295983803,False
hvg5000,RP11-141J13.5,not an HGNC former symbol,,252,0.4709136097770635,17354.39643231924,False
hvg5000,RP11-1102P16.1,not an HGNC former symbol,,227,0.4241959897594977,17261.257050921144,False
hvg5000,RP11-356I2.1,not an HGNC former symbol,,215,0.4017715321510661,16506.433355024783,False
hvg5000,RP4-655J12.4,not an HGNC former symbol,,240,0.4484891521686319,16262.291076066098,False
hvg5000,RP11-514D23.3,not an HGNC former symbol,,188,0.351316502532095,16038.527332279516,False
hvg5000,RP11-532M24.1,not an HGNC former symbol,,251,0.4690449049763609,15677.239810952828,False
hvg5000,RP11-710C12.1,not an HGNC former symbol,,206,0.3849531889447424,13681.697222980554,False
hvg5000,CTD-2532N20.1,not an HGNC former symbol,,201,0.3756096649412292,12815.883715507403,False
hvg5000,RP11-277P12.10,not an HGNC former symbol,,153,0.2859118345075028,12802.450791221969,False
hvg5000,LINC00619,not an HGNC former symbol,,205,0.3830844841440398,12770.355613261683,False
hvg5000,RP11-798K3.3,not an HGNC former symbol,,184,0.3438416833292844,12740.937397896669,False
hvg5000,RP11-20G13.3,not an HGNC former symbol,,210,0.3924280081475529,12334.426453886936,False
hvg5000,CASC1,"renamed, current symbol also absent",DNAI7,185,0.3457103881299871,11996.446928096264,False
hvg5000,RP13-735L24.1,not an HGNC former symbol,,189,0.3531852073327976,11960.882780565174,False
hvg5000,RP11-402J6.1,not an HGNC former symbol,,201,0.3756096649412292,11882.411605558978,False
hvg5000,RP5-899B16.1,not an HGNC former symbol,,185,0.3457103881299871,11707.25449551105,False
hvg5000,AC006159.4,not an HGNC former symbol,,174,0.3251546353222581,11338.166714705894,False
hvg5000,XX-CR54.1,not an HGNC former symbol,,154,0.2877805393082055,11234.698002456496,False
hvg5000,RP11-557H15.3,not an HGNC former symbol,,181,0.3382355689271765,11073.505175530809,False
hvg5000,RP11-136K7.2,not an HGNC former symbol,,148,0.2765683105039897,10633.749540565184,False
hvg5000,RP11-148L24.1,not an HGNC former symbol,,134,0.2504064432941528,10611.85762550724,False
hvg5000,RP5-1024C24.1,not an HGNC former symbol,,196,0.3662661409377161,10610.558205658406,False
hvg5000,AC195454.1,not an HGNC former symbol,,111,0.2074262328779922,9672.134897164588,False
hvg5000,RP11-267C16.1,not an HGNC former symbol,,148,0.2765683105039897,9380.976405880136,False
hvg5000,RP11-474D1.3,not an HGNC former symbol,,111,0.2074262328779922,8896.248094384884,False
hvg5000,RP11-504A18.1,not an HGNC former symbol,,157,0.2933866537103134,8268.742514527858,False
hvg5000,RP11-586D19.1,not an HGNC former symbol,,125,0.2335881000878291,8130.330102321589,False
hvg5000,RP11-145G20.1,not an HGNC former symbol,,118,0.2205071664829107,8080.316878686968,False
hvg5000,AC002429.5,not an HGNC former symbol,,108,0.2018201184758843,8048.458161737375,False
hvg5000,RP11-219G17.4,not an HGNC former symbol,,138,0.2578812624969633,7920.201191703251,False
hvg5000,RP13-631K18.2,not an HGNC former symbol,,137,0.2560125576962607,7754.87102676031,False
hvg5000,RP4-530I15.6,not an HGNC former symbol,,102,0.1906078896716685,7532.343330399206,False
hvg5000,AC140542.2,not an HGNC former symbol,,70,0.1308093360491843,7048.281511479866,False
hvg5000,RP11-367G6.3,not an HGNC former symbol,,95,0.1775269560667501,6854.547788418856,False
hvg5000,AC010890.1,not an HGNC former symbol,,90,0.1681834320632369,6429.710234225788,False
hvg5000,LL22NC03-104C7.1,not an HGNC former symbol,,76,0.1420215648534001,6319.549205862899,False
hvg5000,RP11-70C1.1,not an HGNC former symbol,,61,0.1139909928428606,5744.947593755552,False
hvg5000,RP11-429A20.4,not an HGNC former symbol,,81,0.1513650888569132,5401.259361942516,False
hvg5000,CTB-12O2.1,not an HGNC former symbol,,69,0.1289406312484816,4716.255762798625,False
hvg5000,RP11-347E10.1,not an HGNC former symbol,,67,0.1252032216470764,4483.2154760583035,False
hvg5000,AL035610.2,not an HGNC former symbol,,58,0.1083848784407527,4015.556250663851,False
hvg5000,RP11-554A11.9,not an HGNC former symbol,,69,0.1289406312484816,4003.677263120988,False
hvg5000,RP11-143A12.3,not an HGNC former symbol,,55,0.1027787640386448,3968.2327995441497,False
