variant,GENE,outcome,current_symbol,n_cells_expressed,pct_cells_expressed,total_expression,collides_with_existing_row
hvg5000,AC019181.2,not an HGNC former symbol,,61,0.1139909928428606,3830.6153009500354,False
hvg5000,RP11-540E16.2,not an HGNC former symbol,,48,0.0896978304337263,3573.7794287820197,False
hvg5000,AP001059.5,not an HGNC former symbol,,54,0.1009100592379421,3397.7342085165496,False
hvg5000,RP11-766F14.2,not an HGNC former symbol,,49,0.091566535234429,3278.626701562754,False
hvg5000,AP000439.3,not an HGNC former symbol,,46,0.0859604208323211,3035.190966446993,False
hvg5000,RP11-745C15.2,not an HGNC former symbol,,46,0.0859604208323211,2989.2899642982215,False
hvg5000,LINC00977,not an HGNC former symbol,,30,0.0560611440210789,2981.5106788796093,False
hvg5000,CTD-2023N9.3,not an HGNC former symbol,,39,0.0728794872274026,2817.5825405301393,False
hvg5000,RP11-353N14.5,not an HGNC former symbol,,56,0.1046474688393474,2775.144588302928,False
hvg5000,RP13-614K11.2,not an HGNC former symbol,,43,0.0803543064302132,2684.9463461313417,False
hvg5000,RP1-302G2.5,not an HGNC former symbol,,42,0.0784856016295105,2654.209656955395,False
hvg5000,RP11-449D8.1,not an HGNC former symbol,,29,0.0541924392203763,2648.5655212241127,False
hvg5000,RP11-63L7.5,not an HGNC former symbol,,41,0.0766168968288079,2592.811797570862,False
hvg5000,RP11-85L21.4,not an HGNC former symbol,,37,0.0691420776259974,2579.5010717651503,False
hvg5000,RP1-90G24.6,not an HGNC former symbol,,33,0.0616672584231868,2450.3364962390897,False
hvg5000,RP11-693J15.5,not an HGNC former symbol,,36,0.0672733728252947,2365.4785677588316,False
hvg5000,AC064834.3,not an HGNC former symbol,,35,0.0654046680245921,2337.68556645823,False
hvg5000,RP11-16N2.1,not an HGNC former symbol,,37,0.0691420776259974,2208.088112210654,False
hvg5000,RP4-663N10.1,not an HGNC former symbol,,33,0.0616672584231868,2149.2341082528505,False
hvg5000,AP001065.15,not an HGNC former symbol,,35,0.0654046680245921,2095.2939065248147,False
hvg5000,AC131097.4,not an HGNC former symbol,,33,0.0616672584231868,2073.328985982561,False
hvg5000,RP1-69M21.2,not an HGNC former symbol,,29,0.0541924392203763,2028.2298731836513,False
hvg5000,RP11-295K2.3,not an HGNC former symbol,,25,0.0467176200175658,1831.233592407188,False
hvg5000,XXyac-YX155B6.5,not an HGNC former symbol,,27,0.050455029618971,1825.464278704303,False
hvg5000,RP11-272L13.3,not an HGNC former symbol,,28,0.0523237344196737,1811.5905695704564,False
hvg5000,RP4-529N6.1,not an HGNC former symbol,,19,0.03550539121335,1782.64152669311,False
hvg5000,RP11-309N24.1,not an HGNC former symbol,,16,0.0298992768112421,1774.8098963674563,False
hvg5000,LINC01032,"renamed, current symbol also absent",RGS2-AS1,27,0.050455029618971,1738.171080231036,False
hvg5000,RP11-43N5.1,not an HGNC former symbol,,24,0.0448489152168631,1689.5770436846958,False
hvg5000,AC092652.1,not an HGNC former symbol,,16,0.0298992768112421,1623.8689472626916,False
hvg5000,AC006004.1,not an HGNC former symbol,,22,0.0411115056154579,1590.9717195816445,False
hvg5000,CTB-113P19.1,not an HGNC former symbol,,20,0.0373740960140526,1511.5620965680262,False
hvg5000,AC092580.4,not an HGNC former symbol,,25,0.0467176200175658,1480.092303541123,False
hvg5000,RP11-626H12.3,not an HGNC former symbol,,24,0.0448489152168631,1466.3948594919866,False
hvg5000,LINC00302,not an HGNC former symbol,,22,0.0411115056154579,1457.818107446678,False
hvg5000,AC092620.3,not an HGNC former symbol,,20,0.0373740960140526,1454.7767030567247,False
hvg5000,RP11-390F4.10,not an HGNC former symbol,,24,0.0448489152168631,1449.7560800064366,False
hvg5000,AC005477.1,not an HGNC former symbol,,25,0.0467176200175658,1448.3284239770685,False
hvg5000,RP3-380B4.1,not an HGNC former symbol,,22,0.0411115056154579,1438.6303324462783,False
hvg5000,RP11-286B14.1,not an HGNC former symbol,,21,0.0392428008147552,1358.8614998636324,False
hvg5000,RP11-336K24.5,not an HGNC former symbol,,18,0.0336366864126473,1154.810049575219,False
hvg5000,RP11-768G7.2,not an HGNC former symbol,,15,0.0280305720105394,1123.6481544909216,False
hvg5000,RP11-412H8.2,not an HGNC former symbol,,17,0.0317679816119447,1113.9135291083066,False
hvg5000,RP11-713P17.5,not an HGNC former symbol,,13,0.0242931624091342,1013.1374689161815,False
hvg5000,CTC-254B4.1,not an HGNC former symbol,,15,0.0280305720105394,1009.677590492137,False
hvg5000,RP11-279O17.1,not an HGNC former symbol,,12,0.0224244576084315,950.658594599479,False
hvg5000,RP13-991F5.2,not an HGNC former symbol,,19,0.03550539121335,948.5185711759344,False
hvg5000,AC073133.1,not an HGNC former symbol,,15,0.0280305720105394,933.482312180087,False
hvg5000,AC104777.2,not an HGNC former symbol,,13,0.0242931624091342,925.021708808784,False
hvg5000,RP11-299L17.3,not an HGNC former symbol,,16,0.0298992768112421,856.7955157589099,False
hvg5000,RP3-337H4.8,not an HGNC former symbol,,14,0.0261618672098368,853.975409548279,False
hvg5000,RP11-184I16.4,not an HGNC former symbol,,10,0.0186870480070263,810.5197044843239,False
hvg5000,AC018742.1,not an HGNC former symbol,,13,0.0242931624091342,770.233828339959,False
hvg5000,AC098973.1,not an HGNC former symbol,,12,0.0224244576084315,691.8830840563226,False
hvg5000,RP11-221J22.1,not an HGNC former symbol,,11,0.0205557528077289,678.6015905913853,False
hvg5000,RP11-75N6.3,not an HGNC former symbol,,12,0.0224244576084315,620.77474477681,False
hvg5000,RP11-159K7.2,not an HGNC former symbol,,6,0.0112122288042157,572.6098629652616,False
hvg5000,CTD-2033D15.1,not an HGNC former symbol,,10,0.0186870480070263,497.75954757361546,False
hvg5000,AC079776.3,not an HGNC former symbol,,6,0.0112122288042157,494.6570855754561,False
hvg5000,CTC-458G6.2,not an HGNC former symbol,,4,0.0074748192028105,492.8544362422353,False
hvg5000,AC069363.1,not an HGNC former symbol,,8,0.014949638405621,488.5492410879317,False
hvg5000,RP11-531H8.1,not an HGNC former symbol,,6,0.0112122288042157,477.9041991749512,False
hvg5000,AC108051.3,not an HGNC former symbol,,5,0.0093435240035131,459.0613825604366,False
hvg5000,RP11-139K4.2,not an HGNC former symbol,,7,0.0130809336049184,453.2066111618654,False
hvg5000,RP5-937E21.8,not an HGNC former symbol,,7,0.0130809336049184,436.90726571869726,False
hvg5000,XXbac-BPG308J9.3,not an HGNC former symbol,,9,0.0168183432063236,431.6599580916374,False
hvg5000,RP11-375H19.2,not an HGNC former symbol,,6,0.0112122288042157,407.4014376040319,False
hvg5000,RP11-125M16.1,not an HGNC former symbol,,8,0.014949638405621,399.35225994679206,False
hvg5000,RP11-478P10.1,not an HGNC former symbol,,5,0.0093435240035131,358.0474774730683,False
hvg5000,RP11-192P3.4,not an HGNC former symbol,,4,0.0074748192028105,357.0830162420665,False
hvg5000,RP11-753N8.1,not an HGNC former symbol,,4,0.0074748192028105,348.00079551992553,False
hvg5000,AP000688.11,not an HGNC former symbol,,4,0.0074748192028105,331.7674084641494,False
hvg5000,RP11-578F21.6,not an HGNC former symbol,,6,0.0112122288042157,324.98758492730207,False
hvg5000,RP11-447B18.1,not an HGNC former symbol,,2,0.0037374096014052,323.0786448801173,False
hvg5000,RP5-1139B12.3,not an HGNC former symbol,,5,0.0093435240035131,311.8329551847403,False
hvg5000,RP11-63B13.1,not an HGNC former symbol,,5,0.0093435240035131,290.8084960660422,False
hvg5000,RP11-121E16.1,not an HGNC former symbol,,3,0.0056061144021078,274.1807274458193,False
hvg5000,RP11-291B21.2,not an HGNC former symbol,,3,0.0056061144021078,261.9226812606169,False
hvg5000,RP11-514D23.1,not an HGNC former symbol,,3,0.0056061144021078,261.1641355991705,False
hvg5000,AP000472.2,not an HGNC former symbol,,3,0.0056061144021078,217.4834697954844,False
hvg5000,RP11-406A9.2,not an HGNC former symbol,,3,0.0056061144021078,202.8506372145805,False
hvg5000,AP001891.1,not an HGNC former symbol,,2,0.0037374096014052,196.8532744396337,False
hvg5000,RP11-554L12.1,not an HGNC former symbol,,2,0.0037374096014052,148.1725156300689,False
hvg5000,CTD-2315E11.1,not an HGNC former symbol,,2,0.0037374096014052,146.10969826993158,False
