ccl_name_norm,cpd_name_norm,rep1,rep2,abs_diff,rel_diff
ncih1299,pik-93,0.8403125,0.8020666666666667,0.03824583333333331,0.4722897219671948
ncih1299,piperlongumine,0.863875,0.8019999999999999,0.06187500000000001,0.4727770003113234
ncih1299,piperlongumine:mst-312 (1:1 mol/mol),0.821875,1.4063,0.5844250000000001,4.432684674643089
ncih1299,pl-di,0.7335625,0.6025125,0.13105,1.6088477306829758
ncih1299,platin,0.9455,0.972625,0.027124999999999955,0.23939569041011352
ncih1299,pluripotin,0.68425,0.6347071428571428,0.04954285714285722,0.3493647243287518
ncih1299,plx-4032,1.0325,0.879875,0.152625,1.7332584083315425
ncih1299,plx-4720,1.0065625,1.1113076923076923,0.1047451923076923,1.201618678890389
ncih1299,prima-1,0.86775,0.760625,0.10712500000000003,0.774224229508245
ncih1299,prima-1-met,0.9495,0.8748125,0.07468750000000002,0.5580716314778615
ncih1299,prl-3 inhibitor i,1.0253333333333334,0.955375,0.06995833333333346,0.7361009270236522
ncih1299,procarbazine,0.8985625,0.9563125,0.05774999999999997,0.4613316353901278
ncih1299,prochlorperazine,0.882125,0.8543125,0.027812500000000018,0.17871308579575065
ncih1299,purmorphamine,0.997375,0.9573333333333333,0.04004166666666675,0.3870369200862988
ncih1299,px-12,0.8755625,0.812375,0.06318750000000006,1.068418173559729
ncih1299,pyr-41,0.92675,0.87575,0.050999999999999934,0.22920059675602747
ncih1299,pyrazolanthrone,0.9850666666666666,1.1355,0.1504333333333333,1.2050576256733667
ncih1299,qs-11,1.0714285714285714,1.1390833333333334,0.06765476190476205,0.4953879712346267
ncih1299,quizartinib,0.953875,0.8884375,0.06543750000000004,0.4057284146819276
ncih1299,qw-bi-011,0.933125,0.9882000000000001,0.055075000000000096,1.0387701229434074
ncih1299,raf265,0.9926923076923077,0.8889230769230768,0.10376923076923084,0.7441741288025893
ncih1299,regorafenib,1.2376666666666667,1.011642857142857,0.22602380952380963,1.2278897400532005
ncih1299,repligen 136,0.978125,1.021076923076923,0.04295192307692297,0.550498017667776
ncih1299,rg-108,0.993,0.8310625,0.16193749999999996,1.641318588353992
ncih1299,rigosertib,0.781375,0.4215375,0.35983750000000003,2.2952203868038015
ncih1299,rita,0.9363125,0.8968125,0.03949999999999998,0.2697784866105945
ncih1299,ruxolitinib,0.9313125,1.0372307692307692,0.10591826923076919,0.6807393518759716
ncih1299,saracatinib,0.8365625,0.745125,0.09143749999999995,0.6855026720676722
ncih1299,sb-225002,0.9141875,0.7534375,0.16075000000000006,2.084000820164323
ncih1299,sb-431542,1.151076923076923,1.1327692307692308,0.018307692307692358,0.16581372104635556
ncih1299,sb-525334,0.9260625,0.816,0.11006250000000006,1.3238886799068714
ncih1299,sb-743921,0.8699375,0.30964375,0.56029375,2.492536934715501
ncih1299,sch-529074,0.9241875,0.8651875,0.05900000000000005,0.4950728391253893
ncih1299,sch-79797,0.6055,0.5848125,0.02068750000000008,0.22899063616131488
ncih1299,selumetinib,0.7295,0.5763625,0.15313750000000004,0.8672916802308984
ncih1299,selumetinib:brd-a02303741 (4:1 mol/mol),0.687,0.6371875,0.04981250000000004,0.28035910538449016
ncih1299,selumetinib:gdc-0941 (4:1 mol/mol),0.56920625,0.37393125,0.19527500000000003,1.3379408244430098
ncih1299,selumetinib:jq-1 (4:1 mol/mol),0.702875,0.6029230769230769,0.09995192307692313,0.6743195908162497
ncih1299,selumetinib:mk-2206 (8:1 mol/mol),0.6663125,0.5795933333333333,0.08671916666666668,0.6215498599974163
ncih1299,selumetinib:navitoclax (8:1 mol/mol),0.7553125,0.54256875,0.21274375,1.2148057942501724
ncih1299,selumetinib:piperlongumine (8:1 mol/mol),0.7875,1.0541666666666667,0.2666666666666667,1.2666966367011117
ncih1299,selumetinib:plx-4032 (8:1 mol/mol),0.71325,0.6532333333333333,0.06001666666666672,0.4031415587806984
ncih1299,selumetinib:tretinoin (2:1 mol/mol),0.7883125,0.514125,0.2741874999999999,1.57247826733933
ncih1299,selumetinib:unc0638 (4:1 mol/mol),0.7036875,0.6084875,0.09520000000000006,0.6053873361053889
ncih1299,selumetinib:vorinostat (8:1 mol/mol),0.8210625,0.54793125,0.27313125000000005,1.9726038434204538
ncih1299,semagacestat,0.93575,0.94675,0.01100000000000001,0.09321926334634609
ncih1299,serdemetan,0.953,0.836125,0.11687499999999995,1.1274874787619498
ncih1299,serdemetan:sch-529074 (1:1 mol/mol),0.863625,0.7380818181818182,0.1255431818181818,1.1602137441522438
ncih1299,sgx-523,0.947125,0.892875,0.05425000000000002,0.43310949836326057
ncih1299,sid 26681509,0.8485625,0.8083125,0.04025000000000001,0.32108350718923395
ncih1299,sildenafil,0.9632000000000001,0.9876875,0.024487499999999995,0.3646241868250161
ncih1299,silmitasertib,0.9315714285714286,0.9194375,0.012133928571428587,0.12336164708061924
ncih1299,simvastatin,0.7988125,0.7243125,0.07450000000000001,0.810165823996673
ncih1299,sirolimus,0.9553125,0.8276428571428571,0.12766964285714288,0.8776356473343389
ncih1299,sirolimus:bortezomib (250:1 mol/mol),0.8073125,0.5038571428571429,0.3034553571428571,2.175510082989299
ncih1299,sitagliptin,0.9581875,0.884375,0.07381249999999995,0.5609355974871729
ncih1299,sj-172550,0.93275,0.9375,0.004750000000000032,0.03591276879492918
ncih1299,ski-ii,0.935125,0.8936875,0.041437500000000016,0.31031134434978086
ncih1299,smer-3,0.740125,0.54070625,0.19941874999999998,1.2753048922871169
ncih1299,sn-38,0.91075,0.729375,0.18137499999999995,1.4044675847827237
ncih1299,sns-032,0.7596,0.6472666666666667,0.1123333333333334,0.860962361781286
ncih1299,snx-2112,0.6293125,0.5693866666666667,0.059925833333333345,0.4053125545498256
ncih1299,snx-2112:bortezomib (250:1 mol/mol),0.689125,0.6105625,0.07856249999999998,0.6819001518755236
ncih1299,sorafenib,0.9434,0.8948571428571429,0.04854285714285711,0.4546316870249568
ncih1299,spautin-1,0.801375,0.718625,0.08274999999999999,1.0243248106922909
ncih1299,sr-ii-138a,0.64,0.514575,0.125425,0.9603928342422188
ncih1299,sr1001,0.9454375,0.9234000000000001,0.022037499999999932,0.43774809412981924
ncih1299,srt-1720,0.9078125,1.0582142857142858,0.15040178571428575,0.7632834244743286
ncih1299,staurosporine,0.9080625,0.8176875,0.09037499999999998,1.2684784346702043
ncih1299,stemregenin 1,0.890375,0.8421875,0.04818750000000005,1.0416672669131897
