drug,n_lines,spearman,pearson,true_std
bms-270394,27,0.12026862026862026,0.02999721732598626,0.052731016707245566
fedratinib,27,-0.20512820512820512,-0.28773835611317594,0.09705134582364773
chlorambucil,27,0.16605616605616605,0.10665504094993922,0.08794664167714146
ch-55,26,0.22188034188034186,0.2638551792865693,0.080084439218819
i-bet-151,26,-0.31282051282051276,-0.2502793603519229,0.08306330037122349
cay10594,27,-0.18742368742368742,-0.22979421246779835,0.06387213976355365
brd-k45681478,27,-0.19230769230769232,-0.20714731019272759,0.10984909297997032
brd-k50799972,26,0.13299145299145299,0.07032399749624127,0.06727760978689402
bix-01294,27,0.08913308913308912,-0.04173832705207882,0.06688900571300704
brd-k02251932,26,-0.14051282051282052,-0.1471904491803249,0.06189665902821355
tamoxifen,27,0.08913308913308912,0.08748143781075893,0.08288777264082409
doxorubicin-navitoclax (2-1 mol-mol),27,-0.21978021978021978,-0.008212564006631007,0.13870775288010323
bms-536924,27,-0.21794871794871792,-0.158054493446768,0.09631716087228168
tandutinib,27,0.042735042735042736,0.034493262550391895,0.06494475991924403
pevonedistat,27,-0.14590964590964592,-0.15836341450395558,0.08813184451230195
methotrexate,26,-0.23076923076923075,-0.2398182186914788,0.18423218842968037
pifithrin-alpha,27,-0.18315018315018314,-0.1076155396016514,0.07530206279316654
brd-k92856060,26,0.12410256410256408,0.08248869769080733,0.07687338367513921
sorafenib,27,-0.026862026862026864,-0.055877377305228876,0.09691490926299008
silmitasertib,27,-0.26190476190476186,-0.16546784220976624,0.09119409480553003
masitinib,27,-0.2326007326007326,-0.20968765922591187,0.06616813463109311
navitoclax-piperlongumine (1-1 mol-mol),25,0.22999999999999998,0.04081069436718879,0.12314731427550202
selumetinib-jq-1 (4-1 mol-mol),27,-0.03479853479853479,-0.08944142039403627,0.16436260492354146
nelarabine,27,0.09035409035409035,0.0863818707512565,0.11091987377681672
