drug,n_lines,spearman,pearson,true_std
cid-5951923,26,-0.10511911125996627,-0.059691726194414756,0.06353725246189619
chm-1,26,-0.20670784337393963,-0.19356273656685213,0.11154650904775817
selumetinib:piperlongumine (8:1 mol/mol),26,0.04770931279152952,0.0688865293225702,0.13667639475626597
xl765,27,-0.029159438283574358,-0.009654545727757952,0.06163340914970347
npc-26,26,0.10889854556340287,-0.001087855129958841,0.09427808275996487
vorapaxar,26,0.19862895609767006,0.4139840131356049,0.07468603398700752
pf-543,26,0.28512770760835104,0.3539490565609593,0.06349536280396574
mitomycin,26,-0.024721828370125442,-0.06711485543215948,0.14739348115594741
tretinoin:navitoclax (4:1 mol/mol),27,-0.031804334883755545,-0.038849247941116646,0.12109331993649891
selumetinib:brd-a02303741 (4:1 mol/mol),26,0.058239246020013895,0.10277003542067244,0.14934422493588057
selumetinib:tretinoin (2:1 mol/mol),27,0.0578781127069732,0.09768046045853454,0.1519258695071584
neuronal differentiation inducer iii,25,0.054345853465830256,0.05665492060642627,0.0965492823568411
serdemetan:sch-529074 (1:1 mol/mol),27,0.3971847205340965,0.39375973135653475,0.08039100341787604
tivozanib,27,-0.14279252897996159,-0.28606131867820705,0.0659636124354374
silmitasertib,27,-0.280772902153008,-0.374973038080656,0.09193194724071603
itraconazole,26,-0.12922064976946332,-0.19226533023923617,0.057211532896782005
sildenafil,27,-0.13627386325186808,-0.23577625555967835,0.06560702528199232
stf-31,25,-0.15550824225183119,-0.12296703597394237,0.1182386695115102
sj-172550,27,-0.2039054176351297,-0.37368143438742896,0.053468258277212515
navitoclax:mst-312 (1:1 mol/mol),26,0.051926609450377116,0.07874795662677458,0.1056908442208648
jq-1:navitoclax (2:1 mol/mol),26,-0.1748803111988132,-0.1115543987033065,0.10567914653927026
jq-1:vorinostat (2:1 mol/mol),25,0.1305604883439693,0.07017176652910698,0.1086967499397273
ml258,26,-0.05553671897451583,-0.0649697555320298,0.06104257926817927
tamoxifen,26,-0.23575714357324212,-0.24245306616300302,0.08840205841304181
nvp-adw742,27,0.03457782698405154,0.05331328704526207,0.11340233143413374
nakiterpiosin,26,-0.241073830865673,-0.2919987161481796,0.11086266703780238
rigosertib,27,-0.3070812002217537,-0.339169171440125,0.1816957551068538
px-12,26,0.2552770040616907,0.38349469364218364,0.08235052876060626
sorafenib,26,-0.18611886690933313,-0.1994926894894322,0.08745796735270801
masitinib,26,-0.12737560061468226,-0.1053397554103718,0.06729830572654809
16-beta-bromoandrosterone,27,-0.33078434486513014,-0.3770633251063876,0.05885699734651938
brd-k45681478,27,-0.07849630881343934,-0.05048477343292172,0.09150818739399905
brd-k19103580,24,0.02702121513186092,0.020965169674462925,0.05049793291113479
bendamustine,25,0.17865264982877227,0.18471715052928292,0.07199390030371526
etoposide,26,0.036967337841178775,-0.051555678556420056,0.09715488694171556
brd-k29313308,25,0.3335262032621752,0.28395691504835574,0.054597787461518756
cay10594,26,-0.17225651094928673,-0.09126790878221397,0.07097427314944803
fluvastatin,27,-0.25577983872499843,-0.3518744976867587,0.0890292477350751
elocalcitol,26,0.1462832826502702,0.14750976705378505,0.09501325986783617
betulinic acid,26,0.0037846973447719728,0.07847124222822024,0.075520956508425
compound 23 citrate,25,0.06408072428203723,0.11333458897284703,0.0576123018865021
dbeq,24,0.009160354365088545,-0.008729186111095869,0.06667559755187108
brivanib,27,-0.08615660320926245,-0.11888621270350351,0.1178654099846588
doxorubicin:navitoclax (2:1 mol/mol),27,0.12872667644686733,0.04001254337365223,0.11674292422607574
selumetinib:gdc-0941 (4:1 mol/mol),27,0.10479686650892599,0.11173762490891478,0.12304520880072042
dexamethasone,27,0.1173785023709669,0.10538656376915605,0.08358884947091329
tw-37,25,-0.19634272809087253,-0.16452955052951407,0.11491558575179281
tacrolimus,27,-0.29883856153260074,-0.26734895613575416,0.06453728996140458
decitabine:carboplatin (1:1 mol/mol),25,0.20896674638079885,0.16738597772216063,0.08420676151505266
sunitinib,26,0.1106161882379045,0.10138282939290634,0.06484164257130061
nelarabine,26,0.03394821280246064,0.0536311808160554,0.09495580928813077
brd-k28456706,27,0.03154204025829756,0.19927382528054838,0.0883707732328582
ex-527,27,0.04524847666220728,0.13508368082015706,0.06907185341687105
brd1812,25,-0.2554918037355832,-0.1409901476343654,0.08658118225639663
nintedanib,27,-0.15281046688243186,-0.07320008237436264,0.10120465732109672
brd-k02251932,26,0.11101620817900705,0.14977814098523207,0.05786049004467516
bexarotene,25,-0.4174536867776044,-0.44692534116031746,0.0772630175171428
wp1130,27,-0.2230806092181203,-0.14824754635689183,0.06059960438255294
pifithrin-alpha,26,-0.18683649284636494,-0.12387114348825724,0.05474503074827258
brd-k51490254,26,-0.018864788881084386,0.1871226527134115,0.06778656046381401
gw-405833,25,0.2318556475008743,0.18672217940108618,0.06666656968697578
vorinostat:carboplatin (1:1 mol/mol),26,-0.14897282113924157,-0.15696297971587556,0.0791418885670115
ci-976,26,-0.30817668009433896,-0.24953135217044564,0.08532693700520258
ml320,26,-0.05923650243639792,0.04449757554093557,0.11789795122314266
aa-cocf3,27,-0.43217702780212935,-0.3966179233485608,0.10168455740318598
methotrexate,25,-0.08663136849427792,-0.11035734009680563,0.1956897783298187
brd-k71781559,26,0.041179490590737236,0.15012650648308298,0.07649709653006583
navitoclax:pluripotin (1:1 mol/mol),25,-0.1033704153631418,-0.10418863880183657,0.13032835265351647
paclitaxel,26,-0.10517322663614276,-0.09402015973735964,0.21835796552089343
ml210,26,-0.5407542174226723,-0.4835731400200613,0.20005379150087219
tanespimycin:bortezomib (250:1 mol/mol),27,0.06345573167214782,-0.00668632788822017,0.12738983905265466
cabozantinib,26,0.06827973630144683,0.21818451266729055,0.12106793653387754
nsc 74859,25,-0.014097823229181567,-0.016624675878820536,0.06711708223496249
tandutinib,27,-0.06757928487860149,-0.04400864373496549,0.07483150669604965
compound 1541a,26,-0.016786606205768714,-0.006927931971404122,0.053755360902192885
ml006,26,-0.2535120120871193,-0.18961240046939415,0.07626241250658602
brd-k97651142,25,0.05026728642995792,-0.00751488044644371,0.1846776002436738
brd-k92856060,26,-0.12155467262960268,-0.07816313423932962,0.06586631932474234
serdemetan,26,0.16401320616783008,0.10057536930149885,0.08810340860124063
brd8958,27,0.17749435368868302,0.05497413993433678,0.08372283690146973
az-3146,27,-0.008901302212880593,0.05035845287307559,0.09757588043634809
ki8751,27,-0.1360590778611944,-0.06008562889983818,0.07607021506292386
hyperforin,27,-0.36619832521012957,-0.3245781798078975,0.08418282399518195
procarbazine,26,0.03398587024547665,-0.002684139752373936,0.09090666910630271
gossypol,26,-0.23652992214120597,-0.15214793893010325,0.08640810197212419
purmorphamine,25,0.06305715446420823,0.061299403858957935,0.08973354346190139
pf-184,27,-0.33877268546031164,-0.31567072348210556,0.08856507597580253
vandetanib,25,0.17257339438118238,0.1634886268598812,0.07886717892852109
jq-1:mk-0752 (1:1 mol/mol),27,-0.12696989217077276,-0.20558456312482953,0.12485563165008089
valdecoxib,27,0.016040363921982374,0.10113062296010389,0.08257393128664364
unc0638:navitoclax (1:1 mol/mol),25,0.004234843154901172,0.08157924616428744,0.11650701421774295
pevonedistat,26,0.14552319962698912,0.07531759408932526,0.14207010721360047
lapatinib,27,0.030252118142590583,0.03210599025334812,0.10540010006403955
brd-k61166597,26,0.22458083364587467,0.12180113858738174,0.10386055149816176
kw-2449,25,0.06985144338611701,0.0521608484381097,0.08982003121881957
azacitidine,27,-0.19764469962004624,-0.223380805386275,0.0641356034290367
ly-2183240,25,-0.06206647289338102,-0.0623798706584861,0.07995183739319661
gsk-3 inhibitor ix,25,-0.11512572570206156,0.017104961920689887,0.10581690681444078
trifluoperazine,26,0.2554881853413818,0.3359405924909538,0.07919749903071156
sch-529074,26,0.4658741614592186,0.32600736375797246,0.06478523982994931
selumetinib:navitoclax (8:1 mol/mol),26,-0.0006858743230641122,0.08808857812136514,0.14822276582025237
ciclosporin,26,-0.14849179094338028,-0.0026685989865086746,0.07567899211320366
navitoclax:gemcitabine (1:1 mol/mol),26,0.03668166006341477,0.013171088121354563,0.1863610917006498
isox:bortezomib (250:1 mol/mol),24,-0.2447048593674603,-0.15133573794213273,0.07727964167653809
tosedostat,27,-0.3708132754481363,-0.40394216997243665,0.1079001124311342
hc-067047,25,-0.23593486484492096,-0.2028343194496557,0.08581853086131827
cucurbitacin i,26,-0.3112489300986382,-0.22933638312008892,0.1308974651376059
mdivi-1,27,0.14424521437326296,0.013250387704111133,0.08623450281709005
tretinoin:carboplatin (2:1 mol/mol),25,0.09897948526371712,0.003362954842058556,0.05990100944023915
selumetinib:jq-1 (4:1 mol/mol),26,-0.09993160639932182,-0.0656407777975934,0.16739034099958244
