rep,seed,drug,program,cell_line,n_cells,rho,p,significant
X_pca,44,crizotinib,StressResp_score,COLO792_SKIN,271,-0.08296363648307029,0.1732643128980101,False
X_pca,44,crizotinib,StressResp_score,COV434_OVARY,88,-0.04111356201636313,0.7037036377554442,False
X_pca,44,crizotinib,StressResp_score,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,-0.23973614353137213,0.0020543016025759875,True
X_pca,44,crizotinib,StressResp_score,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.07597054285990132,0.21252422515529704,False
X_pca,44,crizotinib,StressResp_score,EBC1_LUNG,186,0.04845408312751594,0.5113373865772747,False
X_pca,44,crizotinib,StressResp_score,EFE184_ENDOMETRIUM,86,0.061786807687790254,0.5719764126799867,False
X_pca,44,crizotinib,StressResp_score,EFM192A_BREAST,333,0.14626354801822236,0.007508331736024272,True
X_pca,44,crizotinib,StressResp_score,EKVX_LUNG,146,-0.0023097938731379973,0.977925761957313,False
X_pca,44,crizotinib,StressResp_score,FTC133_THYROID,140,-0.07025469733271396,0.4094670081313094,False
X_pca,44,crizotinib,StressResp_score,GOS3_CENTRAL_NERVOUS_SYSTEM,191,-0.1094290961016043,0.13182555350085723,False
X_pca,44,crizotinib,StressResp_score,HCC1428_BREAST,127,-0.20478103642145085,0.020917032959438295,False
X_pca,44,crizotinib,StressResp_score,HCC366_LUNG,202,-0.03272340922741634,0.6438485332750794,False
X_pca,44,crizotinib,StressResp_score,HCC38_BREAST,200,-0.17698980305866754,0.01217090739622141,False
X_pca,44,crizotinib,StressResp_score,HCC56_LARGE_INTESTINE,99,-0.1368777790859761,0.17669922938369795,False
X_pca,44,crizotinib,StressResp_score,HDQP1_BREAST,64,0.05215261164045486,0.6823367382211996,False
X_pca,44,crizotinib,StressResp_score,HEC151_ENDOMETRIUM,250,-0.018962328979805383,0.7654398534346741,False
X_pca,44,crizotinib,StressResp_score,HEC251_ENDOMETRIUM,107,0.03344501263739493,0.7323583061834079,False
X_pca,44,crizotinib,StressResp_score,HEC6_ENDOMETRIUM,161,-0.1492977875443804,0.058728026489924985,False
X_pca,44,crizotinib,StressResp_score,HEP3B217_LIVER,118,-0.08618592846454023,0.3534175533225929,False
X_pca,44,crizotinib,StressResp_score,HMC18_BREAST,293,-0.05483365692903298,0.3496374642374509,False
X_pca,44,crizotinib,StressResp_score,HOS_BONE,829,-0.024793522075153406,0.47590982784634,False
X_pca,44,crizotinib,StressResp_score,HS852T_SKIN,162,0.0021367461055528344,0.9784710831434379,False
X_pca,44,crizotinib,StressResp_score,HT1080_SOFT_TISSUE,516,-0.08042293714632621,0.06794293131397361,False
X_pca,44,crizotinib,StressResp_score,HT1197_URINARY_TRACT,74,0.21826475232528644,0.061732493852378556,False
X_pca,44,crizotinib,StressResp_score,HT55_LARGE_INTESTINE,211,-0.0014812117960713747,0.9829361114614572,False
X_pca,44,crizotinib,StressResp_score,HUH28_BILIARY_TRACT,139,-0.2995792846880349,0.00034000830672127055,True
X_pca,44,crizotinib,StressResp_score,HUH6_LIVER,338,-0.14025466706561254,0.009829453050006341,False
X_pca,44,crizotinib,StressResp_score,HUPT3_PANCREAS,136,-0.28458803507056135,0.0007853218033544168,True
X_pca,44,crizotinib,StressResp_score,HUPT4_PANCREAS,56,-0.06445990062643359,0.636937164751741,False
X_pca,44,crizotinib,StressResp_score,IALM_LUNG,322,-0.08858958337771458,0.1125982772022394,False
X_pca,44,crizotinib,StressResp_score,IGR1_SKIN,725,-0.013765807589311604,0.7113573980689342,False
X_pca,44,crizotinib,StressResp_score,IGR37_SKIN,347,-0.07491129369840815,0.16381199323393084,False
X_pca,44,crizotinib,StressResp_score,IM95_STOMACH,185,0.023478260458301103,0.7510780636246728,False
X_pca,44,crizotinib,StressResp_score,JHH6_LIVER,206,-0.027759846169825776,0.692045518892476,False
X_pca,44,crizotinib,StressResp_score,JHOC5_OVARY,145,-0.1082728520760434,0.1948694303441133,False
X_pca,44,crizotinib,StressResp_score,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.002713723291680651,0.9634272473432763,False
X_pca,44,crizotinib,StressResp_score,KMRC3_KIDNEY,245,-0.104069685250629,0.10415549284362051,False
X_pca,44,crizotinib,StressResp_score,KNS42_CENTRAL_NERVOUS_SYSTEM,172,0.07997382199153044,0.2970084055568808,False
X_pca,44,crizotinib,StressResp_score,KPL1_BREAST,276,-0.07453958027307397,0.2170381213634793,False
X_pca,44,crizotinib,StressResp_score,KPNSI9S_AUTONOMIC_GANGLIA,129,-0.024181150386952024,0.7856130830437658,False
X_pca,44,crizotinib,StressResp_score,KYSE520_OESOPHAGUS,323,-0.1400142228672628,0.01176791659526452,False
X_pca,44,crizotinib,StressResp_score,LI7_LIVER,196,-0.04711125880248686,0.5120151890812271,False
X_pca,44,crizotinib,StressResp_score,LMSU_STOMACH,255,-0.07931749214967489,0.2068172314326668,False
X_pca,44,crizotinib,StressResp_score,LNCAPCLONEFGC_PROSTATE,129,-0.19283759647589171,0.028561296209506527,False
X_pca,44,crizotinib,StressResp_score,LS1034_LARGE_INTESTINE,146,0.13854475661022378,0.09537411279069442,False
X_pca,44,crizotinib,StressResp_score,LS180_LARGE_INTESTINE,361,-0.0599377608409935,0.2560028666721678,False
X_pca,44,crizotinib,StressResp_score,MCF7_BREAST,143,-0.16577201040370923,0.047854432252905955,False
X_pca,44,crizotinib,StressResp_score,MDAMB361_BREAST,135,-0.02832420409849369,0.7443466577082432,False
X_pca,44,crizotinib,StressResp_score,MFE319_ENDOMETRIUM,191,-0.036955214139544584,0.6117675203060087,False
X_pca,44,crizotinib,StressResp_score,MKN45_STOMACH,118,-0.25163202364675546,0.005983207330279084,True
X_pca,44,crizotinib,StressResp_score,MKN7_STOMACH,258,0.12156195971532625,0.05113659580918585,False
X_pca,44,crizotinib,StressResp_score,MSTO211H_PLEURA,297,-0.057747950624960874,0.3212749121898556,False
X_pca,44,crizotinib,StressResp_score,NCIH1299_LUNG,534,-0.09063241307831514,0.03627989031854854,False
X_pca,44,crizotinib,StressResp_score,NCIH1373_LUNG,164,-0.13998600235745795,0.0738087541136361,False
X_pca,44,crizotinib,StressResp_score,NCIH1435_LUNG,267,-0.18649316080811695,0.0022139963599774578,True
X_pca,44,crizotinib,StressResp_score,NCIH1792_LUNG,111,-0.2579968629154734,0.006260045786227581,True
X_pca,44,crizotinib,StressResp_score,NCIH1944_LUNG,414,-0.06411221184547373,0.1929553399794811,False
X_pca,44,crizotinib,StressResp_score,NCIH2087_LUNG,219,-0.06726490573179071,0.32175602190048197,False
X_pca,44,crizotinib,StressResp_score,NCIH2110_LUNG,1990,-0.049836873077747194,0.026203771560456952,False
X_pca,44,crizotinib,StressResp_score,NCIH2126_LUNG,264,-0.1151693092300591,0.061675332876736405,False
X_pca,44,crizotinib,StressResp_score,NCIH2170_LUNG,142,0.11769180636097189,0.16304095771533259,False
X_pca,44,crizotinib,StressResp_score,NCIH2228_LUNG,367,0.022086622486262846,0.6732243941866273,False
X_pca,44,crizotinib,StressResp_score,NCIH226_LUNG,235,-0.3031751821975258,2.193651324319882e-06,True
X_pca,44,crizotinib,StressResp_score,NCIH2444_LUNG,237,0.027401310682737715,0.6747146088722148,False
X_pca,44,crizotinib,StressResp_score,NCIH2452_PLEURA,538,-0.001503238132690226,0.9722501690786556,False
X_pca,44,crizotinib,StressResp_score,NCIH292_LUNG,213,0.027886099886500187,0.6857215193220666,False
X_pca,44,crizotinib,StressResp_score,NCIH358_LUNG,336,-0.01476552732059376,0.7874197944482986,False
X_pca,44,crizotinib,StressResp_score,NCIH446_LUNG,196,-0.10738414412091159,0.13410801815137666,False
X_pca,44,crizotinib,StressResp_score,NCIH460_LUNG,837,-0.017617301810075415,0.6107780786797824,False
X_pca,44,crizotinib,StressResp_score,NCIH522_LUNG,208,-0.0384611537889744,0.5812525685343557,False
X_pca,44,crizotinib,StressResp_score,NCIH650_LUNG,271,-0.06684135165500506,0.27286527212522926,False
X_pca,44,crizotinib,StressResp_score,NCIH747_LARGE_INTESTINE,80,-0.06723004255082682,0.5534951829854344,False
X_pca,44,crizotinib,StressResp_score,OAW28_OVARY,161,-0.08166023499234996,0.3031040511491056,False
X_pca,44,crizotinib,StressResp_score,ONCODG1_OVARY,270,-0.22280639263076907,0.00022372961662211856,True
X_pca,44,crizotinib,StressResp_score,OSRC2_KIDNEY,126,-0.1426715940661659,0.11100594294121693,False
X_pca,44,crizotinib,StressResp_score,OUMS23_LARGE_INTESTINE,107,0.13912992366451232,0.15293854334072832,False
X_pca,44,crizotinib,StressResp_score,OVCAR4_OVARY,283,-0.1992019258416939,0.000751405686347971,True
X_pca,44,crizotinib,StressResp_score,OVK18_OVARY,178,0.05514497206018518,0.4647187695820845,False
X_pca,44,crizotinib,StressResp_score,OVSAHO_OVARY,227,-0.12373304853970722,0.06273109272577779,False
X_pca,44,crizotinib,StressResp_score,OVTOKO_OVARY,209,-0.23899347095272286,0.0004921245095414761,True
X_pca,44,crizotinib,StressResp_score,PANC0203_PANCREAS,506,-0.0005043487225494559,0.9909705439482936,False
X_pca,44,crizotinib,StressResp_score,PATU8988S_PANCREAS,244,-0.20677743970823834,0.0011599045524500753,True
X_pca,44,crizotinib,StressResp_score,PC3_PROSTATE,169,-0.18134467048651276,0.018295512706968935,False
X_pca,44,crizotinib,StressResp_score,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,-0.19085407334598842,0.006513053936697724,True
X_pca,44,crizotinib,StressResp_score,PK45H_PANCREAS,271,-0.0495995509234674,0.4160815486187297,False
X_pca,44,crizotinib,StressResp_score,PK59_PANCREAS,174,-0.2429338537773661,0.0012381349561270097,True
X_pca,44,crizotinib,StressResp_score,RCC10RGB_KIDNEY,233,-0.10369344729398361,0.11443759723857468,False
X_pca,44,crizotinib,StressResp_score,RCM1_LARGE_INTESTINE,128,-0.05027174496425903,0.5730692946544342,False
X_pca,44,crizotinib,StressResp_score,RD_SOFT_TISSUE,261,-0.23515720309898502,0.00012568747537671963,True
X_pca,44,crizotinib,StressResp_score,RERFLCAD1_LUNG,243,-0.07737883918094166,0.22944107191007074,False
X_pca,44,crizotinib,StressResp_score,RERFLCAI_LUNG,763,-0.07632011239550171,0.03505111434403139,False
X_pca,44,crizotinib,StressResp_score,RT4_URINARY_TRACT,106,0.11354235420305447,0.2465044890356421,False
X_pca,44,crizotinib,StressResp_score,RVH421_SKIN,239,-0.08062568467345857,0.21426206619600685,False
X_pca,44,crizotinib,StressResp_score,SCC25_UPPER_AERODIGESTIVE_TRACT,898,-0.04017955717332021,0.22903231630763315,False
X_pca,44,crizotinib,StressResp_score,SCC9_UPPER_AERODIGESTIVE_TRACT,475,-0.1925355577108939,2.392052680509276e-05,True
X_pca,44,crizotinib,StressResp_score,SH10TC_STOMACH,351,-0.06925620491845055,0.1955131595919566,False
X_pca,44,crizotinib,StressResp_score,SKES1_BONE,91,-0.11401542449295858,0.2818753057246008,False
X_pca,44,crizotinib,StressResp_score,SKMEL2_SKIN,276,-0.021406798521134647,0.7232916800617488,False
X_pca,44,crizotinib,StressResp_score,SKMEL30_SKIN,353,-0.061848530600807194,0.24644937010744758,False
X_pca,44,crizotinib,StressResp_score,SKMEL5_SKIN,297,0.021274873161596767,0.7150070939118615,False
X_pca,44,crizotinib,StressResp_score,SKNAS_AUTONOMIC_GANGLIA,226,0.023731015227387957,0.7227191095545864,False
X_pca,44,crizotinib,StressResp_score,SNU1079_BILIARY_TRACT,73,-0.45640855555284887,4.941699414996035e-05,True
X_pca,44,crizotinib,StressResp_score,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,-0.24776211860549863,0.0006078356698289762,True
X_pca,44,crizotinib,StressResp_score,SNU308_BILIARY_TRACT,94,-0.05400465270995047,0.6051796318649426,False
X_pca,44,crizotinib,StressResp_score,SNU423_LIVER,212,-0.1211046657932,0.07851526266843159,False
X_pca,44,crizotinib,StressResp_score,SNU449_LIVER,282,-0.06401096115377172,0.28405644614076675,False
X_pca,44,crizotinib,StressResp_score,SNU46_UPPER_AERODIGESTIVE_TRACT,236,-0.056591164307236916,0.38679306155951393,False
X_pca,44,crizotinib,StressResp_score,SNU738_CENTRAL_NERVOUS_SYSTEM,379,-0.26999969085093467,9.3750358738465e-08,True
X_pca,44,crizotinib,StressResp_score,SNU899_UPPER_AERODIGESTIVE_TRACT,83,-0.156282633241626,0.15827543010795228,False
X_pca,44,crizotinib,StressResp_score,SNUC4_LARGE_INTESTINE,467,0.04375132331202183,0.34548040947597775,False
X_pca,44,crizotinib,StressResp_score,SQ1_LUNG,238,0.02691576489452529,0.6795151013230177,False
X_pca,44,crizotinib,StressResp_score,SU8686_PANCREAS,82,0.13232765195673768,0.23597717108215255,False
X_pca,44,crizotinib,StressResp_score,SW1088_CENTRAL_NERVOUS_SYSTEM,128,-0.2205875199935782,0.01234653277801961,False
X_pca,44,crizotinib,StressResp_score,SW1271_LUNG,115,-0.024797301300913233,0.7925067436045612,False
X_pca,44,crizotinib,StressResp_score,SW1990_PANCREAS,307,0.06184964146071029,0.28000543821206597,False
X_pca,44,crizotinib,StressResp_score,SW579_THYROID,217,-0.08688797299441753,0.20232347015366825,False
X_pca,44,crizotinib,StressResp_score,T47D_BREAST,221,-0.11266762409075258,0.09477102037351509,False
X_pca,44,crizotinib,StressResp_score,TCCSUP_URINARY_TRACT,316,0.038311005624691585,0.4974029864975443,False
X_pca,44,crizotinib,StressResp_score,TE10_OESOPHAGUS,219,0.04732342261310663,0.485987206884937,False
X_pca,44,crizotinib,StressResp_score,TE14_OESOPHAGUS,474,-0.06053513996108684,0.18828472872045723,False
X_pca,44,crizotinib,StressResp_score,TE1_OESOPHAGUS,206,-0.21148995315974267,0.0022764479589121715,True
X_pca,44,crizotinib,StressResp_score,TE6_OESOPHAGUS,551,-0.19315027469349869,4.955405252997473e-06,True
X_pca,44,crizotinib,StressResp_score,TE9_OESOPHAGUS,248,-0.18624748856083467,0.003239863003441382,True
X_pca,44,crizotinib,StressResp_score,TM31_CENTRAL_NERVOUS_SYSTEM,116,-0.11192268363578461,0.2316372406834167,False
X_pca,44,crizotinib,StressResp_score,TOV112D_OVARY,78,0.016414277136145156,0.8865776290097368,False
X_pca,44,crizotinib,StressResp_score,UACC257_SKIN,239,-0.10072591911870231,0.12042956498536114,False
X_pca,44,crizotinib,StressResp_score,UMUC1_URINARY_TRACT,197,-0.03123709964796559,0.6630182281755114,False
X_pca,44,crizotinib,StressResp_score,VMCUB1_URINARY_TRACT,478,-0.0906683462964819,0.04756959480429467,False
X_pca,44,crizotinib,StressResp_score,VMRCRCZ_KIDNEY,300,-0.10196307803672622,0.0778536408057052,False
X_pca,44,crizotinib,StressResp_score,YD38_UPPER_AERODIGESTIVE_TRACT,624,-0.0026710785167681603,0.9469082227656049,False
X_pca,44,crizotinib,StressResp_score,ZR751_BREAST,309,-0.1763541061675157,0.0018589774089364155,True
X_pca,44,crizotinib,ProtMatu_score,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,-0.1009309086036328,0.0215920573277594,False
X_pca,44,crizotinib,ProtMatu_score,8305C_THYROID,459,0.006886841888057005,0.8830174980903104,False
X_pca,44,crizotinib,ProtMatu_score,A204_SOFT_TISSUE,250,-0.000516490643844672,0.9935168538058993,False
X_pca,44,crizotinib,ProtMatu_score,A2058_SKIN,294,-0.16234235312841955,0.005266470338507492,True
X_pca,44,crizotinib,ProtMatu_score,A375_SKIN,593,0.028719127715451175,0.4851616700613391,False
X_pca,44,crizotinib,ProtMatu_score,ACCMESO1_PLEURA,162,-0.11311024597419728,0.1518253605659602,False
X_pca,44,crizotinib,ProtMatu_score,ASPC1_PANCREAS,290,-0.0363610420048562,0.5374089259155778,False
X_pca,44,crizotinib,ProtMatu_score,BCPAP_THYROID,152,-0.1497660066347696,0.06553399834792133,False
X_pca,44,crizotinib,ProtMatu_score,BFTC909_KIDNEY,379,-0.06811034170540273,0.18579418838047296,False
X_pca,44,crizotinib,ProtMatu_score,BHY_UPPER_AERODIGESTIVE_TRACT,145,-0.20229219483211242,0.0146823608480624,False
X_pca,44,crizotinib,ProtMatu_score,BICR16_UPPER_AERODIGESTIVE_TRACT,212,-0.10433579547950297,0.12994814372369884,False
X_pca,44,crizotinib,ProtMatu_score,BICR31_UPPER_AERODIGESTIVE_TRACT,248,-0.04562972170839122,0.4744113513368445,False
X_pca,44,crizotinib,ProtMatu_score,BICR56_UPPER_AERODIGESTIVE_TRACT,81,-0.09975327045136506,0.3755969717891226,False
X_pca,44,crizotinib,ProtMatu_score,BICR6_UPPER_AERODIGESTIVE_TRACT,286,-0.06262523643113352,0.29120265291547026,False
X_pca,44,crizotinib,ProtMatu_score,BT474_BREAST,125,-0.18126434345786896,0.04307025567226534,False
X_pca,44,crizotinib,ProtMatu_score,BT549_BREAST,266,-0.1266224750920419,0.039042553627890456,False
X_pca,44,crizotinib,ProtMatu_score,CAKI2_KIDNEY,278,0.06743904470645984,0.26243966724639095,False
X_pca,44,crizotinib,ProtMatu_score,CALU6_LUNG,258,-0.1459721580974557,0.018983553169174446,False
X_pca,44,crizotinib,ProtMatu_score,CAMA1_BREAST,291,-0.2040214460602043,0.00046130470671811225,True
X_pca,44,crizotinib,ProtMatu_score,CAS1_CENTRAL_NERVOUS_SYSTEM,133,-0.25011285875776035,0.003690053078278033,True
X_pca,44,crizotinib,ProtMatu_score,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.13096793422905997,0.04011734957734743,False
X_pca,44,crizotinib,ProtMatu_score,COLO741_SKIN,329,-0.0743177014937356,0.17871221660720318,False
X_pca,44,crizotinib,ProtMatu_score,COLO792_SKIN,271,-0.11859354777727801,0.05115712297365085,False
X_pca,44,crizotinib,ProtMatu_score,COV434_OVARY,88,-0.05686736379142194,0.59870636089572,False
X_pca,44,crizotinib,ProtMatu_score,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,-0.2891289498903413,0.000181683427263063,True
X_pca,44,crizotinib,ProtMatu_score,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.03454570970319488,0.5712343880180085,False
X_pca,44,crizotinib,ProtMatu_score,EBC1_LUNG,186,-0.11598354389817102,0.1149183820411997,False
X_pca,44,crizotinib,ProtMatu_score,EFE184_ENDOMETRIUM,86,0.10202512419235973,0.34992268735560395,False
X_pca,44,crizotinib,ProtMatu_score,EFM192A_BREAST,333,-0.051455231232325954,0.34924264973531566,False
X_pca,44,crizotinib,ProtMatu_score,EKVX_LUNG,146,-0.2531692184372933,0.0020482183615998396,True
X_pca,44,crizotinib,ProtMatu_score,FTC133_THYROID,140,-0.04676503228204123,0.5832314032293688,False
X_pca,44,crizotinib,ProtMatu_score,GOS3_CENTRAL_NERVOUS_SYSTEM,191,-0.1293249838977908,0.07457493455242484,False
X_pca,44,crizotinib,ProtMatu_score,HCC1428_BREAST,127,-0.22297148852176826,0.011744757574303159,False
X_pca,44,crizotinib,ProtMatu_score,HCC366_LUNG,202,-0.16040326302863725,0.02258415848103679,False
X_pca,44,crizotinib,ProtMatu_score,HCC38_BREAST,200,-0.24079223545667625,0.0005933236299779297,True
X_pca,44,crizotinib,ProtMatu_score,HCC56_LARGE_INTESTINE,99,-0.20133829733509567,0.04567735818998972,False
X_pca,44,crizotinib,ProtMatu_score,HDQP1_BREAST,64,-0.11707875457875455,0.35687098653513644,False
X_pca,44,crizotinib,ProtMatu_score,HEC151_ENDOMETRIUM,250,0.003936085649289025,0.9506238925201906,False
X_pca,44,crizotinib,ProtMatu_score,HEC251_ENDOMETRIUM,107,-0.22340977890312527,0.020714756137532556,False
X_pca,44,crizotinib,ProtMatu_score,HEC6_ENDOMETRIUM,161,0.05396281322158038,0.496585654713856,False
X_pca,44,crizotinib,ProtMatu_score,HEP3B217_LIVER,118,-0.010916129504661668,0.9066059202993466,False
X_pca,44,crizotinib,ProtMatu_score,HMC18_BREAST,293,0.0011287555362958358,0.9846507664759159,False
X_pca,44,crizotinib,ProtMatu_score,HOS_BONE,829,-0.09073711578847023,0.008949228546436492,False
X_pca,44,crizotinib,ProtMatu_score,HS852T_SKIN,162,-0.15605768613415583,0.04735891700209715,False
X_pca,44,crizotinib,ProtMatu_score,HT1080_SOFT_TISSUE,516,-0.16442850507840662,0.00017570671910981938,True
X_pca,44,crizotinib,ProtMatu_score,HT1197_URINARY_TRACT,74,0.09944759567770375,0.39922353076314054,False
X_pca,44,crizotinib,ProtMatu_score,HT55_LARGE_INTESTINE,211,-0.010254821618950428,0.8822804991919101,False
X_pca,44,crizotinib,ProtMatu_score,HUH28_BILIARY_TRACT,139,-0.3898909466271553,2.091527471525967e-06,True
X_pca,44,crizotinib,ProtMatu_score,HUH6_LIVER,338,-0.05943510822391991,0.2758820110079515,False
X_pca,44,crizotinib,ProtMatu_score,HUPT3_PANCREAS,136,-0.2941755979579906,0.0005085184181046671,True
X_pca,44,crizotinib,ProtMatu_score,HUPT4_PANCREAS,56,-0.010184900378483451,0.9406127915711482,False
X_pca,44,crizotinib,ProtMatu_score,IALM_LUNG,322,0.004406671434636341,0.937217350843879,False
X_pca,44,crizotinib,ProtMatu_score,IGR1_SKIN,725,-0.021256572801368945,0.5677097512239505,False
X_pca,44,crizotinib,ProtMatu_score,IGR37_SKIN,347,-0.11769237027158763,0.028373811747017186,False
X_pca,44,crizotinib,ProtMatu_score,IM95_STOMACH,185,-0.01613295281703806,0.8274612205178739,False
X_pca,44,crizotinib,ProtMatu_score,JHH6_LIVER,206,-0.026921009877854445,0.7008986639881721,False
X_pca,44,crizotinib,ProtMatu_score,JHOC5_OVARY,145,0.15153018145151637,0.06885145910062035,False
X_pca,44,crizotinib,ProtMatu_score,KALS1_CENTRAL_NERVOUS_SYSTEM,288,-0.12407020314872491,0.03533291953473593,False
X_pca,44,crizotinib,ProtMatu_score,KMRC3_KIDNEY,245,-0.04151257788809135,0.517806382944229,False
X_pca,44,crizotinib,ProtMatu_score,KNS42_CENTRAL_NERVOUS_SYSTEM,172,-0.1092720327328173,0.15360414815607484,False
X_pca,44,crizotinib,ProtMatu_score,KPL1_BREAST,276,-0.04888426374089027,0.4185586711108776,False
X_pca,44,crizotinib,ProtMatu_score,KPNSI9S_AUTONOMIC_GANGLIA,129,-0.07398359213032661,0.4047004078079827,False
X_pca,44,crizotinib,ProtMatu_score,KYSE520_OESOPHAGUS,323,-0.1404970118704846,0.011477925899980744,False
X_pca,44,crizotinib,ProtMatu_score,LI7_LIVER,196,0.017470993242936474,0.8079682512755354,False
X_pca,44,crizotinib,ProtMatu_score,LMSU_STOMACH,255,-0.22192577952217166,0.0003554948726222057,True
X_pca,44,crizotinib,ProtMatu_score,LNCAPCLONEFGC_PROSTATE,129,-0.02185017938537118,0.8058493387943564,False
X_pca,44,crizotinib,ProtMatu_score,LS1034_LARGE_INTESTINE,146,0.02706397254589183,0.7457383569070936,False
X_pca,44,crizotinib,ProtMatu_score,LS180_LARGE_INTESTINE,361,-0.12591021154904183,0.01668711380301738,False
X_pca,44,crizotinib,ProtMatu_score,MCF7_BREAST,143,-0.1259830240344461,0.13379688639815676,False
X_pca,44,crizotinib,ProtMatu_score,MDAMB361_BREAST,135,-0.09319646763834188,0.28232206180763114,False
X_pca,44,crizotinib,ProtMatu_score,MFE319_ENDOMETRIUM,191,-0.05150042367457335,0.47922624698380195,False
X_pca,44,crizotinib,ProtMatu_score,MKN45_STOMACH,118,0.020177746776510123,0.8283055873432694,False
X_pca,44,crizotinib,ProtMatu_score,MKN7_STOMACH,258,-0.10703292649072949,0.08620095770279812,False
X_pca,44,crizotinib,ProtMatu_score,MSTO211H_PLEURA,297,-0.05611577094222832,0.33516466104366366,False
X_pca,44,crizotinib,ProtMatu_score,NCIH1299_LUNG,534,-0.11763393064748853,0.006500192742608829,True
X_pca,44,crizotinib,ProtMatu_score,NCIH1373_LUNG,164,-0.17369178533723967,0.026130879359681544,False
X_pca,44,crizotinib,ProtMatu_score,NCIH1435_LUNG,267,-0.13148277362802907,0.03173770735618483,False
X_pca,44,crizotinib,ProtMatu_score,NCIH1792_LUNG,111,0.11664721523101988,0.22276456612349638,False
X_pca,44,crizotinib,ProtMatu_score,NCIH1944_LUNG,414,-0.19178877846801182,8.599760962078442e-05,True
X_pca,44,crizotinib,ProtMatu_score,NCIH2087_LUNG,219,-0.28414635644282077,1.9613357830244747e-05,True
X_pca,44,crizotinib,ProtMatu_score,NCIH2110_LUNG,1990,-0.07999218748852205,0.0003544176506883661,True
X_pca,44,crizotinib,ProtMatu_score,NCIH2126_LUNG,264,-0.05730743400131663,0.35367756291312424,False
X_pca,44,crizotinib,ProtMatu_score,NCIH2170_LUNG,142,-0.08109390962890035,0.3373645955549342,False
X_pca,44,crizotinib,ProtMatu_score,NCIH2228_LUNG,367,0.06225412757983856,0.2341630078835741,False
X_pca,44,crizotinib,ProtMatu_score,NCIH226_LUNG,235,-0.11225986255841014,0.08594869133451072,False
X_pca,44,crizotinib,ProtMatu_score,NCIH2444_LUNG,237,0.021288463389646656,0.7443971701728078,False
X_pca,44,crizotinib,ProtMatu_score,NCIH2452_PLEURA,538,-0.09831940197590738,0.02256469289106219,False
X_pca,44,crizotinib,ProtMatu_score,NCIH292_LUNG,213,-0.12319965179871147,0.07276516078599238,False
X_pca,44,crizotinib,ProtMatu_score,NCIH358_LUNG,336,-0.04547702074699164,0.40601260484091306,False
X_pca,44,crizotinib,ProtMatu_score,NCIH446_LUNG,196,-0.10907550743944221,0.12805074195076527,False
X_pca,44,crizotinib,ProtMatu_score,NCIH460_LUNG,837,-0.030492535196828357,0.37828286555376467,False
X_pca,44,crizotinib,ProtMatu_score,NCIH522_LUNG,208,-0.0885739232319327,0.20328959436020044,False
X_pca,44,crizotinib,ProtMatu_score,NCIH650_LUNG,271,-0.0946321445477232,0.12015331351473467,False
X_pca,44,crizotinib,ProtMatu_score,NCIH747_LARGE_INTESTINE,80,-0.18534927332395687,0.09975985469548662,False
X_pca,44,crizotinib,ProtMatu_score,OAW28_OVARY,161,-0.24600223720351652,0.0016575735773181588,True
X_pca,44,crizotinib,ProtMatu_score,ONCODG1_OVARY,270,-0.13370336488417084,0.028045490210321006,False
X_pca,44,crizotinib,ProtMatu_score,OSRC2_KIDNEY,126,0.01607811082243051,0.8581817302844931,False
X_pca,44,crizotinib,ProtMatu_score,OUMS23_LARGE_INTESTINE,107,-0.10816913828263333,0.2674190745248278,False
X_pca,44,crizotinib,ProtMatu_score,OVCAR4_OVARY,283,-0.07541150992988872,0.20594130180616144,False
X_pca,44,crizotinib,ProtMatu_score,OVK18_OVARY,178,-0.04621345836679185,0.5401752679625572,False
X_pca,44,crizotinib,ProtMatu_score,OVSAHO_OVARY,227,-0.03269153331863591,0.6241625974978848,False
X_pca,44,crizotinib,ProtMatu_score,OVTOKO_OVARY,209,-0.1471270607890082,0.03351849647292982,False
X_pca,44,crizotinib,ProtMatu_score,PANC0203_PANCREAS,506,-0.09683658680699207,0.029404639431409207,False
X_pca,44,crizotinib,ProtMatu_score,PATU8988S_PANCREAS,244,-0.05957568259071392,0.3541100693658623,False
X_pca,44,crizotinib,ProtMatu_score,PC3_PROSTATE,169,-0.20098640354381886,0.008787179561427605,False
X_pca,44,crizotinib,ProtMatu_score,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,-0.052778052786409985,0.4556782271531025,False
X_pca,44,crizotinib,ProtMatu_score,PK45H_PANCREAS,271,-0.1648910552883825,0.006517360086771051,True
X_pca,44,crizotinib,ProtMatu_score,PK59_PANCREAS,174,-0.1999309769895704,0.008168567903586084,True
X_pca,44,crizotinib,ProtMatu_score,RCC10RGB_KIDNEY,233,-0.10062990635925781,0.12560183188602586,False
