rep,seed,drug,program,cell_line,n_cells,rho,p,significant
X_pca,42,gemcitabine,EMTII_score,SW579_THYROID,217,-0.09727018471505398,0.15329421191181428,False
X_pca,42,gemcitabine,EMTII_score,T47D_BREAST,221,-0.020559489384844077,0.7611753766558905,False
X_pca,42,gemcitabine,EMTII_score,TCCSUP_URINARY_TRACT,316,0.03328476907849332,0.5555248550728041,False
X_pca,42,gemcitabine,EMTII_score,TE10_OESOPHAGUS,219,0.21835121074727298,0.0011453865148992738,True
X_pca,42,gemcitabine,EMTII_score,TE14_OESOPHAGUS,474,0.2554943818256952,1.6835751261857452e-08,True
X_pca,42,gemcitabine,EMTII_score,TE1_OESOPHAGUS,206,0.07424261767726283,0.2888888276845064,False
X_pca,42,gemcitabine,EMTII_score,TE6_OESOPHAGUS,551,0.023741782869718394,0.5781336864179129,False
X_pca,42,gemcitabine,EMTII_score,TE9_OESOPHAGUS,248,-0.019543595944001915,0.7594164169954192,False
X_pca,42,gemcitabine,EMTII_score,TM31_CENTRAL_NERVOUS_SYSTEM,116,-0.04285966908725523,0.6477977936066697,False
X_pca,42,gemcitabine,EMTII_score,TOV112D_OVARY,78,0.2634976637191716,0.01975693653454683,False
X_pca,42,gemcitabine,EMTII_score,UACC257_SKIN,239,0.3968542510206447,1.9350293720496935e-10,True
X_pca,42,gemcitabine,EMTII_score,UMUC1_URINARY_TRACT,197,0.19625510668502497,0.00571022068230834,True
X_pca,42,gemcitabine,EMTII_score,VMCUB1_URINARY_TRACT,478,0.1132494356047635,0.01323106123444189,False
X_pca,42,gemcitabine,EMTII_score,VMRCRCZ_KIDNEY,300,-0.05673721985330104,0.32738034789093357,False
X_pca,42,gemcitabine,EMTII_score,YD38_UPPER_AERODIGESTIVE_TRACT,624,0.14075788299244374,0.0004208473821738929,True
X_pca,42,gemcitabine,EMTII_score,ZR751_BREAST,309,0.013694802361050095,0.8105099245734396,False
X_pca,42,gemcitabine,EMTIII_score,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.07694465773179346,0.0801883039723783,False
X_pca,42,gemcitabine,EMTIII_score,8305C_THYROID,459,0.2189285665431456,2.188801095819604e-06,True
X_pca,42,gemcitabine,EMTIII_score,A204_SOFT_TISSUE,250,-0.15149827263906893,0.016518807242628525,False
X_pca,42,gemcitabine,EMTIII_score,A2058_SKIN,294,0.07424321700376174,0.20432146239566779,False
X_pca,42,gemcitabine,EMTIII_score,A375_SKIN,593,-0.0999622839755014,0.014883288527202342,False
X_pca,42,gemcitabine,EMTIII_score,ACCMESO1_PLEURA,162,0.014378508448678185,0.8558960372172328,False
X_pca,42,gemcitabine,EMTIII_score,ASPC1_PANCREAS,290,-0.014523108171195148,0.8054775225276946,False
X_pca,42,gemcitabine,EMTIII_score,BCPAP_THYROID,152,0.12747428114962564,0.11757667105267904,False
X_pca,42,gemcitabine,EMTIII_score,BFTC909_KIDNEY,379,0.05946338845184672,0.24816131869045058,False
X_pca,42,gemcitabine,EMTIII_score,BHY_UPPER_AERODIGESTIVE_TRACT,145,0.20728727408963188,0.012359880147996223,False
X_pca,42,gemcitabine,EMTIII_score,BICR16_UPPER_AERODIGESTIVE_TRACT,212,0.1952331218611951,0.004326235889464821,True
X_pca,42,gemcitabine,EMTIII_score,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.17489209776509076,0.005751795520662831,True
X_pca,42,gemcitabine,EMTIII_score,BICR56_UPPER_AERODIGESTIVE_TRACT,81,0.21170067414034996,0.05779405859041866,False
X_pca,42,gemcitabine,EMTIII_score,BICR6_UPPER_AERODIGESTIVE_TRACT,286,0.25613637133189254,1.154140968958059e-05,True
X_pca,42,gemcitabine,EMTIII_score,BT474_BREAST,125,0.23818652707488214,0.0074759421043569625,True
X_pca,42,gemcitabine,EMTIII_score,BT549_BREAST,266,0.18530877197405202,0.0024102654988210712,True
X_pca,42,gemcitabine,EMTIII_score,CAKI2_KIDNEY,278,0.03790986096028356,0.5290466279079602,False
X_pca,42,gemcitabine,EMTIII_score,CALU6_LUNG,258,-0.06689643281557178,0.2843953013522935,False
X_pca,42,gemcitabine,EMTIII_score,CAMA1_BREAST,291,-0.008347040740246024,0.8872542042606056,False
X_pca,42,gemcitabine,EMTIII_score,CAS1_CENTRAL_NERVOUS_SYSTEM,133,0.0735968496395535,0.3998489641761757,False
X_pca,42,gemcitabine,EMTIII_score,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.07231250901863136,0.2585265428396675,False
X_pca,42,gemcitabine,EMTIII_score,COLO741_SKIN,329,0.13894153908784812,0.011641552906472941,False
X_pca,42,gemcitabine,EMTIII_score,COLO792_SKIN,271,0.104955288208859,0.08460648032040186,False
X_pca,42,gemcitabine,EMTIII_score,COV434_OVARY,88,-0.16929302010057187,0.11484001941120282,False
X_pca,42,gemcitabine,EMTIII_score,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.18626110305372734,0.01728480794565038,False
X_pca,42,gemcitabine,EMTIII_score,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.15096379981346122,0.012847622338796738,False
X_pca,42,gemcitabine,EMTIII_score,EBC1_LUNG,186,-0.08345672842309629,0.2574234602301248,False
X_pca,42,gemcitabine,EMTIII_score,EFE184_ENDOMETRIUM,86,0.4130686026207694,7.729931255140592e-05,True
X_pca,42,gemcitabine,EMTIII_score,EFM192A_BREAST,333,-0.1274368056244814,0.020005155152098223,False
X_pca,42,gemcitabine,EMTIII_score,EKVX_LUNG,146,0.12947315552430588,0.11934084058587209,False
X_pca,42,gemcitabine,EMTIII_score,FTC133_THYROID,140,-0.06948090500013306,0.4146574327323117,False
X_pca,42,gemcitabine,EMTIII_score,GOS3_CENTRAL_NERVOUS_SYSTEM,191,0.03545594830580348,0.6262955134428828,False
X_pca,42,gemcitabine,EMTIII_score,HCC1428_BREAST,127,-0.09409452222832694,0.29268782984609876,False
X_pca,42,gemcitabine,EMTIII_score,HCC366_LUNG,202,0.0011843959653451547,0.9866528356342823,False
X_pca,42,gemcitabine,EMTIII_score,HCC38_BREAST,200,0.17061509712805417,0.015714688680750936,False
X_pca,42,gemcitabine,EMTIII_score,HCC56_LARGE_INTESTINE,99,-0.026939441923936547,0.7912499159606625,False
X_pca,42,gemcitabine,EMTIII_score,HDQP1_BREAST,64,0.1861434205077233,0.14083121344652963,False
X_pca,42,gemcitabine,EMTIII_score,HEC151_ENDOMETRIUM,250,-0.07607152101097676,0.2307201245112491,False
X_pca,42,gemcitabine,EMTIII_score,HEC251_ENDOMETRIUM,107,-0.0016213211073424017,0.9867763869833469,False
X_pca,42,gemcitabine,EMTIII_score,HEC6_ENDOMETRIUM,161,0.19640280684913267,0.012524053454788362,False
X_pca,42,gemcitabine,EMTIII_score,HEP3B217_LIVER,118,-0.1844848648715672,0.04551257157456731,False
X_pca,42,gemcitabine,EMTIII_score,HMC18_BREAST,293,0.038230854517890975,0.5144993384524553,False
X_pca,42,gemcitabine,EMTIII_score,HOS_BONE,829,0.09985229505690335,0.004004078251791765,True
X_pca,42,gemcitabine,EMTIII_score,HS852T_SKIN,162,-0.058547283877197716,0.45926966201531416,False
X_pca,42,gemcitabine,EMTIII_score,HT1080_SOFT_TISSUE,516,0.11647655778208232,0.008086369583139135,False
X_pca,42,gemcitabine,EMTIII_score,HT1197_URINARY_TRACT,74,0.1724707328498437,0.14171705446288704,False
X_pca,42,gemcitabine,EMTIII_score,HT55_LARGE_INTESTINE,211,0.1773096893191136,0.009858498624776465,False
X_pca,42,gemcitabine,EMTIII_score,HUH28_BILIARY_TRACT,139,-0.07394945216303327,0.38694904217136167,False
X_pca,42,gemcitabine,EMTIII_score,HUH6_LIVER,338,-0.12123473195708896,0.02582430448791408,False
X_pca,42,gemcitabine,EMTIII_score,HUPT3_PANCREAS,136,0.05045370405939376,0.5596732067841007,False
X_pca,42,gemcitabine,EMTIII_score,HUPT4_PANCREAS,56,0.3253644116061448,0.014410273915622787,False
X_pca,42,gemcitabine,EMTIII_score,IALM_LUNG,322,0.021063236796629612,0.7065168500600644,False
X_pca,42,gemcitabine,EMTIII_score,IGR1_SKIN,725,0.17056128160992898,3.865962893082003e-06,True
X_pca,42,gemcitabine,EMTIII_score,IGR37_SKIN,347,-0.009634585535681623,0.8580719698096388,False
X_pca,42,gemcitabine,EMTIII_score,IM95_STOMACH,185,-0.1012933648743326,0.1700846391977193,False
X_pca,42,gemcitabine,EMTIII_score,JHH6_LIVER,206,0.07051338809294838,0.3138610540255388,False
X_pca,42,gemcitabine,EMTIII_score,JHOC5_OVARY,145,0.05854433338425565,0.48426094941127007,False
X_pca,42,gemcitabine,EMTIII_score,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.19360821590994673,0.0009577415516653796,True
X_pca,42,gemcitabine,EMTIII_score,KMRC3_KIDNEY,245,0.09899719233546692,0.12224342371084805,False
X_pca,42,gemcitabine,EMTIII_score,KNS42_CENTRAL_NERVOUS_SYSTEM,172,0.11470651529944369,0.13404433037789035,False
X_pca,42,gemcitabine,EMTIII_score,KPL1_BREAST,276,0.019075760810506492,0.7523814669530168,False
X_pca,42,gemcitabine,EMTIII_score,KPNSI9S_AUTONOMIC_GANGLIA,129,-0.09088876217878224,0.3056595509182836,False
X_pca,42,gemcitabine,EMTIII_score,KYSE520_OESOPHAGUS,323,0.153280862888611,0.005772260826903178,True
X_pca,42,gemcitabine,EMTIII_score,LI7_LIVER,196,0.18103723407550784,0.011106584975361631,False
X_pca,42,gemcitabine,EMTIII_score,LMSU_STOMACH,255,0.040349896680895087,0.5212421723165835,False
X_pca,42,gemcitabine,EMTIII_score,LNCAPCLONEFGC_PROSTATE,129,-0.016159012961879864,0.8557737551482735,False
X_pca,42,gemcitabine,EMTIII_score,LS1034_LARGE_INTESTINE,146,-0.17236432905502158,0.037490598119543576,False
X_pca,42,gemcitabine,EMTIII_score,LS180_LARGE_INTESTINE,361,-0.11849719534357915,0.02434902997885055,False
X_pca,42,gemcitabine,EMTIII_score,MCF7_BREAST,143,0.29638475848183393,0.00032533488646554245,True
X_pca,42,gemcitabine,EMTIII_score,MDAMB361_BREAST,135,0.05349286404375146,0.5377673122935819,False
X_pca,42,gemcitabine,EMTIII_score,MFE319_ENDOMETRIUM,191,0.04416010168188069,0.5441200191022834,False
X_pca,42,gemcitabine,EMTIII_score,MKN45_STOMACH,118,0.24261868807310352,0.008117763829878655,False
X_pca,42,gemcitabine,EMTIII_score,MKN7_STOMACH,258,-0.03934145005748516,0.5292885649625474,False
X_pca,42,gemcitabine,EMTIII_score,MSTO211H_PLEURA,297,0.06520457319125339,0.2626417123373696,False
X_pca,42,gemcitabine,EMTIII_score,NCIH1299_LUNG,534,0.15393979675863484,0.00035660586832014817,True
X_pca,42,gemcitabine,EMTIII_score,NCIH1373_LUNG,164,0.07798292121786987,0.3209329745603519,False
X_pca,42,gemcitabine,EMTIII_score,NCIH1435_LUNG,267,0.0021775964164988957,0.9717485711179061,False
X_pca,42,gemcitabine,EMTIII_score,NCIH1792_LUNG,111,0.218279300981835,0.02136289515875491,False
X_pca,42,gemcitabine,EMTIII_score,NCIH1944_LUNG,414,0.059894091309972454,0.22395758073387836,False
X_pca,42,gemcitabine,EMTIII_score,NCIH2087_LUNG,219,0.05291594379146914,0.4358918984182247,False
X_pca,42,gemcitabine,EMTIII_score,NCIH2110_LUNG,1990,0.12194629789362552,4.8448645726595995e-08,True
X_pca,42,gemcitabine,EMTIII_score,NCIH2126_LUNG,264,0.06584185537028271,0.2864760309024417,False
X_pca,42,gemcitabine,EMTIII_score,NCIH2170_LUNG,142,0.15663317163345117,0.06267227708476876,False
X_pca,42,gemcitabine,EMTIII_score,NCIH2228_LUNG,367,0.15890260710294038,0.0022643540567469154,True
X_pca,42,gemcitabine,EMTIII_score,NCIH226_LUNG,235,0.16846484309376916,0.009674132130063429,False
X_pca,42,gemcitabine,EMTIII_score,NCIH2444_LUNG,237,0.03837329086296431,0.5566380036432397,False
X_pca,42,gemcitabine,EMTIII_score,NCIH2452_PLEURA,538,0.08388324039430861,0.051827947265098206,False
X_pca,42,gemcitabine,EMTIII_score,NCIH292_LUNG,213,0.13086474484749375,0.056536415017320416,False
X_pca,42,gemcitabine,EMTIII_score,NCIH358_LUNG,336,0.0337807351664448,0.5371821691496543,False
X_pca,42,gemcitabine,EMTIII_score,NCIH446_LUNG,196,0.0651901152585857,0.36398919016888415,False
X_pca,42,gemcitabine,EMTIII_score,NCIH460_LUNG,837,0.0035724999556880376,0.9178028952209648,False
X_pca,42,gemcitabine,EMTIII_score,NCIH522_LUNG,208,-0.06070769187752026,0.38371797180502726,False
X_pca,42,gemcitabine,EMTIII_score,NCIH650_LUNG,271,0.19080350719561284,0.001601994340152986,True
X_pca,42,gemcitabine,EMTIII_score,NCIH747_LARGE_INTESTINE,80,0.17536642114327328,0.1197264434331738,False
X_pca,42,gemcitabine,EMTIII_score,OAW28_OVARY,161,0.13931794621972057,0.07797158500353613,False
X_pca,42,gemcitabine,EMTIII_score,ONCODG1_OVARY,270,0.10961739097456259,0.07213525435895538,False
X_pca,42,gemcitabine,EMTIII_score,OSRC2_KIDNEY,126,0.01860084230304609,0.8362199978542773,False
X_pca,42,gemcitabine,EMTIII_score,OUMS23_LARGE_INTESTINE,107,0.16953826636657163,0.0808490697725775,False
X_pca,42,gemcitabine,EMTIII_score,OVCAR4_OVARY,283,0.2734815160337956,3.0173809853602627e-06,True
X_pca,42,gemcitabine,EMTIII_score,OVK18_OVARY,178,0.15742582895612983,0.035849605754541075,False
X_pca,42,gemcitabine,EMTIII_score,OVSAHO_OVARY,227,-0.0018256258052009246,0.9781773873636169,False
X_pca,42,gemcitabine,EMTIII_score,OVTOKO_OVARY,209,0.20104212126110627,0.0035131143523570536,True
X_pca,42,gemcitabine,EMTIII_score,PANC0203_PANCREAS,506,-0.0482809414834715,0.27836516274993484,False
X_pca,42,gemcitabine,EMTIII_score,PATU8988S_PANCREAS,244,-0.03502124884383504,0.5861612234804934,False
X_pca,42,gemcitabine,EMTIII_score,PC3_PROSTATE,169,0.20669263931755358,0.007012692434061543,True
X_pca,42,gemcitabine,EMTIII_score,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,0.11032527294347265,0.11803821031692319,False
X_pca,42,gemcitabine,EMTIII_score,PK45H_PANCREAS,271,0.059427199112499746,0.32974145441785413,False
X_pca,42,gemcitabine,EMTIII_score,PK59_PANCREAS,174,0.1083943642738855,0.15452974153741092,False
X_pca,42,gemcitabine,EMTIII_score,RCC10RGB_KIDNEY,233,0.19976942147531038,0.002184783118574736,True
X_pca,42,gemcitabine,EMTIII_score,RCM1_LARGE_INTESTINE,128,-0.1256800816182014,0.15748796884148078,False
X_pca,42,gemcitabine,EMTIII_score,RD_SOFT_TISSUE,261,0.06608240153159246,0.28749516370213046,False
X_pca,42,gemcitabine,EMTIII_score,RERFLCAD1_LUNG,243,0.05958810897370701,0.3550078937289972,False
X_pca,42,gemcitabine,EMTIII_score,RERFLCAI_LUNG,763,0.0749210014706601,0.03854444276655373,False
X_pca,42,gemcitabine,EMTIII_score,RT4_URINARY_TRACT,106,0.07813322653451901,0.42596763749976785,False
X_pca,42,gemcitabine,EMTIII_score,RVH421_SKIN,239,0.06410711695816707,0.3236958021862574,False
X_pca,42,gemcitabine,EMTIII_score,SCC25_UPPER_AERODIGESTIVE_TRACT,898,0.057973994302904286,0.08250603593307972,False
X_pca,42,gemcitabine,EMTIII_score,SCC9_UPPER_AERODIGESTIVE_TRACT,475,-0.043481162365770785,0.3443524459152946,False
X_pca,42,gemcitabine,EMTIII_score,SH10TC_STOMACH,351,0.094156804149629,0.07812840827077881,False
X_pca,42,gemcitabine,EMTIII_score,SKES1_BONE,91,0.16549675703570035,0.11694044388803772,False
X_pca,42,gemcitabine,EMTIII_score,SKMEL2_SKIN,276,0.1021595073119764,0.09027799266303609,False
X_pca,42,gemcitabine,EMTIII_score,SKMEL30_SKIN,353,0.34923851927318583,1.4571781358413484e-11,True
X_pca,42,gemcitabine,EMTIII_score,SKMEL5_SKIN,297,-0.19959961303617607,0.0005397447954348781,True
X_pca,42,gemcitabine,EMTIII_score,SKNAS_AUTONOMIC_GANGLIA,226,-0.004471335527033062,0.946703896444643,False
X_pca,42,gemcitabine,EMTIII_score,SNU1079_BILIARY_TRACT,73,0.31022700101966444,0.007560779605422576,True
X_pca,42,gemcitabine,EMTIII_score,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,0.280203322562164,9.834465053536702e-05,True
X_pca,42,gemcitabine,EMTIII_score,SNU308_BILIARY_TRACT,94,0.33370781240622455,0.001013025566333578,True
X_pca,42,gemcitabine,EMTIII_score,SNU423_LIVER,212,-0.047659980176652586,0.49004994791434403,False
X_pca,42,gemcitabine,EMTIII_score,SNU449_LIVER,282,0.02902187135208423,0.6274652337286284,False
X_pca,42,gemcitabine,EMTIII_score,SNU46_UPPER_AERODIGESTIVE_TRACT,236,0.12268120839391347,0.05986696803024718,False
X_pca,42,gemcitabine,EMTIII_score,SNU738_CENTRAL_NERVOUS_SYSTEM,379,-0.03164631914866167,0.5390786151597865,False
X_pca,42,gemcitabine,EMTIII_score,SNU899_UPPER_AERODIGESTIVE_TRACT,83,0.23016010461158448,0.03632689711020025,False
X_pca,42,gemcitabine,EMTIII_score,SNUC4_LARGE_INTESTINE,467,0.05204307094460909,0.26168944200068534,False
X_pca,42,gemcitabine,EMTIII_score,SQ1_LUNG,238,0.23999282543737085,0.0001857050762278345,True
X_pca,42,gemcitabine,EMTIII_score,SU8686_PANCREAS,82,0.04525566514526363,0.6864163496489171,False
X_pca,42,gemcitabine,EMTIII_score,SW1088_CENTRAL_NERVOUS_SYSTEM,128,-0.1346430063369322,0.1297022629239553,False
X_pca,42,gemcitabine,EMTIII_score,SW1271_LUNG,115,0.22893170599630047,0.013855978206832226,False
X_pca,42,gemcitabine,EMTIII_score,SW1990_PANCREAS,307,0.017628578656931678,0.7583550986310461,False
X_pca,42,gemcitabine,EMTIII_score,SW579_THYROID,217,-0.09727018471505398,0.15329421191181428,False
X_pca,42,gemcitabine,EMTIII_score,T47D_BREAST,221,-0.020559489384844077,0.7611753766558905,False
X_pca,42,gemcitabine,EMTIII_score,TCCSUP_URINARY_TRACT,316,0.03328476907849332,0.5555248550728041,False
X_pca,42,gemcitabine,EMTIII_score,TE10_OESOPHAGUS,219,0.21835121074727298,0.0011453865148992738,True
X_pca,42,gemcitabine,EMTIII_score,TE14_OESOPHAGUS,474,0.2554943818256952,1.6835751261857452e-08,True
X_pca,42,gemcitabine,EMTIII_score,TE1_OESOPHAGUS,206,0.07424261767726283,0.2888888276845064,False
X_pca,42,gemcitabine,EMTIII_score,TE6_OESOPHAGUS,551,0.023741782869718394,0.5781336864179129,False
X_pca,42,gemcitabine,EMTIII_score,TE9_OESOPHAGUS,248,-0.019543595944001915,0.7594164169954192,False
X_pca,42,gemcitabine,EMTIII_score,TM31_CENTRAL_NERVOUS_SYSTEM,116,-0.04285966908725523,0.6477977936066697,False
X_pca,42,gemcitabine,EMTIII_score,TOV112D_OVARY,78,0.2634976637191716,0.01975693653454683,False
X_pca,42,gemcitabine,EMTIII_score,UACC257_SKIN,239,0.3968542510206447,1.9350293720496935e-10,True
X_pca,42,gemcitabine,EMTIII_score,UMUC1_URINARY_TRACT,197,0.19625510668502497,0.00571022068230834,True
X_pca,42,gemcitabine,EMTIII_score,VMCUB1_URINARY_TRACT,478,0.1132494356047635,0.01323106123444189,False
X_pca,42,gemcitabine,EMTIII_score,VMRCRCZ_KIDNEY,300,-0.05673721985330104,0.32738034789093357,False
X_pca,42,gemcitabine,EMTIII_score,YD38_UPPER_AERODIGESTIVE_TRACT,624,0.14075788299244374,0.0004208473821738929,True
X_pca,42,gemcitabine,EMTIII_score,ZR751_BREAST,309,0.013694802361050095,0.8105099245734396,False
X_pca,42,gemcitabine,IFNResp_score,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.37129618240089446,2.2364033523095943e-18,True
X_pca,42,gemcitabine,IFNResp_score,8305C_THYROID,459,-0.11013408216953785,0.018260444152987068,False
X_pca,42,gemcitabine,IFNResp_score,A204_SOFT_TISSUE,250,0.07198317581765998,0.25682742388494695,False
X_pca,42,gemcitabine,IFNResp_score,A2058_SKIN,294,-0.048266068297552346,0.4096295130535408,False
X_pca,42,gemcitabine,IFNResp_score,A375_SKIN,593,0.009399180472486201,0.8193297657598947,False
X_pca,42,gemcitabine,IFNResp_score,ACCMESO1_PLEURA,162,-0.05522503177405136,0.48518354084071125,False
X_pca,42,gemcitabine,IFNResp_score,ASPC1_PANCREAS,290,0.12648461915430995,0.03129447466663464,False
X_pca,42,gemcitabine,IFNResp_score,BCPAP_THYROID,152,0.25447785550003965,0.0015574171551827373,True
X_pca,42,gemcitabine,IFNResp_score,BFTC909_KIDNEY,379,0.10588181548463985,0.03937131659940955,False
X_pca,42,gemcitabine,IFNResp_score,BHY_UPPER_AERODIGESTIVE_TRACT,145,0.15526963753565357,0.06220411945598785,False
X_pca,42,gemcitabine,IFNResp_score,BICR16_UPPER_AERODIGESTIVE_TRACT,212,0.125479584398509,0.0682394840284087,False
X_pca,42,gemcitabine,IFNResp_score,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.011767804286955109,0.8537077431109337,False
X_pca,42,gemcitabine,IFNResp_score,BICR56_UPPER_AERODIGESTIVE_TRACT,81,0.5453847413407913,1.4030182735647934e-07,True
X_pca,42,gemcitabine,IFNResp_score,BICR6_UPPER_AERODIGESTIVE_TRACT,286,-0.0274620806513177,0.6437376884520768,False
X_pca,42,gemcitabine,IFNResp_score,BT474_BREAST,125,0.07755962907973951,0.38993930412160915,False
X_pca,42,gemcitabine,IFNResp_score,BT549_BREAST,266,0.06796731354009364,0.2693456801699811,False
X_pca,42,gemcitabine,IFNResp_score,CAKI2_KIDNEY,278,-0.07349694442576117,0.22187019410351258,False
X_pca,42,gemcitabine,IFNResp_score,CALU6_LUNG,258,-0.13782203858686937,0.02685808726080947,False
X_pca,42,gemcitabine,IFNResp_score,CAMA1_BREAST,291,-0.0015768365726988504,0.9786327647814882,False
X_pca,42,gemcitabine,IFNResp_score,CAS1_CENTRAL_NERVOUS_SYSTEM,133,0.2881795355040303,0.0007689641824695192,True
X_pca,42,gemcitabine,IFNResp_score,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,-0.03162344796831287,0.6215945851999376,False
X_pca,42,gemcitabine,IFNResp_score,COLO741_SKIN,329,0.03139278879133594,0.5704517807581951,False
X_pca,42,gemcitabine,IFNResp_score,COLO792_SKIN,271,0.09115805486976704,0.1344368368635245,False
X_pca,42,gemcitabine,IFNResp_score,COV434_OVARY,88,-0.009985778633381823,0.9264296533944676,False
X_pca,42,gemcitabine,IFNResp_score,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.07816176995397563,0.32132384704649586,False
X_pca,42,gemcitabine,IFNResp_score,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.3092310593458682,2.0478838474525364e-07,True
X_pca,42,gemcitabine,IFNResp_score,EBC1_LUNG,186,-0.15075841710448173,0.03997913936955881,False
X_pca,42,gemcitabine,IFNResp_score,EFE184_ENDOMETRIUM,86,0.3159091446028164,0.0030462861125967085,True
X_pca,42,gemcitabine,IFNResp_score,EFM192A_BREAST,333,0.11635490507279864,0.03379510414402112,False
X_pca,42,gemcitabine,IFNResp_score,EKVX_LUNG,146,0.04624044530627258,0.5794286641917527,False
X_pca,42,gemcitabine,IFNResp_score,FTC133_THYROID,140,0.10982131240529253,0.19646656237321417,False
X_pca,42,gemcitabine,IFNResp_score,GOS3_CENTRAL_NERVOUS_SYSTEM,191,0.014629735677401185,0.8407998313701825,False
X_pca,42,gemcitabine,IFNResp_score,HCC1428_BREAST,127,-0.13257951358817355,0.1373081852617286,False
X_pca,42,gemcitabine,IFNResp_score,HCC366_LUNG,202,-0.012922838598740471,0.8551622160054126,False
X_pca,42,gemcitabine,IFNResp_score,HCC38_BREAST,200,0.05029755442773944,0.47937749805444607,False
X_pca,42,gemcitabine,IFNResp_score,HCC56_LARGE_INTESTINE,99,-0.03121878817299798,0.7590315221268572,False
X_pca,42,gemcitabine,IFNResp_score,HDQP1_BREAST,64,-0.03738681504545598,0.7692912043205178,False
X_pca,42,gemcitabine,IFNResp_score,HEC151_ENDOMETRIUM,250,0.13635812060240687,0.031139688026259247,False
X_pca,42,gemcitabine,IFNResp_score,HEC251_ENDOMETRIUM,107,-0.0882873748386794,0.36584027975576655,False
X_pca,42,gemcitabine,IFNResp_score,HEC6_ENDOMETRIUM,161,0.10042925057951196,0.20494709831716532,False
X_pca,42,gemcitabine,IFNResp_score,HEP3B217_LIVER,118,-0.1764853046122605,0.05590858904395824,False
X_pca,42,gemcitabine,IFNResp_score,HMC18_BREAST,293,-0.0010796216172291157,0.9853188308786521,False
X_pca,42,gemcitabine,IFNResp_score,HOS_BONE,829,0.03600940843622634,0.30040405121527863,False
X_pca,42,gemcitabine,IFNResp_score,HS852T_SKIN,162,-0.21097110728931523,0.007042432251844278,True
X_pca,42,gemcitabine,IFNResp_score,HT1080_SOFT_TISSUE,516,-0.06520976859573209,0.13906987773275245,False
X_pca,42,gemcitabine,IFNResp_score,HT1197_URINARY_TRACT,74,0.10495838403772023,0.37347858175318255,False
X_pca,42,gemcitabine,IFNResp_score,HT55_LARGE_INTESTINE,211,0.08914304840865611,0.1971358290869182,False
X_pca,42,gemcitabine,IFNResp_score,HUH28_BILIARY_TRACT,139,-0.18877911238175024,0.026039258816839616,False
X_pca,42,gemcitabine,IFNResp_score,HUH6_LIVER,338,0.06477581686846057,0.2349417919259897,False
X_pca,42,gemcitabine,IFNResp_score,HUPT3_PANCREAS,136,0.004737397651661284,0.95634764604035,False
X_pca,42,gemcitabine,IFNResp_score,HUPT4_PANCREAS,56,0.2103896103896104,0.1196180821845455,False
X_pca,42,gemcitabine,IFNResp_score,IALM_LUNG,322,-0.023591382709437364,0.673211432950357,False
X_pca,42,gemcitabine,IFNResp_score,IGR1_SKIN,725,0.10113483718721342,0.006421762743518958,True
X_pca,42,gemcitabine,IFNResp_score,IGR37_SKIN,347,-0.019068132651810666,0.7233759993758383,False
X_pca,42,gemcitabine,IFNResp_score,IM95_STOMACH,185,-0.11634797402148213,0.11476364385477958,False
X_pca,42,gemcitabine,IFNResp_score,JHH6_LIVER,206,0.12052826220789692,0.08440569277704922,False
X_pca,42,gemcitabine,IFNResp_score,JHOC5_OVARY,145,0.09868070140463776,0.2376531602597866,False
X_pca,42,gemcitabine,IFNResp_score,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.10039841778337545,0.08899793970891139,False
X_pca,42,gemcitabine,IFNResp_score,KMRC3_KIDNEY,245,0.14464798340879512,0.023546926973152263,False
X_pca,42,gemcitabine,IFNResp_score,KNS42_CENTRAL_NERVOUS_SYSTEM,172,-0.05399793051068481,0.48172813358374594,False
X_pca,42,gemcitabine,IFNResp_score,KPL1_BREAST,276,-0.04591009988097565,0.4474608539239733,False
X_pca,42,gemcitabine,IFNResp_score,KPNSI9S_AUTONOMIC_GANGLIA,129,-0.06855587112338198,0.44012923299382584,False
X_pca,42,gemcitabine,IFNResp_score,KYSE520_OESOPHAGUS,323,0.03557210030533438,0.5241039663471331,False
X_pca,42,gemcitabine,IFNResp_score,LI7_LIVER,196,0.0839682216529066,0.24195932895631186,False
X_pca,42,gemcitabine,IFNResp_score,LMSU_STOMACH,255,0.005615709802709927,0.9288945018666276,False
X_pca,42,gemcitabine,IFNResp_score,LNCAPCLONEFGC_PROSTATE,129,-0.06741774038579601,0.4477750632853962,False
X_pca,42,gemcitabine,IFNResp_score,LS1034_LARGE_INTESTINE,146,0.13041860360993743,0.11664380936936082,False
