rep,seed,drug,cell_line,n_cells,r2_confounds,r2_confounds_adj,rho_total_counts,rho_genes_detected,rho_mito_fraction,rho_cell_cycle_G1S,rho_cell_cycle_G2M
X_pca,43,dasatinib,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.07908006329364126,0.06005279187408841,-0.19227150209824537,-0.21296512104776824,0.11913974298657341,-0.09293815930449555,-0.15479853995763843
X_pca,43,dasatinib,BICR56_UPPER_AERODIGESTIVE_TRACT,81,0.08824206327900908,0.02745820083094297,0.06978319783197831,0.02025779569727744,-0.24037940379403794,-0.0076558265582655815,0.052642573637772395
X_pca,43,dasatinib,BICR6_UPPER_AERODIGESTIVE_TRACT,286,0.038793947085337455,0.02162955328328997,-0.14321933348278215,-0.158061241828891,-0.049161877916691785,-0.057065904601814925,-0.019419169020380937
X_pca,43,dasatinib,BT474_BREAST,125,0.045546006406475215,0.005442897431957361,0.007213528745828395,-0.09423742769150814,-0.11117665130568354,-0.04751173968594083,-0.009281234303665353
X_pca,43,dasatinib,BT549_BREAST,266,0.19041253902466737,0.17484354939052638,-0.22501919549633273,-0.18768893678699317,0.3284421569080641,0.05165761919593536,-0.31260290152705195
X_pca,43,dasatinib,CAKI2_KIDNEY,278,0.19090549870790652,0.1760324380223901,0.19960324270267119,0.17744073695844217,0.0022405739086383157,0.0595188042789986,-0.33478199673207076
X_pca,43,dasatinib,CALU6_LUNG,258,0.10891605565522133,0.09123581866425345,-0.16950480188722472,-0.2256939452422557,0.0022182167689361607,0.1284694490048262,-0.2739927807283593
X_pca,43,dasatinib,CAMA1_BREAST,291,0.02597494451739224,0.008886785649276363,0.04195394693350705,0.029343996174353973,0.07339407545203533,0.12142251726532519,-0.02036878273554911
X_pca,43,dasatinib,CAS1_CENTRAL_NERVOUS_SYSTEM,133,0.11058212202305973,0.0755656701342039,-0.08170698115709898,-0.06248421890283354,0.2564705522286041,-0.058747914977733406,-0.2799531222305689
X_pca,43,dasatinib,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.1993527770997915,0.18267262662270378,-0.2313607303176665,-0.23956827370411293,0.20871382422821994,-0.18814712680202583,-0.3887253757039777
X_pca,43,dasatinib,COLO741_SKIN,329,0.023297733667387965,0.008178503538400106,-0.01381277116478509,-0.029389323620180267,0.08928723067280411,0.08859577626354967,0.007850345884126347
X_pca,43,dasatinib,COLO792_SKIN,271,0.012801050087138499,-0.0058253451942360535,-0.00572227218311297,-0.009974885669617961,-0.00816390516846345,0.034956837186064786,0.03124177540598202
X_pca,43,dasatinib,COV434_OVARY,88,0.13232177896447084,0.07941457036474353,-0.012451128878870066,-0.02965741633564168,0.05221725194603924,0.25594716568000464,0.09175604517017985
X_pca,43,dasatinib,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.18789929668270533,0.16203621695922465,-0.24557888728171537,-0.2706402729435539,-0.22407324277741755,0.0023775216138693643,-0.2336117955876165
X_pca,43,dasatinib,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.17603487494137893,0.1604883631478201,-0.3027566469715022,-0.32355218198758745,0.01129078937848202,-0.0720480790827566,-0.25635180130269847
X_pca,43,dasatinib,EBC1_LUNG,186,0.2023121138366748,0.18015411699880468,-0.21666658896260413,-0.2407258560821005,-0.05488113609555735,0.21699841763007818,-0.2932928648720847
X_pca,43,dasatinib,EFE184_ENDOMETRIUM,86,0.09844866268761487,0.042101704105590776,-0.1526958818812208,-0.2504363413368555,-0.07191848672107175,-0.21088929562989245,-0.23900296713774632
X_pca,43,dasatinib,EFM192A_BREAST,333,0.10283282340802824,0.08911467086075031,0.018320252468119913,-0.009258117324958817,0.05412099929090045,0.04819281806901492,-0.23005486186007604
X_pca,43,dasatinib,EKVX_LUNG,146,0.044128101690492305,0.00998981960800982,-0.05616732974786888,-0.09911850106786303,-0.1515949601380467,-0.09046178525355736,-0.09766236170014246
X_pca,43,dasatinib,FTC133_THYROID,140,0.10508849196137782,0.0716962715121755,-0.26010450276047764,-0.30370374420291685,0.20071723775994404,-0.0952069607204409,0.02375636604577206
X_pca,43,dasatinib,GOS3_CENTRAL_NERVOUS_SYSTEM,191,0.07302582283713788,0.047972466697601024,-0.17186215721539774,-0.20314111238888538,0.03095033066960595,0.01017758459974243,-0.17415820077498156
X_pca,43,dasatinib,HCC1428_BREAST,127,0.20498859624043186,0.17213688534127614,-0.15666010498687663,-0.2212408952652559,0.2212692163479565,-0.16149981691757315,-0.32740971400239666
X_pca,43,dasatinib,HCC366_LUNG,202,0.16441875943119932,0.14310291145750542,-0.21818357852254602,-0.25932182353011957,-0.0060413437858748,-0.07957157853307882,-0.33637367233400967
X_pca,43,dasatinib,HCC38_BREAST,200,0.13963845007211584,0.11746418332139719,-0.005683642091052277,-0.017060740496409238,0.1285067126678167,-0.09179463005838345,-0.3433115288915802
X_pca,43,dasatinib,HCC56_LARGE_INTESTINE,99,0.08843232324516948,0.039423308365877485,-0.21406307977736547,-0.2500517939358727,0.14799010513296226,-0.00833645125684646,-0.059623311288693595
X_pca,43,dasatinib,HDQP1_BREAST,64,0.12568843221207804,0.05031674533380892,0.026831501831501826,-0.0076007326007326,-0.022206959706959704,0.28406918579225804,0.0255500354928564
X_pca,43,dasatinib,HEC151_ENDOMETRIUM,250,0.12445998826253635,0.10651859457939161,-0.03886834135618395,-0.09781346481746982,-0.054542312677002824,0.025816034450145072,-0.30167498009449745
X_pca,43,dasatinib,HEC251_ENDOMETRIUM,107,0.11388408118371107,0.07001695648983541,-0.32401282355948474,-0.2964602961966811,-0.13306491114637825,-0.09797481809384506,-0.11657347744302662
X_pca,43,dasatinib,HEC6_ENDOMETRIUM,161,0.04713067729220877,0.01639295720486067,-0.19407637451115714,-0.19567588162897295,0.043630664826317014,-0.0865242496232944,0.017769604760424808
X_pca,43,dasatinib,HEP3B217_LIVER,118,0.22667296317605679,0.19214943474641644,-0.3776034533761354,-0.3942071010697611,-0.06560172960970569,0.19319472494918552,-0.09795940727091029
X_pca,43,dasatinib,HMC18_BREAST,293,0.05312765577706924,0.03663162190558955,0.04970133519264982,-0.029282526924474587,-0.021001640171707563,0.09100947158698067,-0.18916095809591166
X_pca,43,dasatinib,HOS_BONE,829,0.018939009636388726,0.012978736304896543,0.006760318878503018,-0.028742253234880107,-0.0007473118992990896,0.03383082908849032,-0.09687832695499633
X_pca,43,dasatinib,HS852T_SKIN,162,0.02030597073654017,-0.011094478919340123,-0.05460786015600633,-0.03406795102002134,0.06258176783650243,0.02543759680790887,-0.1060813480863651
X_pca,43,dasatinib,HT1080_SOFT_TISSUE,516,0.08965695004695995,0.08073201818467524,-0.008989854669351871,-0.07620667191131623,0.2022121650297647,-0.006204545213365112,-0.09078537574576215
X_pca,43,dasatinib,HT1197_URINARY_TRACT,74,0.20777782882503137,0.14952619859157779,0.450958904109589,0.3544343164430113,-0.07554239170677525,-0.11733432062199182,-0.2632950758978156
X_pca,43,dasatinib,HT55_LARGE_INTESTINE,211,0.18331064308445544,0.1633913904767592,-0.1381471876956094,-0.22005687211074548,0.025838964755176864,-0.03889917773400206,-0.24981357172410185
X_pca,43,dasatinib,HUH28_BILIARY_TRACT,139,0.2106140019405649,0.18093783659998464,-0.27310232037007115,-0.29302056953028865,0.11249832432190891,0.036995123700237914,-0.14750692056634646
X_pca,43,dasatinib,HUH6_LIVER,338,0.017247263560671078,0.0024467705420065933,-0.06595393795085037,-0.05363706293379559,0.0693142567951932,0.10046590360719919,-0.008097986318160546
X_pca,43,dasatinib,HUPT3_PANCREAS,136,0.19613705693918526,0.16521925143684624,-0.1096846524497877,-0.0883477232045749,-0.08858833070941272,-0.18399844472459626,-0.3865946121306744
X_pca,43,dasatinib,HUPT4_PANCREAS,56,0.08772199197736563,-0.003505808824897816,-0.11073137388926864,-0.2075187969924812,0.09138755980861245,0.07245386192754615,-0.1720125087829545
X_pca,43,dasatinib,IALM_LUNG,322,0.06198712097924841,0.047145145045375814,-0.07099448548919852,-0.1353844290323736,-0.10891409751522244,-0.021692917776252308,-0.08046065010771773
X_pca,43,dasatinib,IGR1_SKIN,725,0.07325900132905705,0.06681434904344541,-0.13487481063389503,-0.16106938186112046,0.13922932301335103,0.04738570695867697,-0.19127714962841244
X_pca,43,dasatinib,IGR37_SKIN,347,0.020927967374550382,0.00657207246801883,-0.034629103493765905,-0.017261609047167257,-0.0534580122109324,0.04971494904322867,0.0699148900545753
X_pca,43,dasatinib,IM95_STOMACH,185,0.015527965624220097,-0.011971253213092226,-0.08318865850422653,-0.08591249449815151,0.09889693339903718,0.09919577270173631,-0.03732996726811464
X_pca,43,dasatinib,JHH6_LIVER,206,0.07271882353404313,0.0495367941223942,-0.21747114744781962,-0.20955401006847993,0.1506992419016634,0.1030240965430523,0.012336209585897014
X_pca,43,dasatinib,JHOC5_OVARY,145,0.08068840599789029,0.047619643623713626,-0.15326538464952374,-0.21405789471353595,0.0841088017635018,0.0385492750121368,-0.01637948765483724
X_pca,43,dasatinib,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.1113498632475991,0.0955936551491523,-0.18040503975685251,-0.19647237040995072,-0.11592649972471057,-0.0539231704962357,-0.20754118421889223
X_pca,43,dasatinib,KMRC3_KIDNEY,245,0.20172984930476068,0.1850296369471197,-0.29240805408779913,-0.3236963560643012,0.15397269663563148,-0.023595920724652834,-0.31650364660811353
X_pca,43,dasatinib,KNS42_CENTRAL_NERVOUS_SYSTEM,172,0.03235196779778915,0.0032059427314574673,0.08141662210342722,0.04011119725755455,-0.11828839473330456,0.05232871446409872,-0.090573451049342
X_pca,43,dasatinib,KPL1_BREAST,276,0.05242039231718132,0.03487262180453643,-0.027338369506481285,-0.07447762878655978,0.08874530899958619,-0.04343048986974296,-0.08008986201391675
X_pca,43,dasatinib,KPNSI9S_AUTONOMIC_GANGLIA,129,0.25783104030321324,0.22766157039683976,-0.15887275756485714,-0.3844017682353006,0.2163237924865832,-0.2726144488775206,-0.32826847123471053
X_pca,43,dasatinib,KYSE520_OESOPHAGUS,323,0.0948076440914285,0.08053016213703457,-0.15949048509946356,-0.09996855590044605,-0.13329359203635688,-0.002973484177427713,0.13780753950450278
X_pca,43,dasatinib,LI7_LIVER,196,0.12615147119458237,0.10315545727865039,-0.018898078277013144,-0.043642437382965575,0.16659786913594019,0.3324167778775592,-0.07213566496750662
X_pca,43,dasatinib,LMSU_STOMACH,255,0.1274174661779528,0.10989572855100405,-0.11457054770727189,-0.19673995012171797,-0.12251114520611395,0.05346890958537158,-0.19317769175783353
X_pca,43,dasatinib,LNCAPCLONEFGC_PROSTATE,129,0.04481113134712933,0.005982315548232142,0.14440406976744188,0.09660959387530943,0.01278510733452594,0.11893318202897228,0.035904660484912386
X_pca,43,dasatinib,LS1034_LARGE_INTESTINE,146,0.047681066512229364,0.013669676030523381,0.03406633768073236,-0.023335042860673155,0.1584818717283796,0.011992430501713761,-0.04868149856842488
X_pca,43,dasatinib,LS180_LARGE_INTESTINE,361,0.0510468432230079,0.03768130580361373,0.010054942532253867,-0.019123543169932523,0.10595771924723117,0.12361312281874177,-0.09709856963651836
X_pca,43,dasatinib,MCF7_BREAST,143,0.07000344865333163,0.036061968677175926,-0.16911257756328177,-0.17533067127544835,0.13560441905512327,0.0361349365957918,-0.11215133535871488
X_pca,43,dasatinib,MDAMB361_BREAST,135,0.10378275361599865,0.06904565104297533,-0.14257180414588333,-0.15846696014933093,0.16846161350112188,-0.1579530752526236,-0.13587099669943836
X_pca,43,dasatinib,MFE319_ENDOMETRIUM,191,0.04805279178118638,0.02232448885635363,-0.20571782860292093,-0.20213592266481248,0.015553527142463488,0.06626409277728908,0.008482910178164741
X_pca,43,dasatinib,MKN45_STOMACH,118,0.14190710312174803,0.10359938451111184,-0.091611612050296,-0.13977506998272143,0.08302199628221564,-0.2560264119661856,-0.3408590409013673
X_pca,43,dasatinib,MKN7_STOMACH,258,0.08867022763965726,0.07058828771187264,-0.10993711500452971,-0.1632291059619485,-0.015943280172761667,-0.06525811319857056,-0.24693247702384014
X_pca,43,dasatinib,MSTO211H_PLEURA,297,0.09425230757241887,0.0786896324447971,-0.1483374178408228,-0.18904868391672414,0.1863144413479984,-0.03688218030828696,-0.09548965487737826
X_pca,43,dasatinib,NCIH1299_LUNG,534,0.03467519789008455,0.025533864536770978,-0.1282343566280542,-0.15268491332815337,-0.0726975807953057,0.016385382106739912,-0.05685575642733377
X_pca,43,dasatinib,NCIH1373_LUNG,164,0.0901440361232475,0.06135112587398317,-0.27328246247776267,-0.27575704400205614,-0.011611551698339067,-0.022876381568289732,0.057764207929494146
X_pca,43,dasatinib,NCIH1435_LUNG,267,0.06297579626664651,0.0450251410227126,-0.19505978994203418,-0.2015158982706645,-0.05897143584867341,0.05151484297412321,-0.09216276522664756
X_pca,43,dasatinib,NCIH1792_LUNG,111,0.015793267168729974,-0.031073720108949487,-0.005931905931905931,-0.005804706507056916,-0.0735959985959986,0.025039542470099013,-0.03575400856085171
X_pca,43,dasatinib,NCIH1944_LUNG,414,0.08797906361271957,0.07680233645111068,-0.16613631410288623,-0.19063180491703033,-0.0556379851440714,0.08454521113457414,-0.23283330814242612
X_pca,43,dasatinib,NCIH2087_LUNG,219,0.12197862150667549,0.10136779102561144,-0.19000085402243916,-0.23069015620059105,-0.03551475544689068,-0.010043232571688833,-0.2610856982113699
X_pca,43,dasatinib,NCIH2110_LUNG,1990,0.05815436198029733,0.05578075906190083,-0.10628025247595757,-0.11695275617342556,0.17519420556255327,0.047776037416193906,-0.09927909029490169
X_pca,43,dasatinib,NCIH2126_LUNG,264,0.05959904131688343,0.04137421653620288,-0.0036574952646752346,-0.016182564766184807,0.14448603982286454,0.013236286796067207,-0.1299539453029838
X_pca,43,dasatinib,NCIH2170_LUNG,142,0.0669193598948219,0.03261492459683735,0.1216327651116941,0.12072575017551954,0.04544301967136849,0.08816003721873199,0.09951382049100833
X_pca,43,dasatinib,NCIH2228_LUNG,367,0.08549740764615232,0.07283116675482482,-0.2570023793414682,-0.24940220546277828,-0.08989130920312836,0.025563206849708885,-0.09415178275847826
X_pca,43,dasatinib,NCIH226_LUNG,235,0.19458987894301383,0.1770045051208089,-0.2079781260590558,-0.22754122811385968,0.40137682968552063,-0.17641920105344108,-0.2507805946050394
X_pca,43,dasatinib,NCIH2444_LUNG,237,0.21789230239369173,0.2009635643502652,-0.22472996922433422,-0.26061519808353273,-0.09725164470422368,0.3666577197070443,-0.20498871037365715
X_pca,43,dasatinib,NCIH2452_PLEURA,538,0.005772271121826655,-0.0035719744503366346,-0.03917249723181614,-0.043401541318517416,0.016796920047705523,-0.022852551320174965,-0.01585282366646793
X_pca,43,dasatinib,NCIH292_LUNG,213,0.16255298472058766,0.14232479594572256,-0.31134506649382293,-0.35300133090395697,0.03226323201064968,-0.14470246373976675,-0.32105436683939664
X_pca,43,dasatinib,NCIH358_LUNG,336,0.0833361696974132,0.06944732378373764,-0.23227832824380584,-0.24711783305906915,0.07496915591605348,-0.05313861764283248,-0.02429125142765021
X_pca,43,dasatinib,NCIH446_LUNG,196,0.03702612770697544,0.011684710015053779,-0.0908821417671493,-0.09130898363537641,0.1721362031731865,0.10438121224512031,-0.02802330733390653
X_pca,43,dasatinib,NCIH460_LUNG,837,0.0049661385004398095,-0.0010208281752495107,0.02412220695492291,0.02770111704991395,0.0751163555351868,0.030301410021940298,-0.02355739920704496
X_pca,43,dasatinib,NCIH522_LUNG,208,0.12436484829308436,0.10269071087459636,0.13129828405233884,0.1332528326648761,-0.17496252793735628,0.06323137932185983,-0.15246061499265554
X_pca,43,dasatinib,NCIH650_LUNG,271,0.1348194010025503,0.11849523875731549,-0.2641792477900881,-0.2595237582019153,0.12206183826544148,0.0601745414729926,-0.31520502594064387
X_pca,43,dasatinib,NCIH747_LARGE_INTESTINE,80,0.09831152700813739,0.037386630184362946,0.01894045944678856,0.00634087166485141,0.08757618377871541,-0.0435539355020108,-0.2333933039966472
X_pca,43,dasatinib,OAW28_OVARY,161,0.150347929773195,0.12293979847555614,-0.046192776627559246,-0.09382366367549567,-0.048953301127214174,-0.2792562101110117,-0.3250934197181426
X_pca,43,dasatinib,ONCODG1_OVARY,270,0.08577110631082685,0.06845616514247133,0.12523841967044205,0.10125862247931086,-0.1171992909520173,0.20983752978878611,0.22132691836096385
X_pca,43,dasatinib,OSRC2_KIDNEY,126,0.028532205290041412,-0.011945619489540205,-0.06279715035620548,-0.10584508689987449,0.015913010873640793,0.07917534060880198,-0.016210046689538016
X_pca,43,dasatinib,OUMS23_LARGE_INTESTINE,107,0.032318749305658145,-0.015586263104952813,-0.08926507180783323,-0.0847736161898744,0.009747448029937891,-0.05632485121666354,-0.1065124697255605
X_pca,43,dasatinib,OVCAR4_OVARY,283,0.04713110672000087,0.029931307202311297,-0.026277811670124003,-0.053991578508268544,0.1656123493838756,-0.15910072204361528,-0.09585561564610395
X_pca,43,dasatinib,OVK18_OVARY,178,0.10034919985971402,0.07419656032075217,-0.010640182354503655,-0.13206059685069657,0.13483890804518214,0.051104131824147095,-0.16778005100434076
X_pca,43,dasatinib,OVSAHO_OVARY,227,0.02463143579639937,0.0025642737103450663,-0.0018179244063532974,0.033379285935095204,-0.012112998569872111,0.036566852383908194,-0.023534088752439022
X_pca,43,dasatinib,OVTOKO_OVARY,209,0.04447364918478436,0.020938517391306144,-0.18971961572616727,-0.18051057579053198,0.052230664072769335,0.026450592698426485,-0.01719664742603047
X_pca,43,dasatinib,PANC0203_PANCREAS,506,0.08177507389678007,0.0725928246357479,-0.24381568941661258,-0.25577944177894424,0.05392152799020577,0.05294409704254824,-0.13866234091735005
X_pca,43,dasatinib,PATU8988S_PANCREAS,244,0.06914169550671634,0.04958584877366423,-0.08811404948061793,-0.10671870395298745,0.057975539942753056,0.20729781147550555,-0.054003529413238646
X_pca,43,dasatinib,PC3_PROSTATE,169,0.1710881973223941,0.14566145490897064,-0.1260344165313695,-0.17511582606028406,0.21471831336084732,-0.03949601925884315,-0.2650541901784992
X_pca,43,dasatinib,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,0.18100538987493753,0.16011267022888998,-0.2767945863037153,-0.2642139190041316,0.35648441691459787,-0.01303854235640558,-0.1575439169921289
X_pca,43,dasatinib,PK45H_PANCREAS,271,0.09848328718060939,0.0814735378821303,-0.2143800217030904,-0.23865913865235622,-0.04796384728553167,0.045099381073032144,-0.10955908776311381
X_pca,43,dasatinib,PK59_PANCREAS,174,0.1262516659131272,0.1002472512081608,-0.12788632933739572,-0.24328096836844657,0.07905805973974202,-0.15972044650779013,-0.17696578023092652
X_pca,43,dasatinib,RCC10RGB_KIDNEY,233,0.08237700399189607,0.06216504372740039,-0.21417727631395117,-0.27470079656376106,-0.10252330916087021,-0.14763578631804916,-0.09814830538476639
X_pca,43,dasatinib,RCM1_LARGE_INTESTINE,128,0.01840461322854925,-0.021824705901428265,0.03435726057498627,0.029218633316571815,-0.11439067936275406,-0.12700034048400638,-0.07116983593915704
X_pca,43,dasatinib,RD_SOFT_TISSUE,261,0.09196327373800472,0.07415863204659301,-0.1879340717192784,-0.20216440808223754,0.17712893406496988,0.17686367287987517,0.017221849597409387
X_pca,43,dasatinib,RERFLCAD1_LUNG,243,0.05073155378401428,0.03070479331532261,-0.12539338190100568,-0.15784845320943272,0.08879488710586574,-0.03997552100974072,-0.15476484680169453
X_pca,43,dasatinib,RERFLCAI_LUNG,763,0.0253259586879222,0.01888821733183188,0.04449146442486331,0.030326794698228885,0.06472004595179483,-0.04718280871042369,-0.04449895339914722
X_pca,43,dasatinib,RT4_URINARY_TRACT,106,0.10026794716173737,0.05528134451982425,0.22432985951115217,0.19029193715438655,0.1721893342066151,-0.1451243166989949,-0.10474369535185854
X_pca,43,dasatinib,RVH421_SKIN,239,0.06650895751972097,0.04647696089997255,0.13415403818431137,0.12376171588915306,0.11001986568686052,-0.08897615560382321,-0.17008079234301468
X_pca,43,dasatinib,SCC25_UPPER_AERODIGESTIVE_TRACT,898,0.09327911216597684,0.08819659597856644,-0.24960863695245858,-0.2749044580277404,0.08500472969757832,-0.09654680181476293,-0.10087652915477972
X_pca,43,dasatinib,SCC9_UPPER_AERODIGESTIVE_TRACT,475,0.05180659530053855,0.04169792360864666,-0.12644853719081064,-0.16777886724844848,-0.031435513579182506,-0.02518582739739823,-0.10321813829233853
X_pca,43,dasatinib,SH10TC_STOMACH,351,0.05888973228801797,0.04525045304581521,-0.1411315367545409,-0.16386473033159926,0.039717782217782216,-0.06849567005053486,-0.1646904565757149
X_pca,43,dasatinib,SKES1_BONE,91,0.06401019825326892,0.008951974621108194,0.14272973403408187,0.1676394938697351,-0.15555024685459468,-0.04156729402523004,-0.06438974669535807
X_pca,43,dasatinib,SKMEL2_SKIN,276,0.2808123670730869,0.2674940775744403,-0.258364040675284,-0.2115944957286278,0.5160034816854783,-0.04030924923866528,-0.15968769758517626
X_pca,43,dasatinib,SKMEL30_SKIN,353,0.21372909974616205,0.2023995478693057,-0.13017848334984747,-0.10915382416645589,0.30763906773113575,-0.08380143094655244,-0.3594797613510231
X_pca,43,dasatinib,SKMEL5_SKIN,297,0.14036735770613773,0.12559703739181016,0.2812947497483869,0.2490549755184317,0.07216185068534063,0.008792823560897596,-0.16372984845273103
X_pca,43,dasatinib,SKNAS_AUTONOMIC_GANGLIA,226,0.03648022716857713,0.014582050513317624,0.0399548087441615,0.03227749832782271,0.01755305186282536,0.18733727029505,0.05603547530816709
X_pca,43,dasatinib,SNU1079_BILIARY_TRACT,73,0.22542467394218868,0.16762054513190427,-0.2859434777242997,-0.36902998889300265,0.23559175613970135,-0.23491661912919776,-0.14812529407214411
X_pca,43,dasatinib,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,0.1410211033262685,0.11742278198907807,-0.2496376690540139,-0.28563417622885856,0.04321419089879665,-0.07245912875162441,-0.15830674720631377
X_pca,43,dasatinib,SNU308_BILIARY_TRACT,94,0.04179284876424072,-0.012650739374154618,0.043593698637349194,-0.023415176878297767,0.15149369649243216,-0.07729737345438313,-0.09145751152578768
X_pca,43,dasatinib,SNU423_LIVER,212,0.1386979237006455,0.11779253349920493,-0.21413161073208453,-0.23961410154137355,0.043772426205268805,0.05660960156044698,-0.20599888096964752
X_pca,43,dasatinib,SNU449_LIVER,282,0.06763281809928434,0.05074210828224235,-0.24809800032349139,-0.24635512428398088,0.04031350758685899,0.006809778501651152,-0.07909567032109882
X_pca,43,dasatinib,SNU46_UPPER_AERODIGESTIVE_TRACT,236,0.11136205317886017,0.09204383694361795,-0.06938516526907292,-0.0940823046132494,0.030043776561508573,0.22844697823181132,-0.08555343443515005
X_pca,43,dasatinib,SNU738_CENTRAL_NERVOUS_SYSTEM,379,0.0824850194676835,0.07018589104231743,-0.1156090661580372,-0.12510678368915415,-0.0009502648441684686,0.013795950014587709,-0.24995227726748293
X_pca,43,dasatinib,SNU899_UPPER_AERODIGESTIVE_TRACT,83,0.025872725498895632,-0.03738229232585155,-0.16202090592334495,-0.1746499863947646,0.11244280256916164,-0.007965785953286826,-0.028357331766088744
X_pca,43,dasatinib,SNUC4_LARGE_INTESTINE,467,0.10090720366565253,0.09115565489846877,0.12822564841107367,0.05377584973508033,0.00500161536270018,-0.009298607550643039,-0.24972020526690214
X_pca,43,dasatinib,SQ1_LUNG,238,0.05770003994801409,0.03739185115379018,-0.15211551698086379,-0.15941316550049342,0.08483162344965528,0.11016174993064048,-0.11924423433180352
X_pca,43,dasatinib,SU8686_PANCREAS,82,0.06804296926238951,0.00673000671386248,-0.11237361369597632,-0.0805716089289407,0.1895168750884296,-0.07919067910654316,-0.10075043126819148
X_pca,43,dasatinib,SW1088_CENTRAL_NERVOUS_SYSTEM,128,0.07467489552887896,0.03675173550957078,-0.1606447994872734,-0.1851231393211662,-0.041973768540560334,0.07781643595872212,0.014889693522397702
X_pca,43,dasatinib,SW1271_LUNG,115,0.08038663667441592,0.03820253743929736,0.08716168231673638,0.10364595457334111,0.1293221810147558,0.06098852865175408,-0.16064136606045515
X_pca,43,dasatinib,SW1990_PANCREAS,307,0.0794994000059791,0.06420869236488236,-0.10734421100391592,-0.15267977342178812,-0.008971548346907613,0.006082108254091092,-0.21613539878692253
X_pca,43,dasatinib,SW579_THYROID,217,0.05395530201647336,0.031537181211176546,-0.1275854131728651,-0.14436078216820655,-0.07864870324177813,-0.14126173144242468,-0.1113599190147685
X_pca,43,dasatinib,T47D_BREAST,221,0.1686834355665381,0.14935049220762042,-0.18285773368143438,-0.214937924486691,0.269604322545499,0.0431277154941542,-0.2130780566526415
X_pca,43,dasatinib,TCCSUP_URINARY_TRACT,316,0.1186284448155367,0.10441277457062592,-0.20323768862677133,-0.25887063950448974,0.07497922620711425,-0.05005763909337507,-0.14714372245882829
X_pca,43,dasatinib,TE10_OESOPHAGUS,219,0.09246464312413694,0.07116099624911676,-0.07669290618894742,-0.08955877837530467,0.050142241822523345,0.28977574259043143,-0.05431591971957742
X_pca,43,dasatinib,TE14_OESOPHAGUS,474,0.10225023931784571,0.0926588957208142,-0.241823357380354,-0.2484093328007122,0.19257019633140984,0.11000415002438844,-0.16420197777969298
X_pca,43,dasatinib,TE1_OESOPHAGUS,206,0.0397564007190212,0.01575031073699673,0.10217408463658295,0.09663659778349874,0.02359817013113145,0.17601463351122576,0.05387147842699043
X_pca,43,dasatinib,TE6_OESOPHAGUS,551,0.08069132684972058,0.07225730232540606,-0.2112068796230075,-0.21833778864648476,-0.05049367660667274,-0.061259828960800414,-0.20431046073156459
X_pca,43,dasatinib,TE9_OESOPHAGUS,248,0.08216453173981719,0.06320098900716886,0.04353210150252308,0.003395980446265058,-0.10876259379951568,0.03975859490353244,-0.22375270394544877
X_pca,43,dasatinib,TM31_CENTRAL_NERVOUS_SYSTEM,116,0.1228038672199846,0.08293131572998391,-0.2844577711144428,-0.2854704501860988,-0.04599238842117403,-0.06010537181492563,-0.1699826815184245
X_pca,43,dasatinib,TOV112D_OVARY,78,0.02630578483765733,-0.04131186899306094,-0.011343087292454378,-0.014163410351407085,0.07960394036343403,0.13317146885955733,-0.14595900203208978
X_pca,43,dasatinib,UACC257_SKIN,239,0.07835289904222398,0.05857506425772241,-0.1646698428325305,-0.18994311019879254,0.0924176365106712,-0.1463174191231198,-0.2329759776556134
X_pca,43,dasatinib,UMUC1_URINARY_TRACT,197,0.1735829418553313,0.15194898745363838,-0.1820394978480548,-0.25026869916658795,0.3405268891128209,-0.07111019026619238,-0.20590752467515208
X_pca,43,dasatinib,VMCUB1_URINARY_TRACT,478,0.06879388814509402,0.05892941662120732,-0.1914868614577515,-0.20189638301851975,-0.01791091202467532,0.07830109669940631,-0.010159237085110046
X_pca,43,dasatinib,VMRCRCZ_KIDNEY,300,0.08649243106643145,0.07095658805735716,-0.11272151225731322,-0.06647350866452352,-0.14710163446260513,0.1477535912722273,-0.02721081330221717
X_pca,43,dasatinib,YD38_UPPER_AERODIGESTIVE_TRACT,624,0.08753132067815184,0.08014888799755426,-0.275976560758852,-0.28376646297561736,0.01698629460427213,0.028419473667736995,-0.05463769701578886
X_pca,43,dasatinib,ZR751_BREAST,309,0.09807901645991746,0.08319583191305147,-0.05484625656214664,-0.062167189185563215,0.1322979378894929,0.10877521081845269,-0.06756980735633263
X_pca,43,crizotinib,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.01675399811540068,0.007151986378246433,0.013778503971979453,-0.009652675950223037,-0.005898800266036769,0.010835412533885513,-0.09059394119561893
X_pca,43,crizotinib,8305C_THYROID,459,0.03622731653125266,0.025589648943297405,-0.08842714099752931,-0.0942333888958065,-0.09099895638275561,-0.06188079564545124,-0.16149513437672475
