rep,seed_a,seed_b,drug,cell_line,n_cells,rho,p,significant
X_pca,42,43,doxorubicin,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.11657187441223847,0.0039562471076373925,True
X_pca,42,43,doxorubicin,8305C_THYROID,459,0.18461762782449853,3.463664704797991e-05,True
X_pca,42,43,doxorubicin,A204_SOFT_TISSUE,250,0.12328555656890511,0.025768537223518895,True
X_pca,42,43,doxorubicin,A2058_SKIN,294,0.26723702959520135,1.6804224538796563e-06,True
X_pca,42,43,doxorubicin,A375_SKIN,593,0.32748183949701665,1.3656307042876938e-16,True
X_pca,42,43,doxorubicin,ACCMESO1_PLEURA,162,0.3129652916262679,2.5078707754824294e-05,True
X_pca,42,43,doxorubicin,ASPC1_PANCREAS,290,0.07904600120301566,0.08973437867698257,False
X_pca,42,43,doxorubicin,BCPAP_THYROID,152,0.04429363240590764,0.2939620664317594,False
X_pca,42,43,doxorubicin,BFTC909_KIDNEY,379,0.4320493405898211,5.72386753970926e-19,True
X_pca,42,43,doxorubicin,BHY_UPPER_AERODIGESTIVE_TRACT,145,0.21925680995118876,0.004028492978037259,True
X_pca,42,43,doxorubicin,BICR16_UPPER_AERODIGESTIVE_TRACT,212,0.2729709203985426,2.8153215112320087e-05,True
X_pca,42,43,doxorubicin,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.29972416766451987,7.65336786318781e-07,True
X_pca,42,43,doxorubicin,BICR56_UPPER_AERODIGESTIVE_TRACT,81,0.35815266485998193,0.0005137253305931109,True
X_pca,42,43,doxorubicin,BICR6_UPPER_AERODIGESTIVE_TRACT,286,0.27636266172851537,1.0373844336074437e-06,True
X_pca,42,43,doxorubicin,BT474_BREAST,125,0.045001536098310285,0.3091255832496891,False
X_pca,42,43,doxorubicin,BT549_BREAST,266,0.35900510232545535,8.206721898883446e-10,True
X_pca,42,43,doxorubicin,CAKI2_KIDNEY,278,0.16972368303098292,0.0022718133309644816,True
X_pca,42,43,doxorubicin,CALU6_LUNG,258,0.5048139391637717,2.170697684123756e-18,True
X_pca,42,43,doxorubicin,CAMA1_BREAST,291,0.25750794988044745,4.311413028951264e-06,True
X_pca,42,43,doxorubicin,CAS1_CENTRAL_NERVOUS_SYSTEM,133,0.3061231776864141,0.0001695197525664145,True
X_pca,42,43,doxorubicin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.19887389339067313,0.0008601517949133803,True
X_pca,42,43,doxorubicin,COLO741_SKIN,329,0.3899365813221548,1.0807503180473748e-13,True
X_pca,42,43,doxorubicin,COLO792_SKIN,271,0.24297687094518006,2.648110989364016e-05,True
X_pca,42,43,doxorubicin,COV434_OVARY,88,0.2969426931069706,0.0024816651120462005,True
X_pca,42,43,doxorubicin,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.17894768927239377,0.011140322155256758,True
X_pca,42,43,doxorubicin,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.21994549357258278,0.00013173142105237813,True
X_pca,42,43,doxorubicin,EBC1_LUNG,186,0.29338474234109907,2.4113488213355883e-05,True
X_pca,42,43,doxorubicin,EFE184_ENDOMETRIUM,86,0.1419972640218878,0.0960863185064964,False
X_pca,42,43,doxorubicin,EFM192A_BREAST,333,0.14032046619882996,0.005178513095872441,True
X_pca,42,43,doxorubicin,EKVX_LUNG,146,0.08436466698157773,0.1556671565059266,False
X_pca,42,43,doxorubicin,FTC133_THYROID,140,0.24617436749688398,0.0016843739970426779,True
X_pca,42,43,doxorubicin,GOS3_CENTRAL_NERVOUS_SYSTEM,191,0.28553664921465965,3.114410566856296e-05,True
X_pca,42,43,doxorubicin,HCC1428_BREAST,127,0.18177024746906636,0.020414419094776027,True
X_pca,42,43,doxorubicin,HCC366_LUNG,202,0.31630536776198015,2.259757106792012e-06,True
X_pca,42,43,doxorubicin,HCC38_BREAST,200,0.3529963249081227,1.473256219188038e-07,True
X_pca,42,43,doxorubicin,HCC56_LARGE_INTESTINE,99,0.309325912183055,0.000918327533089624,True
X_pca,42,43,doxorubicin,HDQP1_BREAST,64,0.35178571428571426,0.0021822204124276844,True
X_pca,42,43,doxorubicin,HEC151_ENDOMETRIUM,250,0.22310872173954782,0.0001890664026325137,True
X_pca,42,43,doxorubicin,HEC251_ENDOMETRIUM,107,0.49715903524755584,2.5577714364355097e-08,True
X_pca,42,43,doxorubicin,HEC6_ENDOMETRIUM,161,0.12295836208879687,0.06010263365383029,False
X_pca,42,43,doxorubicin,HEP3B217_LIVER,118,0.16788097246721376,0.034596254403401916,True
X_pca,42,43,doxorubicin,HMC18_BREAST,293,0.2193703419934527,7.68010366288261e-05,True
X_pca,42,43,doxorubicin,HOS_BONE,829,0.2233978763957071,3.889129834183446e-11,True
X_pca,42,43,doxorubicin,HS852T_SKIN,162,0.3488775137214721,2.683742423941641e-06,True
X_pca,42,43,doxorubicin,HT1080_SOFT_TISSUE,516,0.2798367363338083,4.8685196124219937e-11,True
X_pca,42,43,doxorubicin,HT1197_URINARY_TRACT,74,0.08321362458348759,0.24044626847863224,False
X_pca,42,43,doxorubicin,HT55_LARGE_INTESTINE,211,0.21322670890765322,0.0009203566695552896,True
X_pca,42,43,doxorubicin,HUH28_BILIARY_TRACT,139,0.31588542830332,7.591198560920037e-05,True
X_pca,42,43,doxorubicin,HUH6_LIVER,338,0.25660484836977054,8.746202797114228e-07,True
X_pca,42,43,doxorubicin,HUPT3_PANCREAS,136,0.4403702113448785,4.0499833040834646e-08,True
X_pca,42,43,doxorubicin,HUPT4_PANCREAS,56,0.5152426520847574,2.4183010058060764e-05,True
X_pca,42,43,doxorubicin,IALM_LUNG,322,0.09538504338624605,0.04373794884419977,False
X_pca,42,43,doxorubicin,IGR1_SKIN,725,0.20545012277387842,1.1886959794775974e-08,True
X_pca,42,43,doxorubicin,IGR37_SKIN,347,0.20937228409000178,4.2518560396909204e-05,True
X_pca,42,43,doxorubicin,IM95_STOMACH,185,0.27431295250369586,7.888439894117413e-05,True
X_pca,42,43,doxorubicin,JHH6_LIVER,206,0.3625796620988582,4.2613901607036636e-08,True
X_pca,42,43,doxorubicin,JHOC5_OVARY,145,0.3984254448118406,3.4665339247568266e-07,True
X_pca,42,43,doxorubicin,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.19559617247185818,0.0004230846713239657,True
X_pca,42,43,doxorubicin,KMRC3_KIDNEY,245,0.21267901002864167,0.0004035621119149026,True
X_pca,42,43,doxorubicin,KNS42_CENTRAL_NERVOUS_SYSTEM,172,0.10897993740905564,0.07735667828941499,False
X_pca,42,43,doxorubicin,KPL1_BREAST,276,0.469954481243133,7.173544346390876e-17,True
X_pca,42,43,doxorubicin,KPNSI9S_AUTONOMIC_GANGLIA,129,0.30646243291592135,0.00020601923425387248,True
X_pca,42,43,doxorubicin,KYSE520_OESOPHAGUS,323,0.24539396231414,4.06796287721077e-06,True
X_pca,42,43,doxorubicin,LI7_LIVER,196,0.23001378606889852,0.0005909927643788725,True
X_pca,42,43,doxorubicin,LMSU_STOMACH,255,0.0981541834606213,0.05897063117220712,False
X_pca,42,43,doxorubicin,LNCAPCLONEFGC_PROSTATE,129,0.21313729874776388,0.00765110782165094,True
X_pca,42,43,doxorubicin,LS1034_LARGE_INTESTINE,146,0.20235219264843396,0.00715454575491098,True
X_pca,42,43,doxorubicin,LS180_LARGE_INTESTINE,361,0.35117894328726723,3.2266276877647287e-12,True
X_pca,42,43,doxorubicin,MCF7_BREAST,143,0.37439262615318947,2.0479343602494534e-06,True
X_pca,42,43,doxorubicin,MDAMB361_BREAST,135,0.24779045946736905,0.0018800089389855354,True
X_pca,42,43,doxorubicin,MFE319_ENDOMETRIUM,191,0.2718155828051805,7.125388075777532e-05,True
X_pca,42,43,doxorubicin,MKN45_STOMACH,118,0.268188109663683,0.001661062408646607,True
X_pca,42,43,doxorubicin,MKN7_STOMACH,258,0.30395928459452126,3.231278030266305e-07,True
X_pca,42,43,doxorubicin,MSTO211H_PLEURA,297,0.31087860282491164,2.2355788043023325e-08,True
X_pca,42,43,doxorubicin,NCIH1299_LUNG,534,0.15638279910452801,0.00014301349423996817,True
X_pca,42,43,doxorubicin,NCIH1373_LUNG,164,0.44660672262048884,1.022439449032527e-09,True
X_pca,42,43,doxorubicin,NCIH1435_LUNG,267,0.31104719706359646,1.0629998509536894e-07,True
X_pca,42,43,doxorubicin,NCIH1792_LUNG,111,0.23179185679185677,0.0071851800819927964,True
X_pca,42,43,doxorubicin,NCIH1944_LUNG,414,0.2993842936753858,2.5450624724363576e-10,True
X_pca,42,43,doxorubicin,NCIH2087_LUNG,219,0.3123539022244565,1.2117974038401605e-06,True
X_pca,42,43,doxorubicin,NCIH2110_LUNG,1990,0.20286583683806395,3.1449626150504163e-20,True
X_pca,42,43,doxorubicin,NCIH2126_LUNG,264,-0.04714111485759379,0.7771913684788329,False
X_pca,42,43,doxorubicin,NCIH2170_LUNG,142,0.24904283609707648,0.0014008617212088715,True
X_pca,42,43,doxorubicin,NCIH2228_LUNG,367,0.3005614368442578,2.1184518056022056e-09,True
X_pca,42,43,doxorubicin,NCIH226_LUNG,235,0.2576298926461205,3.221159262303815e-05,True
X_pca,42,43,doxorubicin,NCIH2444_LUNG,237,0.30455829617837266,8.860518415214593e-07,True
X_pca,42,43,doxorubicin,NCIH2452_PLEURA,538,0.31241195514003967,6.039844412171986e-14,True
X_pca,42,43,doxorubicin,NCIH292_LUNG,213,0.36225073949250075,2.6384231526218842e-08,True
X_pca,42,43,doxorubicin,NCIH358_LUNG,336,0.3191122598115822,1.0831645225574767e-09,True
X_pca,42,43,doxorubicin,NCIH446_LUNG,196,0.34275514188494616,4.379185052896461e-07,True
X_pca,42,43,doxorubicin,NCIH460_LUNG,837,0.3290523421261576,6.915552327876758e-23,True
X_pca,42,43,doxorubicin,NCIH522_LUNG,208,0.19618825110815954,0.0022551898033881307,True
X_pca,42,43,doxorubicin,NCIH650_LUNG,271,0.2904909196150785,5.71420327486141e-07,True
X_pca,42,43,doxorubicin,NCIH747_LARGE_INTESTINE,80,0.4302156586966714,3.402766308573934e-05,True
X_pca,42,43,doxorubicin,OAW28_OVARY,161,0.07648665746491834,0.1674331381332017,False
X_pca,42,43,doxorubicin,ONCODG1_OVARY,270,0.19481596302951873,0.0006472838755935687,True
X_pca,42,43,doxorubicin,OSRC2_KIDNEY,126,0.30880239970003753,0.00021729013014103773,True
X_pca,42,43,doxorubicin,OUMS23_LARGE_INTESTINE,107,-0.012960677129254099,0.5527044662241904,False
X_pca,42,43,doxorubicin,OVCAR4_OVARY,283,0.25129477715855314,9.447604810589705e-06,True
X_pca,42,43,doxorubicin,OVK18_OVARY,178,0.3001726726167615,2.3419337280979022e-05,True
X_pca,42,43,doxorubicin,OVSAHO_OVARY,227,0.3965465591779535,2.8673912924992295e-10,True
X_pca,42,43,doxorubicin,OVTOKO_OVARY,209,0.08773069036226931,0.10326974388431771,False
X_pca,42,43,doxorubicin,PANC0203_PANCREAS,506,0.3443070059514313,7.879872612182846e-16,True
X_pca,42,43,doxorubicin,PATU8988S_PANCREAS,244,0.22876307778727759,0.00015732001387006305,True
X_pca,42,43,doxorubicin,PC3_PROSTATE,169,0.18433444383670627,0.008216388137291955,True
X_pca,42,43,doxorubicin,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,0.16659447725523968,0.008902654297768296,True
X_pca,42,43,doxorubicin,PK45H_PANCREAS,271,0.08632033379157322,0.07822831843585738,False
X_pca,42,43,doxorubicin,PK59_PANCREAS,174,0.2911210455878584,4.865049289233298e-05,True
X_pca,42,43,doxorubicin,RCC10RGB_KIDNEY,233,0.2645158107641458,2.1660661909860255e-05,True
X_pca,42,43,doxorubicin,RCM1_LARGE_INTESTINE,128,0.5303801959348106,6.016968929523208e-11,True
X_pca,42,43,doxorubicin,RD_SOFT_TISSUE,261,0.3357172265305985,1.3501145607552627e-08,True
X_pca,42,43,doxorubicin,RERFLCAD1_LUNG,243,0.37709768658601245,6.246919356087928e-10,True
X_pca,42,43,doxorubicin,RERFLCAI_LUNG,763,0.26350940245539106,6.913408621365089e-14,True
X_pca,42,43,doxorubicin,RT4_URINARY_TRACT,106,0.4294480691236114,2.177634343897132e-06,True
X_pca,42,43,doxorubicin,RVH421_SKIN,239,0.20863366267008895,0.0005887732058122401,True
X_pca,42,43,doxorubicin,SCC25_UPPER_AERODIGESTIVE_TRACT,898,0.0485030161448867,0.07320866874335351,False
X_pca,42,43,doxorubicin,SCC9_UPPER_AERODIGESTIVE_TRACT,475,0.04345920646739709,0.1722981815086209,False
X_pca,42,43,doxorubicin,SH10TC_STOMACH,351,0.31958085800178077,4.466016784375455e-10,True
X_pca,42,43,doxorubicin,SKES1_BONE,91,0.3620162446249403,0.00021088713515053463,True
X_pca,42,43,doxorubicin,SKMEL2_SKIN,276,0.1459608167691671,0.007614454254253796,True
X_pca,42,43,doxorubicin,SKMEL30_SKIN,353,0.09902546737844668,0.031549666659385446,True
X_pca,42,43,doxorubicin,SKMEL5_SKIN,297,0.18904902461949444,0.0005304763057195641,True
X_pca,42,43,doxorubicin,SKNAS_AUTONOMIC_GANGLIA,226,0.32214312632386,3.737997885051042e-07,True
X_pca,42,43,doxorubicin,SNU1079_BILIARY_TRACT,73,0.32170183882512654,0.002756937211585047,True
X_pca,42,43,doxorubicin,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,0.24457881153750988,0.000358948211436933,True
X_pca,42,43,doxorubicin,SNU308_BILIARY_TRACT,94,0.12997868728100279,0.10589959012278803,False
X_pca,42,43,doxorubicin,SNU423_LIVER,212,0.1615958830871305,0.009274914827980242,True
X_pca,42,43,doxorubicin,SNU449_LIVER,282,0.2577306016913079,5.850648056060195e-06,True
X_pca,42,43,doxorubicin,SNU46_UPPER_AERODIGESTIVE_TRACT,236,0.16420364546006472,0.005763191610096544,True
X_pca,42,43,doxorubicin,SNU738_CENTRAL_NERVOUS_SYSTEM,379,0.24297507180440106,8.485212229996227e-07,True
X_pca,42,43,doxorubicin,SNU899_UPPER_AERODIGESTIVE_TRACT,83,0.22482263548969394,0.020506035274692375,True
X_pca,42,43,doxorubicin,SNUC4_LARGE_INTESTINE,467,0.3207712078506392,6.153869117970693e-13,True
X_pca,42,43,doxorubicin,SQ1_LUNG,238,0.36111933253784545,4.83286313770551e-09,True
X_pca,42,43,doxorubicin,SU8686_PANCREAS,82,0.46724567647282905,4.812609929502408e-06,True
X_pca,42,43,doxorubicin,SW1088_CENTRAL_NERVOUS_SYSTEM,128,0.38290835011902585,4.081943013171029e-06,True
X_pca,42,43,doxorubicin,SW1271_LUNG,115,0.1791367474157658,0.02771011828088646,True
X_pca,42,43,doxorubicin,SW1990_PANCREAS,307,0.4301353944005793,1.4756155365540058e-15,True
X_pca,42,43,doxorubicin,SW579_THYROID,217,0.2988920832217666,3.7256876026671103e-06,True
X_pca,42,43,doxorubicin,T47D_BREAST,221,0.21347571347571348,0.0007054088978382038,True
X_pca,42,43,doxorubicin,TCCSUP_URINARY_TRACT,316,0.35584661049661254,3.632458761446951e-11,True
X_pca,42,43,doxorubicin,TE10_OESOPHAGUS,219,0.12396578312000893,0.03354305078487414,True
X_pca,42,43,doxorubicin,TE14_OESOPHAGUS,474,0.32232544054492224,3.1966239621609086e-13,True
X_pca,42,43,doxorubicin,TE1_OESOPHAGUS,206,0.1906859262767385,0.003021479042177859,True
X_pca,42,43,doxorubicin,TE6_OESOPHAGUS,551,0.24550189020322372,2.6214776973934323e-09,True
X_pca,42,43,doxorubicin,TE9_OESOPHAGUS,248,0.3192385579932371,1.395633526505869e-07,True
X_pca,42,43,doxorubicin,TM31_CENTRAL_NERVOUS_SYSTEM,116,0.24450082650982205,0.004083227706617518,True
X_pca,42,43,doxorubicin,TOV112D_OVARY,78,-0.025986671556291807,0.5893373609611097,False
X_pca,42,43,doxorubicin,UACC257_SKIN,239,0.14453693611335747,0.012724496196435195,True
X_pca,42,43,doxorubicin,UMUC1_URINARY_TRACT,197,0.1560607630223294,0.01426526051436084,True
X_pca,42,43,doxorubicin,VMCUB1_URINARY_TRACT,478,0.2588572138992716,4.65612320472049e-09,True
X_pca,42,43,doxorubicin,VMRCRCZ_KIDNEY,300,0.22846742741586015,3.25392236148956e-05,True
X_pca,42,43,doxorubicin,YD38_UPPER_AERODIGESTIVE_TRACT,624,0.08281728608470182,0.019311503402268344,True
X_pca,42,43,doxorubicin,ZR751_BREAST,309,0.2703283562663456,7.078966366284225e-07,True
X_pca,42,43,platin,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.08165254125160655,0.031656109162842956,True
X_pca,42,43,platin,8305C_THYROID,459,0.17668501993544708,7.090069676557638e-05,True
X_pca,42,43,platin,A204_SOFT_TISSUE,250,-0.00880641290260644,0.5550957329825457,False
X_pca,42,43,platin,A2058_SKIN,294,0.2507929162293714,6.756484200143851e-06,True
X_pca,42,43,platin,A375_SKIN,593,0.1460457968610637,0.0001797949345145575,True
X_pca,42,43,platin,ACCMESO1_PLEURA,162,0.06356404035785204,0.21081795249005109,False
X_pca,42,43,platin,ASPC1_PANCREAS,290,0.15708653717232277,0.0036789806769415103,True
X_pca,42,43,platin,BCPAP_THYROID,152,0.209986399579002,0.004708517835943538,True
X_pca,42,43,platin,BFTC909_KIDNEY,379,0.12422194448301932,0.007765927931970535,True
X_pca,42,43,platin,BHY_UPPER_AERODIGESTIVE_TRACT,145,0.1842977483860809,0.013240799744991049,True
X_pca,42,43,platin,BICR16_UPPER_AERODIGESTIVE_TRACT,212,0.28899121276887835,9.580166311251066e-06,True
X_pca,42,43,platin,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.198696837762438,0.0008313234999788929,True
X_pca,42,43,platin,BICR56_UPPER_AERODIGESTIVE_TRACT,81,0.1252484191508582,0.13261617191911093,False
X_pca,42,43,platin,BICR6_UPPER_AERODIGESTIVE_TRACT,286,0.2903522664755014,2.913607674996661e-07,True
X_pca,42,43,platin,BT474_BREAST,125,0.07470967741935482,0.20382217837209649,False
X_pca,42,43,platin,BT549_BREAST,266,0.07929947829080865,0.09865112737483876,False
X_pca,42,43,platin,CAKI2_KIDNEY,278,0.23154598482620678,4.883085136627279e-05,True
X_pca,42,43,platin,CALU6_LUNG,258,0.27127124539123454,4.952230598998153e-06,True
X_pca,42,43,platin,CAMA1_BREAST,291,0.05106964241364701,0.19269722730595343,False
X_pca,42,43,platin,CAS1_CENTRAL_NERVOUS_SYSTEM,133,0.18967364136256515,0.014383490417035915,True
X_pca,42,43,platin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.10797927544672455,0.04552284041141069,False
X_pca,42,43,platin,COLO741_SKIN,329,0.20185807964738947,0.00011415086122836194,True
X_pca,42,43,platin,COLO792_SKIN,271,-0.039802353905892006,0.7429475519225219,False
X_pca,42,43,platin,COV434_OVARY,88,-0.3149237434398225,0.9985979760180084,False
X_pca,42,43,platin,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.11242733081727546,0.07652169249041797,False
X_pca,42,43,platin,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.2728149193256638,2.5934944602563224e-06,True
X_pca,42,43,platin,EBC1_LUNG,186,0.3216528586547562,3.78966225525019e-06,True
X_pca,42,43,platin,EFE184_ENDOMETRIUM,86,0.010896740412283596,0.460340295372621,False
X_pca,42,43,platin,EFM192A_BREAST,333,0.10482389178009985,0.028006705312378564,True
X_pca,42,43,platin,EKVX_LUNG,146,0.31478314519005524,5.4486730280052386e-05,True
X_pca,42,43,platin,FTC133_THYROID,140,0.32381972841179946,4.7537431095612986e-05,True
X_pca,42,43,platin,GOS3_CENTRAL_NERVOUS_SYSTEM,191,0.06573091760815651,0.1831478792540343,False
X_pca,42,43,platin,HCC1428_BREAST,127,0.2638615485564304,0.0013611204665986423,True
X_pca,42,43,platin,HCC366_LUNG,202,0.38518498567009846,7.54800846738348e-09,True
X_pca,42,43,platin,HCC38_BREAST,200,0.1336788419710493,0.029571203492425892,True
X_pca,42,43,platin,HCC56_LARGE_INTESTINE,99,0.17235621521335806,0.044010136013673415,False
X_pca,42,43,platin,HDQP1_BREAST,64,0.25796703296703294,0.019793320273757107,True
X_pca,42,43,platin,HEC151_ENDOMETRIUM,250,0.02578793260692171,0.34245687137635206,False
X_pca,42,43,platin,HEC251_ENDOMETRIUM,107,0.34858637512490454,0.00011681593663328441,True
X_pca,42,43,platin,HEC6_ENDOMETRIUM,161,0.14048769266160574,0.037740902615999494,True
X_pca,42,43,platin,HEP3B217_LIVER,118,-0.04319276602427151,0.6788250322437317,False
X_pca,42,43,platin,HMC18_BREAST,293,0.016221861132128763,0.39108019239943115,False
X_pca,42,43,platin,HOS_BONE,829,0.1274857862245647,0.00011656943772136323,True
X_pca,42,43,platin,HS852T_SKIN,162,0.05164410685883078,0.25698521010878544,False
X_pca,42,43,platin,HT1080_SOFT_TISSUE,516,0.21391217459394798,4.6893513976205967e-07,True
X_pca,42,43,platin,HT1197_URINARY_TRACT,74,-0.00582006664198445,0.5196256816981923,False
X_pca,42,43,platin,HT55_LARGE_INTESTINE,211,0.08699301235293366,0.1041005722523214,False
X_pca,42,43,platin,HUH28_BILIARY_TRACT,139,0.015930113052415207,0.4261717719488781,False
X_pca,42,43,platin,HUH6_LIVER,338,0.11406035934924763,0.018038837564086117,True
X_pca,42,43,platin,HUPT3_PANCREAS,136,0.21002337674729257,0.0070618648341715965,True
X_pca,42,43,platin,HUPT4_PANCREAS,56,0.39671907040328097,0.0012345842823099106,True
X_pca,42,43,platin,IALM_LUNG,322,0.0764023139570848,0.08570948252252095,False
X_pca,42,43,platin,IGR1_SKIN,725,0.1605275778621351,7.02511125359641e-06,True
X_pca,42,43,platin,IGR37_SKIN,347,0.015887768331189805,0.3840324427785616,False
X_pca,42,43,platin,IM95_STOMACH,185,0.11219817292748568,0.06418993933140975,False
X_pca,42,43,platin,JHH6_LIVER,206,0.20715337334884534,0.0014059162902584734,True
X_pca,42,43,platin,JHOC5_OVARY,145,0.3699299322941269,2.3302322394178247e-06,True
X_pca,42,43,platin,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.08314545330327254,0.07966529377299113,False
X_pca,42,43,platin,KMRC3_KIDNEY,245,0.10564345690295311,0.04949757127616318,False
X_pca,42,43,platin,KNS42_CENTRAL_NERVOUS_SYSTEM,172,0.1623827009383925,0.016658345824238953,True
X_pca,42,43,platin,KPL1_BREAST,276,0.11439505714815713,0.028842530888649697,True
X_pca,42,43,platin,KPNSI9S_AUTONOMIC_GANGLIA,129,0.247025939177102,0.002384457496780628,True
X_pca,42,43,platin,KYSE520_OESOPHAGUS,323,-0.11777810539420448,0.9828231314477104,False
X_pca,42,43,platin,LI7_LIVER,196,0.013787662663659765,0.42394875978477825,False
X_pca,42,43,platin,LMSU_STOMACH,255,0.050400214219546095,0.21145521490998162,False
X_pca,42,43,platin,LNCAPCLONEFGC_PROSTATE,129,0.10141994633273706,0.1263846567707766,False
X_pca,42,43,platin,LS1034_LARGE_INTESTINE,146,-0.07035562453606857,0.8006232166626231,False
X_pca,42,43,platin,LS180_LARGE_INTESTINE,361,0.11019472204792294,0.01818279966865874,True
X_pca,42,43,platin,MCF7_BREAST,143,0.17558028825634459,0.017973322358565,True
X_pca,42,43,platin,MDAMB361_BREAST,135,0.08405033655253148,0.16621975443116202,False
X_pca,42,43,platin,MFE319_ENDOMETRIUM,191,-0.07230814273904657,0.8399032910398804,False
X_pca,42,43,platin,MKN45_STOMACH,118,-0.05125648694940819,0.7092597227556547,False
X_pca,42,43,platin,MKN7_STOMACH,258,0.3345405594070873,1.8259232679983865e-08,True
X_pca,42,43,platin,MSTO211H_PLEURA,297,0.010229265262822312,0.43032407124610356,False
X_pca,42,43,platin,NCIH1299_LUNG,534,0.05674221333203566,0.09523223264960927,False
X_pca,42,43,platin,NCIH1373_LUNG,164,0.34953001509937015,2.243273524314918e-06,True
X_pca,42,43,platin,NCIH1435_LUNG,267,0.2026323985378506,0.0004340441757885159,True
X_pca,42,43,platin,NCIH1792_LUNG,111,0.00924008424008424,0.4616608657020672,False
X_pca,42,43,platin,NCIH1944_LUNG,414,0.10555623906300009,0.0158862951976116,True
X_pca,42,43,platin,NCIH2087_LUNG,219,0.22043369474562138,0.0005118319662745784,True
X_pca,42,43,platin,NCIH2110_LUNG,1990,0.03420886385424411,0.06356409170135353,False
X_pca,42,43,platin,NCIH2126_LUNG,264,-0.06655361999360851,0.8593563504613263,False
X_pca,42,43,platin,NCIH2170_LUNG,142,-0.06755575859561476,0.7878019062495202,False
X_pca,42,43,platin,NCIH2228_LUNG,367,0.17193450779858652,0.000471140371425337,True
X_pca,42,43,platin,NCIH226_LUNG,235,0.03956466661118662,0.2730823529560634,False
X_pca,42,43,platin,NCIH2444_LUNG,237,0.06358591494954559,0.16485356931602677,False
X_pca,42,43,platin,NCIH2452_PLEURA,538,0.3438823731266849,1.1112327714357006e-16,True
X_pca,42,43,platin,NCIH292_LUNG,213,0.24264419172414134,0.00017578656708354274,True
X_pca,42,43,platin,NCIH358_LUNG,336,0.00022808804641481024,0.49833827365863814,False
X_pca,42,43,platin,NCIH446_LUNG,196,0.15541920008925084,0.014808087183233575,True
X_pca,42,43,platin,NCIH460_LUNG,837,0.15331152286916472,4.1910775259825905e-06,True
X_pca,42,43,platin,NCIH522_LUNG,208,0.14569164626372863,0.01787546261736106,True
X_pca,42,43,platin,NCIH650_LUNG,271,0.31561572968670865,5.5428833500937094e-08,True
X_pca,42,43,platin,NCIH747_LARGE_INTESTINE,80,0.36631504922644165,0.0004161548089751806,True
X_pca,42,43,platin,OAW28_OVARY,161,0.27429836668967106,0.00021486463223849056,True
X_pca,42,43,platin,ONCODG1_OVARY,270,-0.020638905273811098,0.6321655590470809,False
X_pca,42,43,platin,OSRC2_KIDNEY,126,0.1263292088488939,0.07933433648300531,False
X_pca,42,43,platin,OUMS23_LARGE_INTESTINE,107,0.36415290268226264,5.766500330845844e-05,True
X_pca,42,43,platin,OVCAR4_OVARY,283,0.03463522280967967,0.28087303664654545,False
X_pca,42,43,platin,OVK18_OVARY,178,0.2755133632433939,9.874307665535348e-05,True
X_pca,42,43,platin,OVSAHO_OVARY,227,0.14772790226707078,0.013017691361021622,True
X_pca,42,43,platin,OVTOKO_OVARY,209,0.22847021399652978,0.00043851614585546737,True
X_pca,42,43,platin,PANC0203_PANCREAS,506,0.2000849377451252,2.8718328080413506e-06,True
X_pca,42,43,platin,PATU8988S_PANCREAS,244,0.25436476958725196,2.9197086509639582e-05,True
X_pca,42,43,platin,PC3_PROSTATE,169,0.17595843070956196,0.011058080616382852,True
X_pca,42,43,platin,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,0.017487793923131746,0.40244455407489826,False
X_pca,42,43,platin,PK45H_PANCREAS,271,0.2601717193642525,7.185726541632129e-06,True
X_pca,42,43,platin,PK59_PANCREAS,174,0.22423531421737522,0.0014672361247301108,True
X_pca,42,43,platin,RCC10RGB_KIDNEY,233,0.1800867476463155,0.002919438633327641,True
X_pca,42,43,platin,RCM1_LARGE_INTESTINE,128,0.25325032045412926,0.0019616323796016496,True
X_pca,42,43,platin,RD_SOFT_TISSUE,261,0.11653134090617638,0.03005437960940911,True
X_pca,42,43,platin,RERFLCAD1_LUNG,243,0.37932144762745856,4.903678596223908e-10,True
X_pca,42,43,platin,RERFLCAI_LUNG,763,0.2656020277834165,4.361508308518941e-14,True
X_pca,42,43,platin,RT4_URINARY_TRACT,106,0.19327908909993197,0.023566910727063312,True
X_pca,42,43,platin,RVH421_SKIN,239,0.007980556239232094,0.45115984880559107,False
X_pca,42,43,platin,SCC25_UPPER_AERODIGESTIVE_TRACT,898,0.13794350427675406,1.678495589956041e-05,True
