rep,seed,drug,line_a,line_b,n_a,n_b,gap,auroc,p,recovered_gap_frac,significant
X_pca,42,doxorubicin,42MGBA_CENTRAL_NERVOUS_SYSTEM,8305C_THYROID,518,459,0.022391974925994873,0.5689302748126277,9.844766010990147e-05,1.483025739112745,True
X_pca,42,doxorubicin,42MGBA_CENTRAL_NERVOUS_SYSTEM,BCPAP_THYROID,518,152,0.02312535047531128,0.4888869132290185,0.6617530980433521,-0.23398482782530552,False
X_pca,42,doxorubicin,HOS_BONE,42MGBA_CENTRAL_NERVOUS_SYSTEM,829,518,0.020100891590118408,0.4560362533824536,0.9967188755004948,-1.0564379078381885,False
X_pca,42,doxorubicin,42MGBA_CENTRAL_NERVOUS_SYSTEM,HT1197_URINARY_TRACT,518,74,0.017275869846343994,0.29810602107899403,0.9999999906357593,-5.575468890752099,False
X_pca,42,doxorubicin,42MGBA_CENTRAL_NERVOUS_SYSTEM,NCIH2126_LUNG,518,264,0.059337079524993896,0.3033154908154908,1.0,-1.4663317094885522,False
X_pca,42,doxorubicin,NCIH2170_LUNG,42MGBA_CENTRAL_NERVOUS_SYSTEM,142,518,0.03108161687850952,0.6281880472021317,1.4061642830198639e-06,2.0084745915625133,True
X_pca,42,doxorubicin,RVH421_SKIN,42MGBA_CENTRAL_NERVOUS_SYSTEM,239,518,0.03691744804382324,0.73628051243114,6.578308584087269e-26,3.611615099459767,True
X_pca,42,doxorubicin,42MGBA_CENTRAL_NERVOUS_SYSTEM,SKMEL5_SKIN,518,297,0.022271931171417236,0.11612911612911613,1.0,-11.866652326407962,False
X_pca,42,doxorubicin,42MGBA_CENTRAL_NERVOUS_SYSTEM,SNU423_LIVER,518,212,0.0004897117614746094,0.3174491877322066,0.9999999999999954,-179.38520722504998,False
X_pca,42,doxorubicin,SW1088_CENTRAL_NERVOUS_SYSTEM,42MGBA_CENTRAL_NERVOUS_SYSTEM,128,518,0.028093457221984863,0.6080176158301158,7.603203704903918e-05,1.9778039422946596,True
X_pca,42,doxorubicin,TE10_OESOPHAGUS,42MGBA_CENTRAL_NERVOUS_SYSTEM,219,518,0.04955095052719116,0.7956400627633504,3.0661912880300985e-37,3.202933695817448,True
X_pca,42,doxorubicin,42MGBA_CENTRAL_NERVOUS_SYSTEM,VMCUB1_URINARY_TRACT,518,478,0.026964247226715088,0.35870583673930956,0.9999999999999939,-2.5991929630646107,False
X_pca,42,doxorubicin,8305C_THYROID,BCPAP_THYROID,459,152,0.0007333755493164062,0.4041251003325307,0.9998046894454166,-52.659045355657895,False
X_pca,42,doxorubicin,HOS_BONE,8305C_THYROID,829,459,0.04249286651611328,0.5230045911944727,0.08548286903755437,0.28175391046237597,False
X_pca,42,doxorubicin,HT1197_URINARY_TRACT,8305C_THYROID,74,459,0.005116105079650879,0.8012129776835659,4.3477449715632995e-17,25.317883045246166,True
X_pca,42,doxorubicin,8305C_THYROID,NCIH2126_LUNG,459,264,0.03694510459899902,0.19129200501749521,1.0,-3.2539010980095355,False
X_pca,42,doxorubicin,NCIH2170_LUNG,8305C_THYROID,142,459,0.053473591804504395,0.7177421829451656,2.110222888874125e-15,1.7884437851045698,True
X_pca,42,doxorubicin,RVH421_SKIN,8305C_THYROID,239,459,0.059309422969818115,0.8122259596539685,3.9941322649893744e-42,2.8079768713676594,True
X_pca,42,doxorubicin,SKMEL5_SKIN,8305C_THYROID,297,459,0.00012004375457763672,0.9278404964679474,2.5512576989108964e-88,2478.2725270502015,True
X_pca,42,doxorubicin,SNU423_LIVER,8305C_THYROID,212,459,0.021902263164520264,0.7815184774119291,4.2215117893888634e-32,5.527050792339257,True
X_pca,42,doxorubicin,SW1088_CENTRAL_NERVOUS_SYSTEM,8305C_THYROID,128,459,0.050485432147979736,0.6929466230936819,1.1878522409819583e-11,1.7583532879533443,True
X_pca,42,doxorubicin,8305C_THYROID,VMCUB1_URINARY_TRACT,459,478,0.004572272300720215,0.26749984047547426,1.0,-22.591208488295717,False
X_pca,42,doxorubicin,8305C_THYROID,YD38_UPPER_AERODIGESTIVE_TRACT,459,624,0.04474550485610962,0.22581489860901627,1.0,-2.6732424087066775,False
X_pca,42,doxorubicin,A204_SOFT_TISSUE,COV434_OVARY,250,88,0.04979771375656128,0.321,0.9999997071296959,-1.7951630728682284,False
X_pca,42,doxorubicin,HEC151_ENDOMETRIUM,A204_SOFT_TISSUE,250,250,0.03436240553855896,0.8028,5.316037392412946e-32,4.063290691936158,True
X_pca,42,doxorubicin,HUH6_LIVER,A204_SOFT_TISSUE,338,250,0.049915462732315063,0.8933727810650888,3.472511223855317e-60,4.313495221745596,True
X_pca,42,doxorubicin,BICR6_UPPER_AERODIGESTIVE_TRACT,A2058_SKIN,286,294,0.011674702167510986,0.6431782503211074,1.2121257652625528e-09,4.222376343367008,True
X_pca,42,doxorubicin,DKMG_CENTRAL_NERVOUS_SYSTEM,A2058_SKIN,271,294,0.03284496068954468,0.30618520470919,0.9999999999999992,-2.2550151018544495,False
X_pca,42,doxorubicin,HCC38_BREAST,A2058_SKIN,200,294,0.014991939067840576,0.707108843537415,2.65983854494785e-15,5.826607242826362,True
X_pca,42,doxorubicin,A2058_SKIN,HUPT4_PANCREAS,294,56,0.03535988926887512,0.22625121477162294,0.9999999999585902,-2.9331501316586963,False
X_pca,42,doxorubicin,IGR1_SKIN,A2058_SKIN,725,294,0.036873042583465576,0.6647009148486981,8.08621614301756e-17,1.4980516671755817,True
X_pca,42,doxorubicin,JHOC5_OVARY,A2058_SKIN,145,294,0.035236477851867676,0.5876612714051138,0.001401173539241853,0.9199085222924379,True
X_pca,42,doxorubicin,A2058_SKIN,RT4_URINARY_TRACT,294,106,0.011410266160964966,0.4205814401232191,0.9923626311842381,-2.22211789588211,False
X_pca,42,doxorubicin,A375_SKIN,BHY_UPPER_AERODIGESTIVE_TRACT,593,145,0.021897941827774048,0.6645694016398209,3.8955173770309026e-10,2.4269167908488924,True
X_pca,42,doxorubicin,BICR31_UPPER_AERODIGESTIVE_TRACT,A375_SKIN,248,593,0.03809034824371338,0.37070935103084374,0.9999999983828836,-1.036765601244,False
X_pca,42,doxorubicin,A375_SKIN,EBC1_LUNG,593,186,0.017746329307556152,0.629494641788609,4.8001409754467515e-08,2.466080629294957,True
X_pca,42,doxorubicin,FTC133_THYROID,A375_SKIN,140,593,0.036758482456207275,0.6581185256564683,2.8546573421993445e-09,1.4975151847798072,True
X_pca,42,doxorubicin,NCIH1435_LUNG,A375_SKIN,267,593,0.018173575401306152,0.3681654255957456,0.9999999997051362,-2.2729732558115603,False
X_pca,42,doxorubicin,A375_SKIN,NCIH2228_LUNG,593,367,0.0564383864402771,0.23105623739265085,1.0,-1.5211916254089097,False
X_pca,42,doxorubicin,NCIH2444_LUNG,A375_SKIN,237,593,0.04376572370529175,0.30935456557161256,1.0,-1.3649992752223317,False
X_pca,42,doxorubicin,NCIH2452_PLEURA,A375_SKIN,538,593,0.05423647165298462,0.5772300131020518,3.5410137583420978e-06,0.43798400824713263,True
X_pca,42,doxorubicin,A375_SKIN,NCIH446_LUNG,593,196,0.019731253385543823,0.8386189214302922,3.0788551282840266e-46,6.722136295052891,True
X_pca,42,doxorubicin,NCIH460_LUNG,A375_SKIN,837,593,0.05266833305358887,0.2077029703369256,1.0,-2.0100118660072654,False
X_pca,42,doxorubicin,TCCSUP_URINARY_TRACT,A375_SKIN,316,593,0.043339669704437256,0.5328622964117232,0.051188137188824166,0.2556149879409159,False
X_pca,42,doxorubicin,COLO792_SKIN,ACCMESO1_PLEURA,271,162,0.006367743015289307,0.0951209512095121,1.0,-36.27329783182678,False
X_pca,42,doxorubicin,ACCMESO1_PLEURA,DETROIT562_UPPER_AERODIGESTIVE_TRACT,162,163,0.033033132553100586,0.9164583806710596,7.609283184906428e-39,6.940004350935328,True
X_pca,42,doxorubicin,ACCMESO1_PLEURA,GOS3_CENTRAL_NERVOUS_SYSTEM,162,191,0.05782538652420044,0.7407407407407407,3.1896666828610563e-15,2.014729910745484,True
X_pca,42,doxorubicin,KYSE520_OESOPHAGUS,ACCMESO1_PLEURA,323,162,0.05928206443786621,0.12762297901616787,1.0,-2.870605573640582,False
X_pca,42,doxorubicin,LMSU_STOMACH,ACCMESO1_PLEURA,255,162,0.05163496732711792,0.05487775357056403,1.0,-5.1038889383027986,False
X_pca,42,doxorubicin,MFE319_ENDOMETRIUM,ACCMESO1_PLEURA,191,162,0.020982563495635986,0.08845582056751342,1.0,-10.617043609557832,False
X_pca,42,doxorubicin,NCIH1299_LUNG,ACCMESO1_PLEURA,534,162,0.018123388290405273,0.1263004577611319,1.0,-10.428469625526652,False
X_pca,42,doxorubicin,ACCMESO1_PLEURA,NCIH1944_LUNG,162,414,0.008280038833618164,0.8780640543925569,1.4415340521410754e-45,24.689638392247662,True
X_pca,42,doxorubicin,ACCMESO1_PLEURA,ONCODG1_OVARY,162,270,0.05386930704116821,0.5996113397347965,0.00026243930064719036,0.6503462615334049,True
X_pca,42,doxorubicin,TM31_CENTRAL_NERVOUS_SYSTEM,ACCMESO1_PLEURA,116,162,0.03622019290924072,0.07684120902511707,1.0,-6.07788142600653,False
X_pca,42,doxorubicin,BT474_BREAST,ASPC1_PANCREAS,125,290,0.0071707963943481445,0.3395034482758621,0.9999998950796973,-7.905122027336048,False
X_pca,42,doxorubicin,ASPC1_PANCREAS,KNS42_CENTRAL_NERVOUS_SYSTEM,290,172,0.05360269546508789,0.8353247794707298,8.977790753328272e-34,3.0740480026954606,True
X_pca,42,doxorubicin,ASPC1_PANCREAS,LS1034_LARGE_INTESTINE,290,146,0.010579586029052734,0.782262635805385,3.162621486681186e-22,10.694481595055846,True
X_pca,42,doxorubicin,ASPC1_PANCREAS,NCIH1792_LUNG,290,111,0.0251309871673584,0.9521590556073315,6.249123397958784e-45,12.934920555195374,True
X_pca,42,doxorubicin,ASPC1_PANCREAS,SNU46_UPPER_AERODIGESTIVE_TRACT,290,236,0.032526373863220215,0.8573056691992986,1.7703701188174103e-45,6.002534468543076,True
X_pca,42,doxorubicin,HOS_BONE,BCPAP_THYROID,829,152,0.04322624206542969,0.4360516792584598,0.993955169120295,-0.6164386199979887,False
X_pca,42,doxorubicin,HT1197_URINARY_TRACT,BCPAP_THYROID,74,152,0.005849480628967285,0.7304409672830725,9.652145383492346e-09,15.541566765673284,True
X_pca,42,doxorubicin,BCPAP_THYROID,NCIH2126_LUNG,152,264,0.03621172904968262,0.2656000797448166,0.9999999999999992,-2.2533268155913166,False
X_pca,42,doxorubicin,NCIH2170_LUNG,BCPAP_THYROID,142,152,0.0542069673538208,0.640659747961453,1.541849409896548e-05,1.0518141744334755,True
X_pca,42,doxorubicin,RVH421_SKIN,BCPAP_THYROID,239,152,0.06004279851913452,0.7560284078396828,6.855020201860708e-18,2.130490829778062,True
X_pca,42,doxorubicin,SKMEL5_SKIN,BCPAP_THYROID,297,152,0.000853419303894043,0.9042397660818714,5.459070680954009e-45,303.3471138024229,True
X_pca,42,doxorubicin,SNU423_LIVER,BCPAP_THYROID,212,152,0.02263563871383667,0.7106814796425025,3.5183588676040983e-12,3.641870490401057,True
X_pca,42,doxorubicin,SW1088_CENTRAL_NERVOUS_SYSTEM,BCPAP_THYROID,128,152,0.05121880769729614,0.6146689967105263,0.0004756374825455302,0.9791787734178365,True
X_pca,42,doxorubicin,BCPAP_THYROID,VMCUB1_URINARY_TRACT,152,478,0.0038388967514038086,0.3426833296630698,0.9999999975120176,-16.847106000701018,False
X_pca,42,doxorubicin,BCPAP_THYROID,YD38_UPPER_AERODIGESTIVE_TRACT,152,624,0.04401212930679321,0.29743378879892035,0.9999999999999956,-1.8403273402556766,False
X_pca,42,doxorubicin,BICR16_UPPER_AERODIGESTIVE_TRACT,BFTC909_KIDNEY,212,379,0.0405314564704895,0.3477248966993578,0.9999999996016791,-1.4204687008920056,False
X_pca,42,doxorubicin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,BFTC909_KIDNEY,246,379,0.03908956050872803,0.35137396228843554,0.9999999998344762,-1.4934537702081194,False
X_pca,42,doxorubicin,BFTC909_KIDNEY,DKMG_CENTRAL_NERVOUS_SYSTEM,379,271,0.05745917558670044,0.7818010106222434,7.299431206346511e-35,2.145729355978068,True
X_pca,42,doxorubicin,BFTC909_KIDNEY,EFM192A_BREAST,379,333,0.0051833391189575195,0.5215558566482049,0.16028600881970456,1.2514643218135124,False
X_pca,42,doxorubicin,HCC366_LUNG,BFTC909_KIDNEY,202,379,0.028193652629852295,0.6063376786227436,1.1968625302216854e-05,1.4724230730006878,True
X_pca,42,doxorubicin,BFTC909_KIDNEY,IGR1_SKIN,379,725,0.05343109369277954,0.4850004549176599,0.7937385866340839,-0.11251436286558286,False
X_pca,42,doxorubicin,BFTC909_KIDNEY,JHOC5_OVARY,379,145,0.05506765842437744,0.5426075880265672,0.06555195418278857,0.3052902858313377,False
X_pca,42,doxorubicin,MKN7_STOMACH,BFTC909_KIDNEY,258,379,0.05275309085845947,0.6208811437687918,1.0869324880333182e-07,0.9270493355401744,True
X_pca,42,doxorubicin,BFTC909_KIDNEY,NCIH650_LUNG,379,271,0.024968862533569336,0.6115627647041642,6.048107068139675e-07,1.750500236094532,True
X_pca,42,doxorubicin,BFTC909_KIDNEY,NCIH747_LARGE_INTESTINE,379,80,0.01693660020828247,0.26068601583113454,0.9999999999915702,-5.678394711258408,False
X_pca,42,doxorubicin,BFTC909_KIDNEY,OUMS23_LARGE_INTESTINE,379,107,0.026570558547973633,0.5859985697728898,0.0032828271725400017,1.1127784573369413,True
X_pca,42,doxorubicin,BFTC909_KIDNEY,PK59_PANCREAS,379,174,0.018620789051055908,0.195311315318594,1.0,-7.138126213363428,False
X_pca,42,doxorubicin,SW1990_PANCREAS,BFTC909_KIDNEY,307,379,0.025146961212158203,0.8001254802196763,5.201402104730612e-42,5.313648196391772,True
X_pca,42,doxorubicin,BICR31_UPPER_AERODIGESTIVE_TRACT,BHY_UPPER_AERODIGESTIVE_TRACT,248,145,0.05998829007148743,0.539265850945495,0.09696970531761068,0.22760641938783852,False
X_pca,42,doxorubicin,EBC1_LUNG,BHY_UPPER_AERODIGESTIVE_TRACT,186,145,0.0041516125202178955,0.5304783092324805,0.17079765328545193,2.2595084957281055,False
X_pca,42,doxorubicin,FTC133_THYROID,BHY_UPPER_AERODIGESTIVE_TRACT,140,145,0.05865642428398132,0.8009852216748768,7.92659303027372e-19,1.844484550075717,True
X_pca,42,doxorubicin,BHY_UPPER_AERODIGESTIVE_TRACT,HS852T_SKIN,145,162,0.04280230402946472,0.09663686675180928,1.0,-3.7290671691600124,False
X_pca,42,doxorubicin,NCIH1435_LUNG,BHY_UPPER_AERODIGESTIVE_TRACT,267,145,0.0400715172290802,0.5397649489861811,0.09122338092254062,0.29538267267363677,False
X_pca,42,doxorubicin,BHY_UPPER_AERODIGESTIVE_TRACT,NCIH2228_LUNG,145,367,0.03454044461250305,0.10314760875692944,1.0,-4.024212342104116,False
X_pca,42,doxorubicin,NCIH446_LUNG,BHY_UPPER_AERODIGESTIVE_TRACT,196,145,0.0021666884422302246,0.26147079521463756,0.9999999999999752,-36.68810442408118,False
X_pca,42,doxorubicin,BICR16_UPPER_AERODIGESTIVE_TRACT,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,212,246,0.0014418959617614746,0.505714066574628,0.4165850598527161,0.5581444299615327,False
X_pca,42,doxorubicin,BICR16_UPPER_AERODIGESTIVE_TRACT,EFM192A_BREAST,212,333,0.04571479558944702,0.3305853022834155,0.9999999999875112,-1.1175135026624634,False
X_pca,42,doxorubicin,HCC1428_BREAST,BICR16_UPPER_AERODIGESTIVE_TRACT,127,212,0.047906458377838135,0.916951418808498,4.1646082687137e-38,3.475462252089749,True
X_pca,42,doxorubicin,BICR16_UPPER_AERODIGESTIVE_TRACT,HCC366_LUNG,212,202,0.012337803840637207,0.22057724640388568,1.0,-8.031141623105967,False
X_pca,42,doxorubicin,HUPT3_PANCREAS,BICR16_UPPER_AERODIGESTIVE_TRACT,136,212,0.0597800612449646,0.8377844062153164,1.025463022128581e-26,2.2955080568862534,True
X_pca,42,doxorubicin,MKN7_STOMACH,BICR16_UPPER_AERODIGESTIVE_TRACT,258,212,0.01222163438796997,0.7960362732192482,1.0876591936708965e-28,8.712286733984733,True
X_pca,42,doxorubicin,BICR16_UPPER_AERODIGESTIVE_TRACT,NCIH747_LARGE_INTESTINE,212,80,0.05746805667877197,0.10731132075471699,1.0,-2.6753360954364482,False
X_pca,42,doxorubicin,OAW28_OVARY,BICR16_UPPER_AERODIGESTIVE_TRACT,161,212,0.05089956521987915,0.6348001875073245,4.089325606956267e-06,0.7180834346980182,True
X_pca,42,doxorubicin,BICR16_UPPER_AERODIGESTIVE_TRACT,PK59_PANCREAS,212,174,0.05915224552154541,0.06815224463240079,1.0,-3.220354630279693,False
X_pca,42,doxorubicin,BICR16_UPPER_AERODIGESTIVE_TRACT,SW1990_PANCREAS,212,307,0.015384495258331299,0.07894413373486571,1.0,-12.42782211552085,False
X_pca,42,doxorubicin,BICR31_UPPER_AERODIGESTIVE_TRACT,EBC1_LUNG,248,186,0.05583667755126953,0.5075008671522719,0.39466344267190906,0.07652883974056611,False
X_pca,42,doxorubicin,BICR31_UPPER_AERODIGESTIVE_TRACT,FTC133_THYROID,248,140,0.0013318657875061035,0.22828341013824885,1.0,-70.98098722329868,False
X_pca,42,doxorubicin,HEC251_ENDOMETRIUM,BICR31_UPPER_AERODIGESTIVE_TRACT,107,248,0.04404747486114502,0.6181790774796503,0.00020473518756853693,0.7169705128885185,True
X_pca,42,doxorubicin,LS180_LARGE_INTESTINE,BICR31_UPPER_AERODIGESTIVE_TRACT,361,248,0.0279923677444458,0.9486194263247252,2.274890646266171e-79,7.246134838067549,True
X_pca,42,doxorubicin,BICR31_UPPER_AERODIGESTIVE_TRACT,NCIH1435_LUNG,248,267,0.019916772842407227,0.5001359188111635,0.49799039151406593,0.09124410192034099,False
X_pca,42,doxorubicin,NCIH2444_LUNG,BICR31_UPPER_AERODIGESTIVE_TRACT,237,248,0.005675375461578369,0.43709167006941607,0.9917314719574516,-3.567943385579231,False
X_pca,42,doxorubicin,NCIH2452_PLEURA,BICR31_UPPER_AERODIGESTIVE_TRACT,538,248,0.01614612340927124,0.7163478834392613,8.515616259132904e-23,3.917068415934871,True
X_pca,42,doxorubicin,BICR31_UPPER_AERODIGESTIVE_TRACT,NCIH446_LUNG,248,196,0.0578216016292572,0.7678982883475971,1.5254091802966521e-22,1.6109102672145943,True
X_pca,42,doxorubicin,NCIH460_LUNG,BICR31_UPPER_AERODIGESTIVE_TRACT,837,248,0.014577984809875488,0.29545804910008866,1.0,-4.552975769125963,False
X_pca,42,doxorubicin,TCCSUP_URINARY_TRACT,BICR31_UPPER_AERODIGESTIVE_TRACT,316,248,0.005249321460723877,0.6580236831359738,5.713927971710186e-11,9.633441641117637,True
X_pca,42,doxorubicin,CAMA1_BREAST,BICR56_UPPER_AERODIGESTIVE_TRACT,291,81,0.026430964469909668,0.9720843409274108,6.160560116296038e-39,7.329057529067818,True
X_pca,42,doxorubicin,BICR56_UPPER_AERODIGESTIVE_TRACT,HEC251_ENDOMETRIUM,81,107,0.04275733232498169,0.124725972077997,1.0,-3.1326865207578396,False
X_pca,42,doxorubicin,BICR56_UPPER_AERODIGESTIVE_TRACT,LS180_LARGE_INTESTINE,81,361,0.05881243944168091,0.0045826066140008895,1.0,-5.189396189067489,False
X_pca,42,doxorubicin,NCIH1373_LUNG,BICR56_UPPER_AERODIGESTIVE_TRACT,164,81,0.02710050344467163,0.9809545317675399,9.253741079134446e-35,9.216597899026745,True
X_pca,42,doxorubicin,DKMG_CENTRAL_NERVOUS_SYSTEM,BICR6_UPPER_AERODIGESTIVE_TRACT,271,286,0.02117025852203369,0.18437282274920652,1.0,-5.827083712478085,False
X_pca,42,doxorubicin,HCC38_BREAST,BICR6_UPPER_AERODIGESTIVE_TRACT,200,286,0.00331723690032959,0.5898951048951049,0.00036966049179574053,11.472546475338028,True
X_pca,42,doxorubicin,BICR6_UPPER_AERODIGESTIVE_TRACT,HUPT4_PANCREAS,286,56,0.04703459143638611,0.32492507492507494,0.9999830075044336,-1.1570394459594242,False
X_pca,42,doxorubicin,IGR1_SKIN,BICR6_UPPER_AERODIGESTIVE_TRACT,725,286,0.02519834041595459,0.5162044851700024,0.2108765093104225,0.23583841514738002,False
X_pca,42,doxorubicin,JHOC5_OVARY,BICR6_UPPER_AERODIGESTIVE_TRACT,145,286,0.02356177568435669,0.4515553412105136,0.9499775313578936,-0.716442181718063,False
X_pca,42,doxorubicin,NCIH650_LUNG,BICR6_UPPER_AERODIGESTIVE_TRACT,271,286,0.053660571575164795,0.3682424586483627,0.999999962643273,-0.8158136835109187,False
X_pca,42,doxorubicin,OUMS23_LARGE_INTESTINE,BICR6_UPPER_AERODIGESTIVE_TRACT,107,286,0.0520588755607605,0.3933729821580289,0.9994345361878895,-0.5692818684302271,False
X_pca,42,doxorubicin,PK59_PANCREAS,BICR6_UPPER_AERODIGESTIVE_TRACT,174,286,0.06000864505767822,0.8454304316373282,8.744846743518676e-36,2.21382291693392,True
X_pca,42,doxorubicin,BICR6_UPPER_AERODIGESTIVE_TRACT,RT4_URINARY_TRACT,286,106,0.023084968328475952,0.5777147380920966,0.009040198557889343,1.0370397426694717,True
X_pca,42,doxorubicin,BT474_BREAST,KNS42_CENTRAL_NERVOUS_SYSTEM,125,172,0.060773491859436035,0.7531162790697674,4.773995604384867e-14,1.778591867866486,True
X_pca,42,doxorubicin,BT474_BREAST,LS1034_LARGE_INTESTINE,125,146,0.01775038242340088,0.6563835616438356,4.5690375660057834e-06,3.18061696891002,True
X_pca,42,doxorubicin,BT474_BREAST,NCIH1792_LUNG,125,111,0.03230178356170654,0.9242522522522523,1.2396769767406681e-29,8.308559849031846,True
X_pca,42,doxorubicin,BT474_BREAST,SNU46_UPPER_AERODIGESTIVE_TRACT,125,236,0.03969717025756836,0.7900677966101695,5.934678630532846e-20,3.4902905879992483,True
X_pca,42,doxorubicin,BT549_BREAST,HEC6_ENDOMETRIUM,266,161,0.004448413848876953,0.7902208938495306,4.313405268230633e-24,28.417971943039973,True
X_pca,42,doxorubicin,HT55_LARGE_INTESTINE,BT549_BREAST,211,266,0.028637826442718506,0.9374086875957667,7.033801669779739e-61,7.699409522389752,True
X_pca,42,doxorubicin,KMRC3_KIDNEY,BT549_BREAST,245,266,0.019462764263153076,0.8745435016111708,8.071752614303954e-49,8.234741398218272,True
X_pca,42,doxorubicin,OVCAR4_OVARY,BT549_BREAST,283,266,0.04515022039413452,0.595393076330402,5.53819172187628e-05,0.7435621024071168,True
X_pca,42,doxorubicin,SKMEL30_SKIN,BT549_BREAST,353,266,0.009394407272338867,0.4633645019063239,0.9408590303154889,-1.4542616696622948,False
X_pca,42,doxorubicin,BT549_BREAST,SNU1079_BILIARY_TRACT,266,73,0.030205726623535156,0.33798537439489135,0.9999889260524806,-2.1866064441268755,False
X_pca,42,doxorubicin,BT549_BREAST,SU8686_PANCREAS,266,82,0.05815607309341431,0.6302952503209243,0.00018012352443468816,0.847392159127223,True
X_pca,42,doxorubicin,UACC257_SKIN,BT549_BREAST,239,266,0.010802090167999268,0.28824676754648126,0.9999999999999999,-7.968466590154083,False
X_pca,42,doxorubicin,ZR751_BREAST,BT549_BREAST,309,266,0.003786802291870117,0.5684234858992141,0.002318899643140425,6.771377072536226,True
X_pca,42,doxorubicin,EFE184_ENDOMETRIUM,CAKI2_KIDNEY,86,278,0.0012938380241394043,0.3331102559812615,0.9999985621557499,-54.78940583333916,False
X_pca,42,doxorubicin,IALM_LUNG,CAKI2_KIDNEY,322,278,0.029818415641784668,0.08979400330667144,1.0,-7.51625676815247,False
X_pca,42,doxorubicin,CALU6_LUNG,CAMA1_BREAST,258,291,0.03658342361450195,0.6507765257465569,5.233799025834768e-10,1.457226594129516,True
X_pca,42,doxorubicin,CALU6_LUNG,NCIH1373_LUNG,258,164,0.03591388463973999,0.4990073737946682,0.5138803369196743,-0.07657334187711826,False
X_pca,42,doxorubicin,OSRC2_KIDNEY,CALU6_LUNG,126,258,0.0062601566314697266,0.7494155284852959,1.0211500622892093e-15,15.069075139350414,True
X_pca,42,doxorubicin,RCM1_LARGE_INTESTINE,CALU6_LUNG,128,258,0.053025126457214355,0.4870094476744186,0.66136164731371,-0.10472863853880267,False
X_pca,42,doxorubicin,SQ1_LUNG,CALU6_LUNG,238,258,0.031228601932525635,0.19917269233274706,1.0,-3.829606678499279,False
X_pca,42,doxorubicin,NCIH1373_LUNG,CAMA1_BREAST,164,291,0.0006695389747619629,0.6744405330651244,3.1736037790100745e-10,83.72982914391652,True
X_pca,42,doxorubicin,OSRC2_KIDNEY,CAMA1_BREAST,126,291,0.04284358024597168,0.9144984454262804,1.591414556600286e-41,3.446143100353063,True
X_pca,42,doxorubicin,CAS1_CENTRAL_NERVOUS_SYSTEM,NCIH226_LUNG,133,235,0.012946754693984985,0.16400575907854742,1.0,-10.271725202774519,False
X_pca,42,doxorubicin,NCIH358_LUNG,CAS1_CENTRAL_NERVOUS_SYSTEM,336,133,0.014564871788024902,0.7308002148227712,3.203899653660013e-15,6.369230887249924,True
X_pca,42,doxorubicin,CAS1_CENTRAL_NERVOUS_SYSTEM,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,133,202,0.0005064010620117188,0.28478374153204794,0.9999999999869521,-154.41568900601843,False
X_pca,42,doxorubicin,RD_SOFT_TISSUE,CAS1_CENTRAL_NERVOUS_SYSTEM,261,133,0.01265716552734375,0.7178578630484257,7.510955970363306e-13,6.628328100331338,True
X_pca,42,doxorubicin,SNU1079_BILIARY_TRACT,CAS1_CENTRAL_NERVOUS_SYSTEM,73,133,0.05748391151428223,0.8819651869399526,6.485546601743489e-20,3.4087562597947723,True
X_pca,42,doxorubicin,SU8686_PANCREAS,CAS1_CENTRAL_NERVOUS_SYSTEM,82,133,0.029533565044403076,0.7163029525032092,5.099905591166161e-08,2.729762094790888,True
X_pca,42,doxorubicin,SW1271_LUNG,CAS1_CENTRAL_NERVOUS_SYSTEM,115,133,0.007775306701660156,0.6643347499182739,4.083506892052707e-06,7.178930018048907,True
X_pca,42,doxorubicin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,EFM192A_BREAST,246,333,0.04427289962768555,0.3385214482775458,0.999999999985155,-1.1720869420952225,False
X_pca,42,doxorubicin,HCC1428_BREAST,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,127,246,0.04934835433959961,0.9017668523141924,2.294518076799548e-37,3.3902219468517285,True
X_pca,42,doxorubicin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,HCC366_LUNG,246,202,0.010895907878875732,0.2329550028173549,1.0,-9.167793750859646,False
X_pca,42,doxorubicin,MKN7_STOMACH,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,258,246,0.013663530349731445,0.7829930043486482,2.141669492793319e-28,7.851789881498102,True
X_pca,42,doxorubicin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,NCIH747_LARGE_INTESTINE,246,80,0.0560261607170105,0.12301829268292683,1.0,-2.7585533363171026,False
X_pca,42,doxorubicin,OAW28_OVARY,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,161,246,0.052341461181640625,0.6284401353330303,5.845316224335311e-06,0.7136774551962731,True
X_pca,42,doxorubicin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,PK59_PANCREAS,246,174,0.057710349559783936,0.08214185590131763,1.0,-3.31476061773325,False
X_pca,42,doxorubicin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,SW1990_PANCREAS,246,307,0.013942599296569824,0.09091390588172983,1.0,-13.770786388051242,False
