rep,seed,drug,line_a,line_b,n_a,n_b,gap,auroc,p,recovered_gap_frac,significant
X_pca,43,paclitaxel,ASPC1_PANCREAS,PK45H_PANCREAS,290,271,0.011987686157226562,0.42423972515587227,0.9990445161176302,-3.8901523472941384,False
X_pca,43,paclitaxel,RVH421_SKIN,ASPC1_PANCREAS,239,290,0.08234947919845581,0.8752416678689944,2.797232464205702e-50,3.5137799446845013,True
X_pca,43,paclitaxel,SKMEL5_SKIN,ASPC1_PANCREAS,297,290,0.017540037631988525,0.5281899454313247,0.11867494034664672,0.9098962738481826,False
X_pca,43,paclitaxel,HEC151_ENDOMETRIUM,BCPAP_THYROID,250,152,0.029214277863502502,0.4431578947368421,0.9720937077884413,-1.3658475313007024,False
X_pca,43,paclitaxel,VMCUB1_URINARY_TRACT,BCPAP_THYROID,478,152,0.06840221583843231,0.012180687073331866,1.0,-9.422022110725377,False
X_pca,43,paclitaxel,BFTC909_KIDNEY,BICR16_UPPER_AERODIGESTIVE_TRACT,379,212,0.025897622108459473,0.6501219694329666,6.88268966544462e-10,3.3378356578742765,True
X_pca,43,paclitaxel,BFTC909_KIDNEY,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,379,246,0.03289914131164551,0.35197460154021065,0.9999999998051536,-3.015804674444137,False
X_pca,43,paclitaxel,HUPT3_PANCREAS,BFTC909_KIDNEY,136,379,0.08675682544708252,0.802654043147602,5.438750661727784e-26,2.1190721708512044,True
X_pca,43,paclitaxel,BFTC909_KIDNEY,HUPT4_PANCREAS,379,56,0.09351962804794312,0.3749528835280814,0.9987479652554754,-0.7901316474991834,False
X_pca,43,paclitaxel,BFTC909_KIDNEY,NCIH2087_LUNG,379,219,0.03406411409378052,0.16961241430826135,1.0,-6.615393820671221,False
X_pca,43,paclitaxel,BFTC909_KIDNEY,NCIH650_LUNG,379,271,0.004221677780151367,0.18019842467553962,1.0,-47.72871395918509,False
X_pca,43,paclitaxel,BFTC909_KIDNEY,NCIH747_LARGE_INTESTINE,379,80,0.002759397029876709,0.1912269129287599,1.0,-69.83200551143136,False
X_pca,43,paclitaxel,OAW28_OVARY,BFTC909_KIDNEY,161,379,0.06705319881439209,0.8833641980366771,1.807043096514924e-45,3.8248944712450617,True
X_pca,43,paclitaxel,RT4_URINARY_TRACT,BFTC909_KIDNEY,106,379,0.02382338047027588,0.5281027530243441,0.18815621281954048,0.5271544340987332,False
X_pca,43,paclitaxel,BFTC909_KIDNEY,SW1990_PANCREAS,379,307,0.04298532009124756,0.14882297835036484,1.0,-5.521577954514415,False
X_pca,43,paclitaxel,BICR31_UPPER_AERODIGESTIVE_TRACT,BHY_UPPER_AERODIGESTIVE_TRACT,248,145,0.05325073003768921,0.6874582869855395,2.764063001424402e-10,1.9591761374593353,True
X_pca,43,paclitaxel,CALU6_LUNG,BHY_UPPER_AERODIGESTIVE_TRACT,258,145,0.033043622970581055,0.7461106655974339,1.1671701284571703e-16,4.65958987142214,True
X_pca,43,paclitaxel,BHY_UPPER_AERODIGESTIVE_TRACT,EBC1_LUNG,145,186,0.00590282678604126,0.22521319985168706,1.0,-26.415403626595317,False
X_pca,43,paclitaxel,BHY_UPPER_AERODIGESTIVE_TRACT,FTC133_THYROID,145,140,0.005158603191375732,0.12009852216748769,1.0,-58.22961781750068,False
X_pca,43,paclitaxel,HDQP1_BREAST,BHY_UPPER_AERODIGESTIVE_TRACT,64,145,0.06842178106307983,0.7372844827586207,2.3416896499740122e-08,2.2485119591363536,True
X_pca,43,paclitaxel,HS852T_SKIN,BHY_UPPER_AERODIGESTIVE_TRACT,162,145,0.07974910736083984,0.9957002979991486,3.935897603530091e-51,6.638238112895564,True
X_pca,43,paclitaxel,BHY_UPPER_AERODIGESTIVE_TRACT,LS180_LARGE_INTESTINE,145,361,0.000284343957901001,0.16169643710000955,1.0,-720.9094066961925,False
X_pca,43,paclitaxel,BHY_UPPER_AERODIGESTIVE_TRACT,NCIH2228_LUNG,145,367,0.02166309952735901,0.048839612891102134,1.0,-18.090096247916108,False
X_pca,43,paclitaxel,NCIH2452_PLEURA,BHY_UPPER_AERODIGESTIVE_TRACT,538,145,0.05887705087661743,0.9747211895910781,2.413447790078882e-69,7.92802661419443,True
X_pca,43,paclitaxel,NCIH292_LUNG,BHY_UPPER_AERODIGESTIVE_TRACT,213,145,0.08498084545135498,0.4066051481301603,0.9986560353456647,-0.5329149224561746,False
X_pca,43,paclitaxel,BICR16_UPPER_AERODIGESTIVE_TRACT,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,212,246,0.007001519203186035,0.21903282712072403,1.0,-26.517015135250052,False
X_pca,43,paclitaxel,BICR16_UPPER_AERODIGESTIVE_TRACT,HUPT4_PANCREAS,212,56,0.06762200593948364,0.23652291105121293,0.9999999993378137,-2.371045077460263,False
X_pca,43,paclitaxel,BICR16_UPPER_AERODIGESTIVE_TRACT,IGR1_SKIN,212,725,0.08526328206062317,0.2692843201040989,1.0,-1.5842061682120283,False
X_pca,43,paclitaxel,BICR16_UPPER_AERODIGESTIVE_TRACT,KPNSI9S_AUTONOMIC_GANGLIA,212,129,0.07589763402938843,0.35125054848617815,0.9999979709926627,-1.1317580941437855,False
X_pca,43,paclitaxel,BICR16_UPPER_AERODIGESTIVE_TRACT,NCIH2087_LUNG,212,219,0.008166491985321045,0.08854570517790988,1.0,-38.17912721531277,False
X_pca,43,paclitaxel,NCIH650_LUNG,BICR16_UPPER_AERODIGESTIVE_TRACT,271,212,0.021675944328308105,0.914363294576342,1.992689544094177e-55,13.2837238075217,True
X_pca,43,paclitaxel,NCIH747_LARGE_INTESTINE,BICR16_UPPER_AERODIGESTIVE_TRACT,80,212,0.023138225078582764,0.9123231132075472,8.353691201394997e-28,12.063856850658842,True
X_pca,43,paclitaxel,OAW28_OVARY,BICR16_UPPER_AERODIGESTIVE_TRACT,161,212,0.09295082092285156,0.950867221375835,1.2204748262352104e-50,3.689191903284521,True
X_pca,43,paclitaxel,BICR16_UPPER_AERODIGESTIVE_TRACT,OVK18_OVARY,212,178,0.07839283347129822,0.46955162179351284,0.8500511312233754,-0.17880278885719536,False
X_pca,43,paclitaxel,RT4_URINARY_TRACT,BICR16_UPPER_AERODIGESTIVE_TRACT,106,212,0.04972100257873535,0.7046546813812745,1.3436733788434044e-09,1.9911225044411482,True
X_pca,43,paclitaxel,BICR16_UPPER_AERODIGESTIVE_TRACT,SW1990_PANCREAS,212,307,0.017087697982788086,0.06864974494499416,1.0,-18.948649644761385,False
X_pca,43,paclitaxel,BICR31_UPPER_AERODIGESTIVE_TRACT,CALU6_LUNG,248,258,0.020207107067108154,0.41726056514128534,0.9993593790017308,-2.4566688913865393,False
X_pca,43,paclitaxel,BICR31_UPPER_AERODIGESTIVE_TRACT,EBC1_LUNG,248,186,0.05915355682373047,0.40218522372528615,0.9997581661492396,-0.872272019969712,False
X_pca,43,paclitaxel,BICR31_UPPER_AERODIGESTIVE_TRACT,FTC133_THYROID,248,140,0.05840933322906494,0.22963709677419356,1.0,-3.3565857008663733,False
X_pca,43,paclitaxel,HDQP1_BREAST,BICR31_UPPER_AERODIGESTIVE_TRACT,64,248,0.015171051025390625,0.5768649193548387,0.02902446514423595,3.2640871954578046,False
X_pca,43,paclitaxel,HEC251_ENDOMETRIUM,BICR31_UPPER_AERODIGESTIVE_TRACT,107,248,0.07229465246200562,0.6210054265902925,0.0001481959439602934,0.8293962722069027,True
X_pca,43,paclitaxel,HS852T_SKIN,BICR31_UPPER_AERODIGESTIVE_TRACT,162,248,0.026498377323150635,0.9799880525686977,5.038192422088112e-61,16.04120883238512,True
X_pca,43,paclitaxel,BICR31_UPPER_AERODIGESTIVE_TRACT,LS180_LARGE_INTESTINE,248,361,0.05353507399559021,0.3134661781788938,0.9999999999999976,-1.8802378867398124,False
X_pca,43,paclitaxel,BICR31_UPPER_AERODIGESTIVE_TRACT,NCIH2228_LUNG,248,367,0.07491382956504822,0.11393601125076909,1.0,-3.8385435313554526,False
X_pca,43,paclitaxel,NCIH2452_PLEURA,BICR31_UPPER_AERODIGESTIVE_TRACT,538,248,0.005626320838928223,0.9310843626334093,1.6478688911859492e-84,64.42065376279135,True
X_pca,43,paclitaxel,NCIH292_LUNG,BICR31_UPPER_AERODIGESTIVE_TRACT,213,248,0.03173011541366577,0.2434499469937907,1.0,-4.715240342039896,False
X_pca,43,paclitaxel,TCCSUP_URINARY_TRACT,BICR31_UPPER_AERODIGESTIVE_TRACT,316,248,0.0894652009010315,0.9108054307880767,2.4068324452217238e-63,3.4297234231639933,True
X_pca,43,paclitaxel,NCIH2228_LUNG,BICR56_UPPER_AERODIGESTIVE_TRACT,367,81,0.08721780776977539,0.9705991186463484,1.8688084132850194e-40,5.420182962340148,True
X_pca,43,paclitaxel,BICR56_UPPER_AERODIGESTIVE_TRACT,SW579_THYROID,81,217,0.09629115462303162,0.01917278261364283,1.0,-4.75843797662697,False
X_pca,43,paclitaxel,HCC366_LUNG,BICR6_UPPER_AERODIGESTIVE_TRACT,202,286,0.0976291298866272,0.8507408433151007,4.052094928955917e-40,2.350809877356638,True
X_pca,43,paclitaxel,HT1080_SOFT_TISSUE,BICR6_UPPER_AERODIGESTIVE_TRACT,516,286,0.039877861738204956,0.3476717081368244,0.9999999999995777,-2.4289112933463697,False
X_pca,43,paclitaxel,RERFLCAI_LUNG,BICR6_UPPER_AERODIGESTIVE_TRACT,763,286,0.011446595191955566,0.5980579053973549,4.870115553467748e-07,3.9136653034814497,True
X_pca,43,paclitaxel,BT474_BREAST,COV434_OVARY,125,88,0.020941555500030518,0.9795454545454545,5.323737894041105e-33,22.160055080909483,True
X_pca,43,paclitaxel,BT474_BREAST,KNS42_CENTRAL_NERVOUS_SYSTEM,125,172,0.02217113971710205,0.77,9.804308144225719e-16,8.268394639040034,True
X_pca,43,paclitaxel,LS1034_LARGE_INTESTINE,BT474_BREAST,146,125,0.07678365707397461,0.805972602739726,1.9575594845879232e-18,2.360061340091778,True
X_pca,43,paclitaxel,NCIH1792_LUNG,BT474_BREAST,111,125,0.021531999111175537,0.08576576576576576,1.0,-15.501125984200325,False
X_pca,43,paclitaxel,BT474_BREAST,NCIH2126_LUNG,125,264,0.02233940362930298,0.9394242424242424,7.597037807799281e-45,16.132122566161573,True
X_pca,43,paclitaxel,BT474_BREAST,NCIH2170_LUNG,125,142,0.021176040172576904,0.9215774647887324,7.1479588545468e-33,16.086016532481782,True
X_pca,43,paclitaxel,PK45H_PANCREAS,BT474_BREAST,271,125,0.09454643726348877,0.5521180811808118,0.04773246609129597,0.3380618554408298,False
X_pca,43,paclitaxel,BT474_BREAST,SW1088_CENTRAL_NERVOUS_SYSTEM,125,128,0.04009413719177246,0.6554375,9.656079970771694e-06,2.948065564940655,True
X_pca,43,paclitaxel,BT474_BREAST,TE10_OESOPHAGUS,125,219,0.031075894832611084,0.7915981735159817,1.1559129704002583e-19,6.722865804631804,True
X_pca,43,paclitaxel,MSTO211H_PLEURA,BT549_BREAST,297,266,0.06189042329788208,0.3991671096934255,0.999982196322502,-1.1031776053878575,False
X_pca,43,paclitaxel,BT549_BREAST,RD_SOFT_TISSUE,266,261,0.051250725984573364,0.7461325728113387,7.089707779662663e-23,3.627398289063131,True
X_pca,43,paclitaxel,BT549_BREAST,SNU738_CENTRAL_NERVOUS_SYSTEM,266,379,0.03540125489234924,0.14070466403475707,1.0,-8.405537198052533,False
X_pca,43,paclitaxel,SU8686_PANCREAS,BT549_BREAST,82,266,0.06110119819641113,0.8834586466165414,4.287123331041748e-26,4.861493968149338,True
X_pca,43,paclitaxel,SW1271_LUNG,BT549_BREAST,115,266,0.011984854936599731,0.7296175220660347,5.498172604029589e-13,15.195501595154308,True
X_pca,43,paclitaxel,BT549_BREAST,UMUC1_URINARY_TRACT,266,197,0.020489931106567383,0.2964772336933705,0.9999999999999662,-5.920385290003806,False
X_pca,43,paclitaxel,CAKI2_KIDNEY,HUH6_LIVER,278,338,0.012246966361999512,0.60217742965391,6.275678938544258e-06,4.399183692180375,True
X_pca,43,paclitaxel,CAKI2_KIDNEY,LS1034_LARGE_INTESTINE,278,146,0.044773221015930176,0.3788558194540258,0.999979475124117,-1.4608006630709922,False
X_pca,43,paclitaxel,CAKI2_KIDNEY,PK45H_PANCREAS,278,271,0.027010440826416016,0.6322838408240198,4.094361213035659e-08,3.104238327522612,True
X_pca,43,paclitaxel,RVH421_SKIN,CAKI2_KIDNEY,239,278,0.06732672452926636,0.7708678245687969,1.1212313653660475e-26,2.359793655101734,True
X_pca,43,paclitaxel,SKMEL5_SKIN,CAKI2_KIDNEY,297,278,0.0025172829627990723,0.3020977157667805,0.9999999999999999,-45.49395435782014,False
X_pca,43,paclitaxel,CALU6_LUNG,EBC1_LUNG,258,186,0.038946449756622314,0.49485287988663834,0.5735942203736157,-0.050218214871158254,False
X_pca,43,paclitaxel,CALU6_LUNG,FTC133_THYROID,258,140,0.03820222616195679,0.2972314507198228,0.9999999999883402,-3.8325976286413677,False
X_pca,43,paclitaxel,HDQP1_BREAST,CALU6_LUNG,64,258,0.03537815809249878,0.4965479651162791,0.5343660206229336,-0.0034636603394323706,False
X_pca,43,paclitaxel,HEC251_ENDOMETRIUM,CALU6_LUNG,107,258,0.09250175952911377,0.523110917916395,0.24360600774803687,0.11155186656262091,False
X_pca,43,paclitaxel,HS852T_SKIN,CALU6_LUNG,162,258,0.04670548439025879,0.9510957986410182,5.8675667704503464e-55,8.038110255026426,True
X_pca,43,paclitaxel,CALU6_LUNG,LS180_LARGE_INTESTINE,258,361,0.033327966928482056,0.4046576048444244,0.9999742004509163,-1.5307415297405271,False
X_pca,43,paclitaxel,CALU6_LUNG,NCIH2228_LUNG,258,367,0.054706722497940063,0.17138753353188432,1.0,-4.348968713639491,False
X_pca,43,paclitaxel,NCIH2452_PLEURA,CALU6_LUNG,538,258,0.025833427906036377,0.8867467796317109,2.983656702316705e-70,12.108694848553121,True
X_pca,43,paclitaxel,NCIH292_LUNG,CALU6_LUNG,213,258,0.051937222480773926,0.19954871346944716,1.0,-3.83650264791386,False
X_pca,43,paclitaxel,CAMA1_BREAST,COLO741_SKIN,291,329,0.006034255027770996,0.6363342002736607,2.262275436855794e-09,14.96692511766634,True
X_pca,43,paclitaxel,CAMA1_BREAST,HCC56_LARGE_INTESTINE,291,99,0.035674333572387695,0.38540039570967405,0.9996729426227567,-1.4428335608727545,False
X_pca,43,paclitaxel,NCIH1373_LUNG,CAMA1_BREAST,164,291,0.09563684463500977,0.29511356969239794,0.9999999999998083,-1.3533640010397416,False
X_pca,43,paclitaxel,NCIH1435_LUNG,CAMA1_BREAST,267,291,0.08600622415542603,0.14569417094611117,1.0,-2.555749296859624,False
X_pca,43,paclitaxel,NCIH460_LUNG,CAMA1_BREAST,837,291,0.04291331768035889,0.057191655684062294,1.0,-7.895257378338469,False
X_pca,43,paclitaxel,OSRC2_KIDNEY,CAMA1_BREAST,126,291,0.07317650318145752,0.8372879506900125,3.608114680768476e-28,2.617155821049079,True
X_pca,43,paclitaxel,CAMA1_BREAST,PANC0203_PANCREAS,291,506,0.08069968223571777,0.8626176602420439,1.3986462199601163e-65,2.9976044495135556,True
X_pca,43,paclitaxel,SNU449_LIVER,CAMA1_BREAST,282,291,0.0037740468978881836,0.34941873217810926,0.9999999997773574,-22.95700950005227,False
X_pca,43,paclitaxel,CAMA1_BREAST,SQ1_LUNG,291,238,0.010115265846252441,0.7531548701955009,5.949617467961633e-24,13.6967261250127,True
X_pca,43,paclitaxel,CAMA1_BREAST,TCCSUP_URINARY_TRACT,291,316,0.09848451614379883,0.40994606115968507,0.9999376505900909,-0.45124468081654645,False
X_pca,43,paclitaxel,CAS1_CENTRAL_NERVOUS_SYSTEM,HEC6_ENDOMETRIUM,133,161,0.014176368713378906,0.2681081585952459,0.9999999999961653,-8.577907588559649,False
X_pca,43,paclitaxel,HT55_LARGE_INTESTINE,CAS1_CENTRAL_NERVOUS_SYSTEM,211,133,0.06547737121582031,0.9787977051633824,6.868337820494539e-51,6.887453724059157,True
X_pca,43,paclitaxel,MCF7_BREAST,CAS1_CENTRAL_NERVOUS_SYSTEM,143,133,0.05222666263580322,0.9952678900047321,3.6720178387186395e-46,10.441954005615584,True
X_pca,43,paclitaxel,MDAMB361_BREAST,CAS1_CENTRAL_NERVOUS_SYSTEM,135,133,0.09261077642440796,0.7968810916179337,2.2069064678918777e-17,1.8123612755336378,True
X_pca,43,paclitaxel,CAS1_CENTRAL_NERVOUS_SYSTEM,PC3_PROSTATE,133,169,0.0042610764503479,0.07416470169506607,1.0,-83.6572685745791,False
X_pca,43,paclitaxel,CAS1_CENTRAL_NERVOUS_SYSTEM,SNU1214_UPPER_AERODIGESTIVE_TRACT,133,188,0.009513676166534424,0.26915693489041753,0.9999999999990878,-12.962379389887728,False
X_pca,43,paclitaxel,SNU308_BILIARY_TRACT,CAS1_CENTRAL_NERVOUS_SYSTEM,94,133,0.009263813495635986,0.7598784194528876,1.3210926369591138e-11,17.960775898494106,True
X_pca,43,paclitaxel,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,HUPT4_PANCREAS,246,56,0.06062048673629761,0.5346254355400697,0.20956709361059456,0.4177559061838259,False
X_pca,43,paclitaxel,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,IGR1_SKIN,246,725,0.07826176285743713,0.5743313708999159,0.00024351901072244345,0.6463536147317919,True
X_pca,43,paclitaxel,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,KPNSI9S_AUTONOMIC_GANGLIA,246,129,0.06889611482620239,0.6509106951534631,7.849391786266547e-07,1.4480007950109217,True
X_pca,43,paclitaxel,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,NCIH2087_LUNG,246,219,0.0011649727821350098,0.3003675242231874,0.9999999999999482,-108.26874899053134,False
X_pca,43,paclitaxel,NCIH650_LUNG,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,271,246,0.02867746353149414,0.6725467254672547,5.985403248422236e-12,3.5664893072398063,True
X_pca,43,paclitaxel,NCIH747_LARGE_INTESTINE,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,80,246,0.0301397442817688,0.6602642276422764,8.30308951571819e-06,3.101447828217376,True
X_pca,43,paclitaxel,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,OVK18_OVARY,246,178,0.07139131426811218,0.7665113729788984,3.603524154049212e-21,2.4042495251583906,True
X_pca,43,paclitaxel,RT4_URINARY_TRACT,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,106,246,0.05672252178192139,0.3584138671575395,0.9999875677487996,-1.5277667631898473,False
X_pca,43,paclitaxel,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,SW1990_PANCREAS,246,307,0.01008617877960205,0.2810704165673579,1.0,-13.694920013718935,False
X_pca,43,paclitaxel,COLO741_SKIN,HCC56_LARGE_INTESTINE,329,99,0.0296400785446167,0.2668017561634583,0.9999999999990342,-4.783603007938462,False
X_pca,43,paclitaxel,NCIH1435_LUNG,COLO741_SKIN,267,329,0.09204047918319702,0.289436836173628,1.0,-1.406947300996582,False
X_pca,43,paclitaxel,NCIH460_LUNG,COLO741_SKIN,837,329,0.04894757270812988,0.1565585587548525,1.0,-5.076808330926943,False
X_pca,43,paclitaxel,OSRC2_KIDNEY,COLO741_SKIN,126,329,0.07921075820922852,0.900709219858156,2.773064912290638e-40,3.5579580448212833,True
X_pca,43,paclitaxel,COLO741_SKIN,PANC0203_PANCREAS,329,506,0.07466542720794678,0.7315857130843255,5.19201324791425e-30,2.0302767836629125,True
X_pca,43,paclitaxel,SNU449_LIVER,COLO741_SKIN,282,329,0.00980830192565918,0.5017029899329583,0.4711395104223065,0.37452075608300733,False
X_pca,43,paclitaxel,COLO741_SKIN,SQ1_LUNG,329,238,0.004081010818481445,0.590010472274016,0.00012575953825770054,11.818587350427942,True
X_pca,43,paclitaxel,COLO741_SKIN,TCCSUP_URINARY_TRACT,329,316,0.09245026111602783,0.294621215035974,1.0,-1.4575930404902726,False
X_pca,43,paclitaxel,COLO792_SKIN,GOS3_CENTRAL_NERVOUS_SYSTEM,271,191,0.07807475328445435,0.46958134502810994,0.867467233730185,-0.25147626764823877,False
X_pca,43,paclitaxel,KYSE520_OESOPHAGUS,COLO792_SKIN,323,271,0.029705405235290527,0.2148789599351102,1.0,-6.504111181622088,False
X_pca,43,paclitaxel,COLO792_SKIN,LMSU_STOMACH,271,255,0.007509171962738037,0.9452282758121698,4.1858104844009064e-70,54.28519737414737,True
X_pca,43,paclitaxel,NCIH1299_LUNG,COLO792_SKIN,534,271,0.05046349763870239,0.24732921486518236,1.0,-3.6778179407948928,False
X_pca,43,paclitaxel,COLO792_SKIN,SNU899_UPPER_AERODIGESTIVE_TRACT,271,83,0.02265787124633789,0.9574534299559863,8.927471569843918e-37,17.133999542543926,True
X_pca,43,paclitaxel,COLO792_SKIN,TM31_CENTRAL_NERVOUS_SYSTEM,271,116,0.030179083347320557,0.7284323705306018,5.309850937733071e-13,5.046719142882735,True
X_pca,43,paclitaxel,VMRCRCZ_KIDNEY,COLO792_SKIN,300,271,0.08237498998641968,0.7407626076260763,1.353271670437977e-23,1.9956434583308615,True
X_pca,43,paclitaxel,COV434_OVARY,KNS42_CENTRAL_NERVOUS_SYSTEM,88,172,0.0012295842170715332,0.12638742071881606,1.0,-228.32619895768568,False
X_pca,43,paclitaxel,COV434_OVARY,LI7_LIVER,88,196,0.0795220136642456,0.2402017625231911,0.9999999999987383,-2.4328116473110737,False
X_pca,43,paclitaxel,LS1034_LARGE_INTESTINE,COV434_OVARY,146,88,0.09772521257400513,0.9999221668742216,7.793708011454775e-38,6.603005989709104,True
X_pca,43,paclitaxel,NCIH1792_LUNG,COV434_OVARY,111,88,0.042473554611206055,0.7113022113022113,1.5754097087947348e-07,3.0676922061098475,True
X_pca,43,paclitaxel,COV434_OVARY,NCIH2126_LUNG,88,264,0.001397848129272461,0.3137913223140496,0.9999999168591344,-74.1740277691636,False
X_pca,43,paclitaxel,COV434_OVARY,NCIH2170_LUNG,88,142,0.00023448467254638672,0.30201664532650446,0.9999997735891683,-526.3793565338976,False
X_pca,43,paclitaxel,COV434_OVARY,SW1088_CENTRAL_NERVOUS_SYSTEM,88,128,0.019152581691741943,0.10609019886363637,1.0,-18.058446830625247,False
X_pca,43,paclitaxel,COV434_OVARY,TE10_OESOPHAGUS,88,219,0.010134339332580566,0.15680780406807804,1.0,-25.176476163753478,False
X_pca,43,paclitaxel,HMC18_BREAST,DETROIT562_UPPER_AERODIGESTIVE_TRACT,293,163,0.07714134454727173,0.7621181348018174,8.319180530486249e-21,2.00841868849651,True
X_pca,43,paclitaxel,KALS1_CENTRAL_NERVOUS_SYSTEM,DETROIT562_UPPER_AERODIGESTIVE_TRACT,288,163,0.097251296043396,0.410851226993865,0.9991768991062889,-0.5261178698217489,False
X_pca,43,paclitaxel,DETROIT562_UPPER_AERODIGESTIVE_TRACT,NCIH1944_LUNG,163,414,0.07705643773078918,0.34017960344980885,0.9999999989004061,-1.336150637871099,False
X_pca,43,paclitaxel,DETROIT562_UPPER_AERODIGESTIVE_TRACT,PATU8988S_PANCREAS,163,244,0.004900068044662476,0.009328170572261893,1.0,-116.27388481528554,False
X_pca,43,paclitaxel,SCC9_UPPER_AERODIGESTIVE_TRACT,DETROIT562_UPPER_AERODIGESTIVE_TRACT,475,163,0.08122670650482178,0.46124636745237324,0.9302920792768076,-0.26211701457410697,False
X_pca,43,paclitaxel,DETROIT562_UPPER_AERODIGESTIVE_TRACT,SKNAS_AUTONOMIC_GANGLIA,163,226,0.02234095335006714,0.676149628101417,1.5146843171951346e-09,4.891500006549806,True
X_pca,43,paclitaxel,DETROIT562_UPPER_AERODIGESTIVE_TRACT,TOV112D_OVARY,163,78,0.09320515394210815,0.5320119553248388,0.21104783050241765,0.18701012970782063,False
X_pca,43,paclitaxel,DKMG_CENTRAL_NERVOUS_SYSTEM,EFM192A_BREAST,271,333,0.037477314472198486,0.2086255997695112,1.0,-4.235027287414989,False
X_pca,43,paclitaxel,DKMG_CENTRAL_NERVOUS_SYSTEM,HCC366_LUNG,271,202,0.045653343200683594,0.09172116473639984,1.0,-7.213640340710274,False
X_pca,43,paclitaxel,IGR1_SKIN,DKMG_CENTRAL_NERVOUS_SYSTEM,725,271,0.08754277229309082,0.6035017177757984,2.4133461018317056e-07,0.6265440639626406,True
X_pca,43,paclitaxel,KPNSI9S_AUTONOMIC_GANGLIA,DKMG_CENTRAL_NERVOUS_SYSTEM,129,271,0.09690842032432556,0.5148602648817185,0.31554882819295776,0.05853514669588765,False
X_pca,43,paclitaxel,OVK18_OVARY,DKMG_CENTRAL_NERVOUS_SYSTEM,178,271,0.09441322088241577,0.3825821966084829,0.9999873238644652,-0.7012614882691429,False
X_pca,43,paclitaxel,DKMG_CENTRAL_NERVOUS_SYSTEM,SH10TC_STOMACH,271,351,0.02064359188079834,0.031496725223662494,1.0,-19.638927197997578,False
X_pca,43,paclitaxel,FTC133_THYROID,EBC1_LUNG,140,186,0.0007442235946655273,0.7112135176651305,3.3195631550752843e-11,194.1055635030128,True
X_pca,43,paclitaxel,HDQP1_BREAST,EBC1_LUNG,64,186,0.0743246078491211,0.4928595430107527,0.5680240580561486,-0.02796327038324982,False
X_pca,43,paclitaxel,HS852T_SKIN,EBC1_LUNG,162,186,0.0856519341468811,0.9684388689765033,1.1385950812681702e-51,4.360298638680168,True
X_pca,43,paclitaxel,LS180_LARGE_INTESTINE,EBC1_LUNG,361,186,0.005618482828140259,0.6031036845083847,3.854993772741007e-05,8.73201599036279,True
X_pca,43,paclitaxel,EBC1_LUNG,NCIH2228_LUNG,186,367,0.01576027274131775,0.1510210658931763,1.0,-14.971949233362245,False
X_pca,43,paclitaxel,NCIH2452_PLEURA,EBC1_LUNG,538,186,0.06477987766265869,0.9049546308510213,2.5334330228489968e-61,4.798608540798937,True
X_pca,43,paclitaxel,NCIH292_LUNG,EBC1_LUNG,213,186,0.09088367223739624,0.17138674339946489,1.0,-2.2139632763687267,False
X_pca,43,paclitaxel,EFE184_ENDOMETRIUM,HT1197_URINARY_TRACT,86,74,0.02568972110748291,0.36957888120678817,0.9977597209115145,-2.7430817172931454,False
X_pca,43,paclitaxel,IALM_LUNG,EFE184_ENDOMETRIUM,322,86,0.09462392330169678,0.2141051567239636,0.9999999999999998,-2.3304505835784965,False
X_pca,43,paclitaxel,EFE184_ENDOMETRIUM,SNU46_UPPER_AERODIGESTIVE_TRACT,86,236,0.06962484121322632,0.6583563263697281,6.877729427075256e-06,1.5379598807028838,True
X_pca,43,paclitaxel,EFE184_ENDOMETRIUM,TE1_OESOPHAGUS,86,206,0.07530844211578369,0.5938699480695416,0.005739659251823832,0.7039835461488771,True
X_pca,43,paclitaxel,EFM192A_BREAST,HCC366_LUNG,333,202,0.008176028728485107,0.20783159397020784,1.0,-20.867019236068693,False
X_pca,43,paclitaxel,EFM192A_BREAST,HT1080_SOFT_TISSUE,333,516,0.06592729687690735,0.7387038200991689,3.2651043231551546e-32,2.362571654113389,True
X_pca,43,paclitaxel,EFM192A_BREAST,RERFLCAI_LUNG,333,763,0.09435856342315674,0.5313032560738983,0.04945205824094763,0.14943033409995685,False
X_pca,43,paclitaxel,SH10TC_STOMACH,EFM192A_BREAST,351,333,0.016833722591400146,0.9284498173387062,4.942386556849083e-84,14.65513924587371,True
X_pca,43,paclitaxel,GOS3_CENTRAL_NERVOUS_SYSTEM,EKVX_LUNG,191,146,0.07296580076217651,0.6828157498386287,4.417465074048407e-09,1.7327686541958822,True
X_pca,43,paclitaxel,EKVX_LUNG,HMC18_BREAST,146,293,0.025223493576049805,0.43915096544953014,0.9811818939998874,-1.3092317069470485,False
