rep,seed,drug_a,drug_b,cell_line,n_cells,rho
X_scGPT,42,etoposide,sorafenib,BHY_UPPER_AERODIGESTIVE_TRACT,145,0.5456069910250354
X_scGPT,42,etoposide,sorafenib,BICR16_UPPER_AERODIGESTIVE_TRACT,212,0.061994249319578386
X_scGPT,42,etoposide,sorafenib,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.4114850416423431
X_scGPT,42,etoposide,sorafenib,BICR56_UPPER_AERODIGESTIVE_TRACT,81,0.48136856368563685
X_scGPT,42,etoposide,sorafenib,BICR6_UPPER_AERODIGESTIVE_TRACT,286,-0.011637912793240135
X_scGPT,42,etoposide,sorafenib,BT474_BREAST,125,-0.09788632872503839
X_scGPT,42,etoposide,sorafenib,BT549_BREAST,266,0.4185095981420585
X_scGPT,42,etoposide,sorafenib,CAKI2_KIDNEY,278,-0.06573122775798226
X_scGPT,42,etoposide,sorafenib,CALU6_LUNG,258,0.5435721151041032
X_scGPT,42,etoposide,sorafenib,CAMA1_BREAST,291,0.6456539841927645
X_scGPT,42,etoposide,sorafenib,CAS1_CENTRAL_NERVOUS_SYSTEM,133,0.6063598616622968
X_scGPT,42,etoposide,sorafenib,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.4124714090237655
X_scGPT,42,etoposide,sorafenib,COLO741_SKIN,329,0.40642307873755723
X_scGPT,42,etoposide,sorafenib,COLO792_SKIN,271,-0.1526903504329161
X_scGPT,42,etoposide,sorafenib,COV434_OVARY,88,-0.5763622274664507
X_scGPT,42,etoposide,sorafenib,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.3001867646488326
X_scGPT,42,etoposide,sorafenib,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.5654245954224248
X_scGPT,42,etoposide,sorafenib,EBC1_LUNG,186,0.12248926518376232
X_scGPT,42,etoposide,sorafenib,EFE184_ENDOMETRIUM,86,-0.09595735647907919
X_scGPT,42,etoposide,sorafenib,EFM192A_BREAST,333,-0.10040485619448176
X_scGPT,42,etoposide,sorafenib,EKVX_LUNG,146,0.5382800073265017
X_scGPT,42,etoposide,sorafenib,FTC133_THYROID,140,0.3300911854103344
X_scGPT,42,etoposide,sorafenib,GOS3_CENTRAL_NERVOUS_SYSTEM,191,0.543617387710113
X_scGPT,42,etoposide,sorafenib,HCC1428_BREAST,127,0.46036628233970756
X_scGPT,42,etoposide,sorafenib,HCC366_LUNG,202,0.12426648885019374
X_scGPT,42,etoposide,sorafenib,HCC38_BREAST,200,0.1544138603465087
X_scGPT,42,etoposide,sorafenib,HCC56_LARGE_INTESTINE,99,0.6766481137909709
X_scGPT,42,etoposide,sorafenib,HDQP1_BREAST,64,0.0569139194139194
X_scGPT,42,etoposide,sorafenib,HEC151_ENDOMETRIUM,250,-0.0023697019152306435
X_scGPT,42,etoposide,sorafenib,HEC251_ENDOMETRIUM,107,0.534806716432532
X_scGPT,42,etoposide,sorafenib,HEC6_ENDOMETRIUM,161,0.45633770416379116
X_scGPT,42,etoposide,sorafenib,HEP3B217_LIVER,118,0.4483363097520625
X_scGPT,42,etoposide,sorafenib,HMC18_BREAST,293,0.5340070854654453
X_scGPT,42,etoposide,sorafenib,HOS_BONE,829,0.42027127758951055
X_scGPT,42,etoposide,sorafenib,HS852T_SKIN,162,0.5578390569054745
X_scGPT,42,etoposide,sorafenib,HT1080_SOFT_TISSUE,516,0.2793225413825616
X_scGPT,42,etoposide,sorafenib,HT1197_URINARY_TRACT,74,-0.018171047760088852
X_scGPT,42,etoposide,sorafenib,HT55_LARGE_INTESTINE,211,0.27169172596159985
X_scGPT,42,etoposide,sorafenib,HUH28_BILIARY_TRACT,139,0.2702622994771884
X_scGPT,42,etoposide,sorafenib,HUH6_LIVER,338,0.34453482758411724
X_scGPT,42,etoposide,sorafenib,HUPT3_PANCREAS,136,-0.330079671771385
X_scGPT,42,etoposide,sorafenib,HUPT4_PANCREAS,56,-0.15885167464114833
X_scGPT,42,etoposide,sorafenib,IALM_LUNG,322,-0.029548079630919925
X_scGPT,42,etoposide,sorafenib,IGR1_SKIN,725,0.44232403181086044
X_scGPT,42,etoposide,sorafenib,IGR37_SKIN,347,0.10321707347755385
X_scGPT,42,etoposide,sorafenib,IM95_STOMACH,185,-0.4813312611349077
X_scGPT,42,etoposide,sorafenib,JHH6_LIVER,206,0.6046069316750576
X_scGPT,42,etoposide,sorafenib,JHOC5_OVARY,145,0.16769406392694064
X_scGPT,42,etoposide,sorafenib,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.33218696373814954
X_scGPT,42,etoposide,sorafenib,KMRC3_KIDNEY,245,0.47586598013855685
X_scGPT,42,etoposide,sorafenib,KNS42_CENTRAL_NERVOUS_SYSTEM,172,0.35284170905823503
X_scGPT,42,etoposide,sorafenib,KPL1_BREAST,276,0.6202405787588647
X_scGPT,42,etoposide,sorafenib,KPNSI9S_AUTONOMIC_GANGLIA,129,0.1861750894454383
X_scGPT,42,etoposide,sorafenib,KYSE520_OESOPHAGUS,323,0.3618936514346395
X_scGPT,42,etoposide,sorafenib,LI7_LIVER,196,-0.12399811935707512
X_scGPT,42,etoposide,sorafenib,LMSU_STOMACH,255,0.4780034159333025
X_scGPT,42,etoposide,sorafenib,LNCAPCLONEFGC_PROSTATE,129,0.6754975402504474
X_scGPT,42,etoposide,sorafenib,LS1034_LARGE_INTESTINE,146,-0.37846201305274124
X_scGPT,42,etoposide,sorafenib,LS180_LARGE_INTESTINE,361,0.5602051800043872
X_scGPT,42,etoposide,sorafenib,MCF7_BREAST,143,0.24858416231655664
X_scGPT,42,etoposide,sorafenib,MDAMB361_BREAST,135,0.307311481806653
X_scGPT,42,etoposide,sorafenib,MFE319_ENDOMETRIUM,191,0.5802304353816479
X_scGPT,42,etoposide,sorafenib,MKN45_STOMACH,118,0.21521150833214645
X_scGPT,42,etoposide,sorafenib,MKN7_STOMACH,258,-0.06988343618512834
X_scGPT,42,etoposide,sorafenib,MSTO211H_PLEURA,297,0.5385072381716678
X_scGPT,42,etoposide,sorafenib,NCIH1299_LUNG,534,0.34019956424251035
X_scGPT,42,etoposide,sorafenib,NCIH1373_LUNG,164,0.17570769795818425
X_scGPT,42,etoposide,sorafenib,NCIH1435_LUNG,267,0.2521318809349384
X_scGPT,42,etoposide,sorafenib,NCIH1792_LUNG,111,0.2875570375570375
X_scGPT,42,etoposide,sorafenib,NCIH1944_LUNG,414,0.6821702221032779
X_scGPT,42,etoposide,sorafenib,NCIH2087_LUNG,219,0.05659282278611172
X_scGPT,42,etoposide,sorafenib,NCIH2110_LUNG,1990,0.6862567850195833
X_scGPT,42,etoposide,sorafenib,NCIH2126_LUNG,264,-0.07885527199681729
X_scGPT,42,etoposide,sorafenib,NCIH2170_LUNG,142,0.21109157549073645
X_scGPT,42,etoposide,sorafenib,NCIH2228_LUNG,367,0.25983611412679336
X_scGPT,42,etoposide,sorafenib,NCIH226_LUNG,235,0.4710024318751329
X_scGPT,42,etoposide,sorafenib,NCIH2444_LUNG,237,-0.03571834226074038
X_scGPT,42,etoposide,sorafenib,NCIH2452_PLEURA,538,0.38576077235080086
X_scGPT,42,etoposide,sorafenib,NCIH292_LUNG,213,0.3947126596645647
X_scGPT,42,etoposide,sorafenib,NCIH358_LUNG,336,0.6324315261336387
X_scGPT,42,etoposide,sorafenib,NCIH446_LUNG,196,0.807540103116608
X_scGPT,42,etoposide,sorafenib,NCIH460_LUNG,837,0.452847068199735
X_scGPT,42,etoposide,sorafenib,NCIH522_LUNG,208,0.6261090350707633
X_scGPT,42,etoposide,sorafenib,NCIH650_LUNG,271,0.30629597472445313
X_scGPT,42,etoposide,sorafenib,NCIH747_LARGE_INTESTINE,80,-0.31793248945147684
X_scGPT,42,etoposide,sorafenib,OAW28_OVARY,161,-0.18564814814814817
X_scGPT,42,etoposide,sorafenib,ONCODG1_OVARY,270,0.3515984825275762
X_scGPT,42,etoposide,sorafenib,OSRC2_KIDNEY,126,-0.16306861642294715
X_scGPT,42,etoposide,sorafenib,OUMS23_LARGE_INTESTINE,107,-0.1865240306432336
X_scGPT,42,etoposide,sorafenib,OVCAR4_OVARY,283,0.24392691008088976
X_scGPT,42,etoposide,sorafenib,OVK18_OVARY,178,0.6770075186530048
X_scGPT,42,etoposide,sorafenib,OVSAHO_OVARY,227,0.5036963778984712
X_scGPT,42,etoposide,sorafenib,OVTOKO_OVARY,209,0.6430030495819968
X_scGPT,42,etoposide,sorafenib,PANC0203_PANCREAS,506,0.5186819736771724
X_scGPT,42,etoposide,sorafenib,PATU8988S_PANCREAS,244,0.30042501517911346
X_scGPT,42,etoposide,sorafenib,PC3_PROSTATE,169,0.37577942419571375
X_scGPT,42,etoposide,sorafenib,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,0.6306284992148946
X_scGPT,42,etoposide,sorafenib,PK45H_PANCREAS,271,0.15910269396811616
X_scGPT,42,etoposide,sorafenib,PK59_PANCREAS,174,-0.19271505452888746
X_scGPT,42,etoposide,sorafenib,RCC10RGB_KIDNEY,233,0.16391927839315734
X_scGPT,42,etoposide,sorafenib,RCM1_LARGE_INTESTINE,128,0.5158453122138802
X_scGPT,42,etoposide,sorafenib,RD_SOFT_TISSUE,261,0.6037776472890977
X_scGPT,42,etoposide,sorafenib,RERFLCAD1_LUNG,243,0.11602362422034551
X_scGPT,42,etoposide,sorafenib,RERFLCAI_LUNG,763,0.08263477848687907
X_scGPT,42,etoposide,sorafenib,RT4_URINARY_TRACT,106,-0.18740458976748872
X_scGPT,42,etoposide,sorafenib,RVH421_SKIN,239,0.37936869308392807
X_scGPT,42,etoposide,sorafenib,SCC25_UPPER_AERODIGESTIVE_TRACT,898,0.5151115489154993
X_scGPT,42,etoposide,sorafenib,SCC9_UPPER_AERODIGESTIVE_TRACT,475,0.7746313662040434
X_scGPT,42,etoposide,sorafenib,SH10TC_STOMACH,351,-0.1547222222222222
X_scGPT,42,etoposide,sorafenib,SKES1_BONE,91,0.5637840420449116
X_scGPT,42,etoposide,sorafenib,SKMEL2_SKIN,276,0.6013333143077297
X_scGPT,42,etoposide,sorafenib,SKMEL30_SKIN,353,0.3271163524620576
X_scGPT,42,etoposide,sorafenib,SKMEL5_SKIN,297,0.38382647443050133
X_scGPT,42,etoposide,sorafenib,SKNAS_AUTONOMIC_GANGLIA,226,0.6130188556651462
X_scGPT,42,etoposide,sorafenib,SNU1079_BILIARY_TRACT,73,0.4984265087004814
X_scGPT,42,etoposide,sorafenib,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,0.618021805756474
X_scGPT,42,etoposide,sorafenib,SNU308_BILIARY_TRACT,94,0.5749593613408951
X_scGPT,42,etoposide,sorafenib,SNU423_LIVER,212,0.38831324709411796
X_scGPT,42,etoposide,sorafenib,SNU449_LIVER,282,0.6150355002339749
X_scGPT,42,etoposide,sorafenib,SNU46_UPPER_AERODIGESTIVE_TRACT,236,0.4043027932093834
X_scGPT,42,etoposide,sorafenib,SNU738_CENTRAL_NERVOUS_SYSTEM,379,0.5414585275854543
X_scGPT,42,etoposide,sorafenib,SNU899_UPPER_AERODIGESTIVE_TRACT,83,0.2625204651358045
X_scGPT,42,etoposide,sorafenib,SNUC4_LARGE_INTESTINE,467,0.11696522009817541
X_scGPT,42,etoposide,sorafenib,SQ1_LUNG,238,-0.273340012346234
X_scGPT,42,etoposide,sorafenib,SU8686_PANCREAS,82,0.19889857533113484
X_scGPT,42,etoposide,sorafenib,SW1088_CENTRAL_NERVOUS_SYSTEM,128,0.2789724867240432
X_scGPT,42,etoposide,sorafenib,SW1271_LUNG,115,0.580998974197112
X_scGPT,42,etoposide,sorafenib,SW1990_PANCREAS,307,-0.11657496874971487
X_scGPT,42,etoposide,sorafenib,SW579_THYROID,217,0.4286724258609432
X_scGPT,42,etoposide,sorafenib,T47D_BREAST,221,0.44909001967825496
X_scGPT,42,etoposide,sorafenib,TCCSUP_URINARY_TRACT,316,0.6628328798276489
X_scGPT,42,etoposide,sorafenib,TE10_OESOPHAGUS,219,-0.11431444011562147
X_scGPT,42,etoposide,sorafenib,TE14_OESOPHAGUS,474,0.7026051413222758
X_scGPT,42,etoposide,sorafenib,TE1_OESOPHAGUS,206,0.06488209837775878
X_scGPT,42,etoposide,sorafenib,TE6_OESOPHAGUS,551,0.4274617475951019
X_scGPT,42,etoposide,sorafenib,TE9_OESOPHAGUS,248,0.5148434930790157
X_scGPT,42,etoposide,sorafenib,TM31_CENTRAL_NERVOUS_SYSTEM,116,0.45069003959558684
X_scGPT,42,etoposide,sorafenib,TOV112D_OVARY,78,0.6218717990869889
X_scGPT,42,etoposide,sorafenib,UACC257_SKIN,239,0.5760890967265567
X_scGPT,42,etoposide,sorafenib,UMUC1_URINARY_TRACT,197,0.5335176063965043
X_scGPT,42,etoposide,sorafenib,VMCUB1_URINARY_TRACT,478,0.23492651742655485
X_scGPT,42,etoposide,sorafenib,VMRCRCZ_KIDNEY,300,0.4806373404148935
X_scGPT,42,etoposide,sorafenib,YD38_UPPER_AERODIGESTIVE_TRACT,624,0.32731003827633043
X_scGPT,42,etoposide,sorafenib,ZR751_BREAST,309,0.5111408478774591
X_scGPT,42,etoposide,dasatinib,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,-0.2538361066217419
X_scGPT,42,etoposide,dasatinib,8305C_THYROID,459,-0.6246047966683665
X_scGPT,42,etoposide,dasatinib,A204_SOFT_TISSUE,250,-0.5439389430230883
X_scGPT,42,etoposide,dasatinib,A2058_SKIN,294,0.6483921502887035
X_scGPT,42,etoposide,dasatinib,A375_SKIN,593,-0.0931241681663267
X_scGPT,42,etoposide,dasatinib,ACCMESO1_PLEURA,162,0.3205666131779762
X_scGPT,42,etoposide,dasatinib,ASPC1_PANCREAS,290,-0.24984667085713022
X_scGPT,42,etoposide,dasatinib,BCPAP_THYROID,152,-0.40596231521538556
X_scGPT,42,etoposide,dasatinib,BFTC909_KIDNEY,379,-0.22829765707143845
X_scGPT,42,etoposide,dasatinib,BHY_UPPER_AERODIGESTIVE_TRACT,145,-0.17918044402456304
X_scGPT,42,etoposide,dasatinib,BICR16_UPPER_AERODIGESTIVE_TRACT,212,0.060409852479807756
X_scGPT,42,etoposide,dasatinib,BICR31_UPPER_AERODIGESTIVE_TRACT,248,-0.36422456182310536
X_scGPT,42,etoposide,dasatinib,BICR56_UPPER_AERODIGESTIVE_TRACT,81,-0.19577687443541103
X_scGPT,42,etoposide,dasatinib,BICR6_UPPER_AERODIGESTIVE_TRACT,286,0.0791606339744979
X_scGPT,42,etoposide,dasatinib,BT474_BREAST,125,0.29445161290322575
X_scGPT,42,etoposide,dasatinib,BT549_BREAST,266,-0.3891306600187133
X_scGPT,42,etoposide,dasatinib,CAKI2_KIDNEY,278,-0.3568008525519167
X_scGPT,42,etoposide,dasatinib,CALU6_LUNG,258,-0.30718336781136524
X_scGPT,42,etoposide,dasatinib,CAMA1_BREAST,291,-0.2892164071897112
X_scGPT,42,etoposide,dasatinib,CAS1_CENTRAL_NERVOUS_SYSTEM,133,-0.6478764754491384
X_scGPT,42,etoposide,dasatinib,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.13633910560373055
X_scGPT,42,etoposide,dasatinib,COLO741_SKIN,329,0.684327970939284
X_scGPT,42,etoposide,dasatinib,COLO792_SKIN,271,0.8273406410534693
X_scGPT,42,etoposide,dasatinib,COV434_OVARY,88,-0.32293684618364976
X_scGPT,42,etoposide,dasatinib,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.24054122954317475
X_scGPT,42,etoposide,dasatinib,DKMG_CENTRAL_NERVOUS_SYSTEM,271,-0.3259002001784724
X_scGPT,42,etoposide,dasatinib,EBC1_LUNG,186,-0.20825776613252894
X_scGPT,42,etoposide,dasatinib,EFE184_ENDOMETRIUM,86,-0.2405679513184584
X_scGPT,42,etoposide,dasatinib,EFM192A_BREAST,333,0.07636339174467736
X_scGPT,42,etoposide,dasatinib,EKVX_LUNG,146,0.2750388015385654
X_scGPT,42,etoposide,dasatinib,FTC133_THYROID,140,-0.22856268176947808
X_scGPT,42,etoposide,dasatinib,GOS3_CENTRAL_NERVOUS_SYSTEM,191,0.09674152659134748
X_scGPT,42,etoposide,dasatinib,HCC1428_BREAST,127,0.01447084739407574
X_scGPT,42,etoposide,dasatinib,HCC366_LUNG,202,-0.5006992060135357
X_scGPT,42,etoposide,dasatinib,HCC38_BREAST,200,-0.1604830120753019
X_scGPT,42,etoposide,dasatinib,HCC56_LARGE_INTESTINE,99,-0.31411255411255407
X_scGPT,42,etoposide,dasatinib,HDQP1_BREAST,64,-0.13869047619047617
X_scGPT,42,etoposide,dasatinib,HEC151_ENDOMETRIUM,250,-0.2660068161090577
X_scGPT,42,etoposide,dasatinib,HEC251_ENDOMETRIUM,107,0.08014459530946923
X_scGPT,42,etoposide,dasatinib,HEC6_ENDOMETRIUM,161,-0.21777087646652868
X_scGPT,42,etoposide,dasatinib,HEP3B217_LIVER,118,-0.035238606524748105
X_scGPT,42,etoposide,dasatinib,HMC18_BREAST,293,0.3485360107856318
X_scGPT,42,etoposide,dasatinib,HOS_BONE,829,-0.5667664627145494
X_scGPT,42,etoposide,dasatinib,HS852T_SKIN,162,-0.17897541637205547
X_scGPT,42,etoposide,dasatinib,HT1080_SOFT_TISSUE,516,-0.2828777972506685
X_scGPT,42,etoposide,dasatinib,HT1197_URINARY_TRACT,74,-0.34456867826730836
X_scGPT,42,etoposide,dasatinib,HT55_LARGE_INTESTINE,211,0.1647858356433873
X_scGPT,42,etoposide,dasatinib,HUH28_BILIARY_TRACT,139,0.08295723669511594
X_scGPT,42,etoposide,dasatinib,HUH6_LIVER,338,-0.6008731932198713
X_scGPT,42,etoposide,dasatinib,HUPT3_PANCREAS,136,-0.15186775440103048
X_scGPT,42,etoposide,dasatinib,HUPT4_PANCREAS,56,-0.3473684210526316
X_scGPT,42,etoposide,dasatinib,IALM_LUNG,322,-0.14669013523842353
X_scGPT,42,etoposide,dasatinib,IGR1_SKIN,725,0.23508298314200735
X_scGPT,42,etoposide,dasatinib,IGR37_SKIN,347,0.5223890070589966
X_scGPT,42,etoposide,dasatinib,IM95_STOMACH,185,0.19715894014631744
X_scGPT,42,etoposide,dasatinib,JHH6_LIVER,206,-0.1191659202366612
X_scGPT,42,etoposide,dasatinib,JHOC5_OVARY,145,-0.3177019367028814
X_scGPT,42,etoposide,dasatinib,KALS1_CENTRAL_NERVOUS_SYSTEM,288,-0.02399087325030443
X_scGPT,42,etoposide,dasatinib,KMRC3_KIDNEY,245,-0.4387077821932452
X_scGPT,42,etoposide,dasatinib,KNS42_CENTRAL_NERVOUS_SYSTEM,172,-0.565011803604993
X_scGPT,42,etoposide,dasatinib,KPL1_BREAST,276,-0.15853255518614176
X_scGPT,42,etoposide,dasatinib,KPNSI9S_AUTONOMIC_GANGLIA,129,-0.5081451252236137
X_scGPT,42,etoposide,dasatinib,KYSE520_OESOPHAGUS,323,0.25722289679360627
X_scGPT,42,etoposide,dasatinib,LI7_LIVER,196,-0.040637824829267914
X_scGPT,42,etoposide,dasatinib,LMSU_STOMACH,255,0.05694187123668365
X_scGPT,42,etoposide,dasatinib,LNCAPCLONEFGC_PROSTATE,129,-0.2828208855098391
X_scGPT,42,etoposide,dasatinib,LS1034_LARGE_INTESTINE,146,0.05178872682752837
X_scGPT,42,etoposide,dasatinib,LS180_LARGE_INTESTINE,361,-0.35661070384597726
X_scGPT,42,etoposide,dasatinib,MCF7_BREAST,143,0.3713721724285104
X_scGPT,42,etoposide,dasatinib,MDAMB361_BREAST,135,0.5746610086820798
X_scGPT,42,etoposide,dasatinib,MFE319_ENDOMETRIUM,191,-0.035121589969688616
X_scGPT,42,etoposide,dasatinib,MKN45_STOMACH,118,0.31288186721885625
X_scGPT,42,etoposide,dasatinib,MKN7_STOMACH,258,0.0715464873459625
X_scGPT,42,etoposide,dasatinib,MSTO211H_PLEURA,297,-0.321970384050921
X_scGPT,42,etoposide,dasatinib,NCIH1299_LUNG,534,0.27486454735144045
X_scGPT,42,etoposide,dasatinib,NCIH1373_LUNG,164,0.01562988859113354
X_scGPT,42,etoposide,dasatinib,NCIH1435_LUNG,267,0.040354113524629955
X_scGPT,42,etoposide,dasatinib,NCIH1792_LUNG,111,-0.46401368901368895
X_scGPT,42,etoposide,dasatinib,NCIH1944_LUNG,414,0.05197224311500133
X_scGPT,42,etoposide,dasatinib,NCIH2087_LUNG,219,0.1258765866532613
X_scGPT,42,etoposide,dasatinib,NCIH2110_LUNG,1990,-0.21370472827173717
X_scGPT,42,etoposide,dasatinib,NCIH2126_LUNG,264,-0.16534771634850545
X_scGPT,42,etoposide,dasatinib,NCIH2170_LUNG,142,-0.09582117013942008
X_scGPT,42,etoposide,dasatinib,NCIH2228_LUNG,367,-0.09392145286181228
X_scGPT,42,etoposide,dasatinib,NCIH226_LUNG,235,-0.45247949550149325
X_scGPT,42,etoposide,dasatinib,NCIH2444_LUNG,237,-0.17355618497130668
X_scGPT,42,etoposide,dasatinib,NCIH2452_PLEURA,538,-0.27661309575458914
X_scGPT,42,etoposide,dasatinib,NCIH292_LUNG,213,-0.16810136076554547
X_scGPT,42,etoposide,dasatinib,NCIH358_LUNG,336,-0.28067831676716043
X_scGPT,42,etoposide,dasatinib,NCIH446_LUNG,196,-0.09534859629130842
X_scGPT,42,etoposide,dasatinib,NCIH460_LUNG,837,-0.007475183820505788
X_scGPT,42,etoposide,dasatinib,NCIH522_LUNG,208,0.3779298812128761
X_scGPT,42,etoposide,dasatinib,NCIH650_LUNG,271,-0.6166811373996093
X_scGPT,42,etoposide,dasatinib,NCIH747_LARGE_INTESTINE,80,-0.055110173464603854
X_scGPT,42,etoposide,dasatinib,OAW28_OVARY,161,-0.08016448125143778
X_scGPT,42,etoposide,dasatinib,ONCODG1_OVARY,270,0.14471498618331904
X_scGPT,42,etoposide,dasatinib,OSRC2_KIDNEY,126,0.013189351331083616
X_scGPT,42,etoposide,dasatinib,OUMS23_LARGE_INTESTINE,107,-0.1893649953956778
X_scGPT,42,etoposide,dasatinib,OVCAR4_OVARY,283,-0.2110791203880678
X_scGPT,42,etoposide,dasatinib,OVK18_OVARY,178,0.11746099971380816
X_scGPT,42,etoposide,dasatinib,OVSAHO_OVARY,227,0.337417849719617
X_scGPT,42,etoposide,dasatinib,OVTOKO_OVARY,209,0.09010857563489143
X_scGPT,42,etoposide,dasatinib,PANC0203_PANCREAS,506,-0.3305560759317507
X_scGPT,42,etoposide,dasatinib,PATU8988S_PANCREAS,244,0.06343176007500753
X_scGPT,42,etoposide,dasatinib,PC3_PROSTATE,169,-0.30483566207548113
X_scGPT,42,etoposide,dasatinib,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,-0.31214143398017474
X_scGPT,42,etoposide,dasatinib,PK45H_PANCREAS,271,-0.45162795745604517
X_scGPT,42,etoposide,dasatinib,PK59_PANCREAS,174,-0.3198940744326433
X_scGPT,42,etoposide,dasatinib,RCC10RGB_KIDNEY,233,-0.6233725329477882
X_scGPT,42,etoposide,dasatinib,RCM1_LARGE_INTESTINE,128,-0.3467885918329976
X_scGPT,42,etoposide,dasatinib,RD_SOFT_TISSUE,261,-0.3154311863445846
X_scGPT,42,etoposide,dasatinib,RERFLCAD1_LUNG,243,-0.2538825914384782
X_scGPT,42,etoposide,dasatinib,RERFLCAI_LUNG,763,-0.33625791012157874
X_scGPT,42,etoposide,dasatinib,RT4_URINARY_TRACT,106,0.17641131571655286
X_scGPT,42,etoposide,dasatinib,RVH421_SKIN,239,-0.3565468865370416
X_scGPT,42,etoposide,dasatinib,SCC25_UPPER_AERODIGESTIVE_TRACT,898,-0.006857127318134195
X_scGPT,42,etoposide,dasatinib,SCC9_UPPER_AERODIGESTIVE_TRACT,475,-0.42840705636018567
X_scGPT,42,etoposide,dasatinib,SH10TC_STOMACH,351,-0.3723676323676324
X_scGPT,42,etoposide,dasatinib,SKES1_BONE,91,0.09496735148909062
X_scGPT,42,etoposide,dasatinib,SKMEL2_SKIN,276,0.3814329133431315
X_scGPT,42,etoposide,dasatinib,SKMEL30_SKIN,353,0.5487200836326971
X_scGPT,42,etoposide,dasatinib,SKMEL5_SKIN,297,0.20466134224523488
X_scGPT,42,etoposide,dasatinib,SKNAS_AUTONOMIC_GANGLIA,226,0.10098891531194366
X_scGPT,42,etoposide,dasatinib,SNU1079_BILIARY_TRACT,73,-0.44788967049241035
X_scGPT,42,etoposide,dasatinib,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,-0.2985622359840132
X_scGPT,42,etoposide,dasatinib,SNU308_BILIARY_TRACT,94,-0.14804031354983202
X_scGPT,42,etoposide,dasatinib,SNU423_LIVER,212,-0.5778073610220744
X_scGPT,42,etoposide,dasatinib,SNU449_LIVER,282,-0.3375876001081984
X_scGPT,42,etoposide,dasatinib,SNU46_UPPER_AERODIGESTIVE_TRACT,236,-0.5697197660989559
X_scGPT,42,etoposide,dasatinib,SNU738_CENTRAL_NERVOUS_SYSTEM,379,-0.4966854250842585
X_scGPT,42,etoposide,dasatinib,SNU899_UPPER_AERODIGESTIVE_TRACT,83,0.1301792535997649
X_scGPT,42,etoposide,dasatinib,SNUC4_LARGE_INTESTINE,467,0.333687864796852
X_scGPT,42,etoposide,dasatinib,SQ1_LUNG,238,0.030314143559017803
X_scGPT,42,etoposide,dasatinib,SU8686_PANCREAS,82,-0.034707937440820194
X_scGPT,42,etoposide,dasatinib,SW1088_CENTRAL_NERVOUS_SYSTEM,128,-0.702200833180736
X_scGPT,42,etoposide,dasatinib,SW1271_LUNG,115,-0.5144322575554329
X_scGPT,42,etoposide,dasatinib,SW1990_PANCREAS,307,-0.34183291320673964
X_scGPT,42,etoposide,dasatinib,SW579_THYROID,217,-0.14305913743617207
X_scGPT,42,etoposide,dasatinib,T47D_BREAST,221,0.3425094778035954
X_scGPT,42,etoposide,dasatinib,TCCSUP_URINARY_TRACT,316,-0.3031764412828982
X_scGPT,42,etoposide,dasatinib,TE10_OESOPHAGUS,219,-0.2681629668559416
X_scGPT,42,etoposide,dasatinib,TE14_OESOPHAGUS,474,-0.01062017851383081
X_scGPT,42,etoposide,dasatinib,TE1_OESOPHAGUS,206,-0.4187304169369258
X_scGPT,42,etoposide,dasatinib,TE6_OESOPHAGUS,551,0.15642203102555238
X_scGPT,42,etoposide,dasatinib,TE9_OESOPHAGUS,248,0.1476348124639081
X_scGPT,42,etoposide,dasatinib,TM31_CENTRAL_NERVOUS_SYSTEM,116,-0.027209524486892397
X_scGPT,42,etoposide,dasatinib,TOV112D_OVARY,78,0.4683797215442785
X_scGPT,42,etoposide,dasatinib,UACC257_SKIN,239,0.1485241376885482
X_scGPT,42,etoposide,dasatinib,UMUC1_URINARY_TRACT,197,-0.07562886714445816
X_scGPT,42,etoposide,dasatinib,VMCUB1_URINARY_TRACT,478,-0.27192796102113337
X_scGPT,42,etoposide,dasatinib,VMRCRCZ_KIDNEY,300,0.08760630673674152
X_scGPT,42,etoposide,dasatinib,YD38_UPPER_AERODIGESTIVE_TRACT,624,-0.39112245956290903
X_scGPT,42,etoposide,dasatinib,ZR751_BREAST,309,0.2086504162921325
X_scGPT,42,etoposide,crizotinib,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.026954936191192495
X_scGPT,42,etoposide,crizotinib,8305C_THYROID,459,-0.5800486690467592
X_scGPT,42,etoposide,crizotinib,A204_SOFT_TISSUE,250,0.6767159794556712
X_scGPT,42,etoposide,crizotinib,A2058_SKIN,294,0.5418475367239509
X_scGPT,42,etoposide,crizotinib,A375_SKIN,593,-0.45697805731532554
X_scGPT,42,etoposide,crizotinib,ACCMESO1_PLEURA,162,-0.5804962452068347
X_scGPT,42,etoposide,crizotinib,ASPC1_PANCREAS,290,-0.8810195373187021
