rep,seed,drug_a,drug_b,cell_line,n_cells,rho
X_pca,43,imatinib,erlotinib,NCIH1435_LUNG,267,0.006095861824610159
X_pca,43,imatinib,erlotinib,NCIH1792_LUNG,111,-0.17847490347490347
X_pca,43,imatinib,erlotinib,NCIH1944_LUNG,414,-0.08781926315642613
X_pca,43,imatinib,erlotinib,NCIH2087_LUNG,219,-0.025924571846401685
X_pca,43,imatinib,erlotinib,NCIH2110_LUNG,1990,-0.16169978351489125
X_pca,43,imatinib,erlotinib,NCIH2126_LUNG,264,-0.16340940070045454
X_pca,43,imatinib,erlotinib,NCIH2170_LUNG,142,-0.05652034510290429
X_pca,43,imatinib,erlotinib,NCIH2228_LUNG,367,-0.18099353079524025
X_pca,43,imatinib,erlotinib,NCIH226_LUNG,235,0.13567921440261865
X_pca,43,imatinib,erlotinib,NCIH2444_LUNG,237,0.037788983862156754
X_pca,43,imatinib,erlotinib,NCIH2452_PLEURA,538,-0.02207399580840868
X_pca,43,imatinib,erlotinib,NCIH292_LUNG,213,-0.2114327651679784
X_pca,43,imatinib,erlotinib,NCIH358_LUNG,336,-0.06690160895395848
X_pca,43,imatinib,erlotinib,NCIH446_LUNG,196,0.012922248165177827
X_pca,43,imatinib,erlotinib,NCIH460_LUNG,837,-0.0007223017685311691
X_pca,43,imatinib,erlotinib,NCIH522_LUNG,208,0.0230113136291626
X_pca,43,imatinib,erlotinib,NCIH650_LUNG,271,0.00040698936401128717
X_pca,43,imatinib,erlotinib,NCIH747_LARGE_INTESTINE,80,-0.35726676043131744
X_pca,43,imatinib,erlotinib,OAW28_OVARY,161,-0.18340522199217854
X_pca,43,imatinib,erlotinib,ONCODG1_OVARY,270,0.17696112277107898
X_pca,43,imatinib,erlotinib,OSRC2_KIDNEY,126,0.22447694038245222
X_pca,43,imatinib,erlotinib,OUMS23_LARGE_INTESTINE,107,-0.355443876251494
X_pca,43,imatinib,erlotinib,OVCAR4_OVARY,283,0.2864525700175037
X_pca,43,imatinib,erlotinib,OVK18_OVARY,178,-0.2682702629666709
X_pca,43,imatinib,erlotinib,OVSAHO_OVARY,227,0.08496744766285916
X_pca,43,imatinib,erlotinib,OVTOKO_OVARY,209,0.29077369998422636
X_pca,43,imatinib,erlotinib,PANC0203_PANCREAS,506,-0.024858369551902453
X_pca,43,imatinib,erlotinib,PATU8988S_PANCREAS,244,0.15498721650165834
X_pca,43,imatinib,erlotinib,PC3_PROSTATE,169,-0.030900999453035656
X_pca,43,imatinib,erlotinib,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,0.09788665801364343
X_pca,43,imatinib,erlotinib,PK45H_PANCREAS,271,-0.03255492849046138
X_pca,43,imatinib,erlotinib,PK59_PANCREAS,174,-0.14652239528460376
X_pca,43,imatinib,erlotinib,RCC10RGB_KIDNEY,233,-0.24745563005885632
X_pca,43,imatinib,erlotinib,RCM1_LARGE_INTESTINE,128,-0.2564777513275957
X_pca,43,imatinib,erlotinib,RD_SOFT_TISSUE,261,-0.13075303217445888
X_pca,43,imatinib,erlotinib,RERFLCAD1_LUNG,243,-0.019134882522860663
X_pca,43,imatinib,erlotinib,RERFLCAI_LUNG,763,0.03536510059303253
X_pca,43,imatinib,erlotinib,RT4_URINARY_TRACT,106,-0.23591203365493615
X_pca,43,imatinib,erlotinib,RVH421_SKIN,239,-0.015589290109349176
X_pca,43,imatinib,erlotinib,SCC25_UPPER_AERODIGESTIVE_TRACT,898,-0.15101050612043587
X_pca,43,imatinib,erlotinib,SCC9_UPPER_AERODIGESTIVE_TRACT,475,-0.2128165536701023
X_pca,43,imatinib,erlotinib,SH10TC_STOMACH,351,-0.049237984237984235
X_pca,43,imatinib,erlotinib,SKES1_BONE,91,-0.07060041407867496
X_pca,43,imatinib,erlotinib,SKMEL2_SKIN,276,-0.08156219232031507
X_pca,43,imatinib,erlotinib,SKMEL30_SKIN,353,-0.18137977581548426
X_pca,43,imatinib,erlotinib,SKMEL5_SKIN,297,-0.09439396687718837
X_pca,43,imatinib,erlotinib,SKNAS_AUTONOMIC_GANGLIA,226,-0.059391576676672775
X_pca,43,imatinib,erlotinib,SNU1079_BILIARY_TRACT,73,0.012125138837467608
X_pca,43,imatinib,erlotinib,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,0.20354447388239627
X_pca,43,imatinib,erlotinib,SNU308_BILIARY_TRACT,94,-0.21947765776830544
X_pca,43,imatinib,erlotinib,SNU423_LIVER,212,0.05501056054650356
X_pca,43,imatinib,erlotinib,SNU449_LIVER,282,0.2343518441473242
X_pca,43,imatinib,erlotinib,SNU46_UPPER_AERODIGESTIVE_TRACT,236,-0.017041361775164673
X_pca,43,imatinib,erlotinib,SNU738_CENTRAL_NERVOUS_SYSTEM,379,0.16575343371621667
X_pca,43,imatinib,erlotinib,SNU899_UPPER_AERODIGESTIVE_TRACT,83,0.01824020821963813
X_pca,43,imatinib,erlotinib,SNUC4_LARGE_INTESTINE,467,-0.22678254861581917
X_pca,43,imatinib,erlotinib,SQ1_LUNG,238,-0.01633450371833496
X_pca,43,imatinib,erlotinib,SU8686_PANCREAS,82,-0.3196199431873837
X_pca,43,imatinib,erlotinib,SW1088_CENTRAL_NERVOUS_SYSTEM,128,0.02542460172129646
X_pca,43,imatinib,erlotinib,SW1271_LUNG,115,-0.12617375522764931
X_pca,43,imatinib,erlotinib,SW1990_PANCREAS,307,-0.07141198202704238
X_pca,43,imatinib,erlotinib,SW579_THYROID,217,0.0637281152966267
X_pca,43,imatinib,erlotinib,T47D_BREAST,221,0.14552236316942196
X_pca,43,imatinib,erlotinib,TCCSUP_URINARY_TRACT,316,0.011294097961030838
X_pca,43,imatinib,erlotinib,TE10_OESOPHAGUS,219,-0.027927382407714196
X_pca,43,imatinib,erlotinib,TE14_OESOPHAGUS,474,-0.10928128252764543
X_pca,43,imatinib,erlotinib,TE1_OESOPHAGUS,206,-0.2162038800632835
X_pca,43,imatinib,erlotinib,TE6_OESOPHAGUS,551,0.11711907204292589
X_pca,43,imatinib,erlotinib,TE9_OESOPHAGUS,248,-0.13650947003371983
X_pca,43,imatinib,erlotinib,TM31_CENTRAL_NERVOUS_SYSTEM,116,-0.04910621612270787
X_pca,43,imatinib,erlotinib,TOV112D_OVARY,78,0.19622150001896835
X_pca,43,imatinib,erlotinib,UACC257_SKIN,239,-0.11462589219788333
X_pca,43,imatinib,erlotinib,UMUC1_URINARY_TRACT,197,0.021232212312705428
X_pca,43,imatinib,erlotinib,VMCUB1_URINARY_TRACT,478,-0.32606816906642216
X_pca,43,imatinib,erlotinib,VMRCRCZ_KIDNEY,300,0.09789975444171602
X_pca,43,imatinib,erlotinib,YD38_UPPER_AERODIGESTIVE_TRACT,624,-0.15267341647116928
X_pca,43,imatinib,erlotinib,ZR751_BREAST,309,0.06178979179292363
X_pca,43,imatinib,sorafenib,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.19521641474660786
X_pca,43,imatinib,sorafenib,8305C_THYROID,459,0.39444450649065393
X_pca,43,imatinib,sorafenib,A204_SOFT_TISSUE,250,0.1594090145442327
X_pca,43,imatinib,sorafenib,A2058_SKIN,294,0.3875279642718429
X_pca,43,imatinib,sorafenib,A375_SKIN,593,0.17218272235135645
X_pca,43,imatinib,sorafenib,ACCMESO1_PLEURA,162,0.15209558527776718
X_pca,43,imatinib,sorafenib,ASPC1_PANCREAS,290,0.05392782152069543
X_pca,43,imatinib,sorafenib,BCPAP_THYROID,152,0.15458347856395954
X_pca,43,imatinib,sorafenib,BFTC909_KIDNEY,379,0.31756942929002363
X_pca,43,imatinib,sorafenib,BHY_UPPER_AERODIGESTIVE_TRACT,145,0.2823571091166745
X_pca,43,imatinib,sorafenib,BICR16_UPPER_AERODIGESTIVE_TRACT,212,0.3756745966274262
X_pca,43,imatinib,sorafenib,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.21826944712374377
X_pca,43,imatinib,sorafenib,BICR56_UPPER_AERODIGESTIVE_TRACT,81,0.0971996386630533
X_pca,43,imatinib,sorafenib,BICR6_UPPER_AERODIGESTIVE_TRACT,286,0.04068409126175493
X_pca,43,imatinib,sorafenib,BT474_BREAST,125,0.040319508448540695
X_pca,43,imatinib,sorafenib,BT549_BREAST,266,0.1841596783988804
X_pca,43,imatinib,sorafenib,CAKI2_KIDNEY,278,0.055586507852062345
X_pca,43,imatinib,sorafenib,CALU6_LUNG,258,0.22882151513044643
X_pca,43,imatinib,sorafenib,CAMA1_BREAST,291,0.22767434952203325
X_pca,43,imatinib,sorafenib,CAS1_CENTRAL_NERVOUS_SYSTEM,133,0.5441487028289855
X_pca,43,imatinib,sorafenib,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.4544452796424188
X_pca,43,imatinib,sorafenib,COLO741_SKIN,329,0.04590137418367828
X_pca,43,imatinib,sorafenib,COLO792_SKIN,271,-0.09648602368376624
X_pca,43,imatinib,sorafenib,COV434_OVARY,88,0.09770701983022789
X_pca,43,imatinib,sorafenib,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.11829628521234085
X_pca,43,imatinib,sorafenib,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.45380278802788027
X_pca,43,imatinib,sorafenib,EBC1_LUNG,186,0.2932728484910648
X_pca,43,imatinib,sorafenib,EFE184_ENDOMETRIUM,86,0.1485070050474079
X_pca,43,imatinib,sorafenib,EFM192A_BREAST,333,0.08292207509435705
X_pca,43,imatinib,sorafenib,EKVX_LUNG,146,0.29603501296598
X_pca,43,imatinib,sorafenib,FTC133_THYROID,140,0.32349172333865434
X_pca,43,imatinib,sorafenib,GOS3_CENTRAL_NERVOUS_SYSTEM,191,0.21128065582805178
X_pca,43,imatinib,sorafenib,HCC1428_BREAST,127,0.13503585489313835
X_pca,43,imatinib,sorafenib,HCC366_LUNG,202,0.12505123021676479
X_pca,43,imatinib,sorafenib,HCC38_BREAST,200,0.296038400960024
X_pca,43,imatinib,sorafenib,HCC56_LARGE_INTESTINE,99,0.3110080395794681
X_pca,43,imatinib,sorafenib,HDQP1_BREAST,64,0.050412087912087906
X_pca,43,imatinib,sorafenib,HEC151_ENDOMETRIUM,250,0.17507646522344356
X_pca,43,imatinib,sorafenib,HEC251_ENDOMETRIUM,107,0.3692274535159388
X_pca,43,imatinib,sorafenib,HEC6_ENDOMETRIUM,161,0.21135553255118472
X_pca,43,imatinib,sorafenib,HEP3B217_LIVER,118,0.23697771155398273
X_pca,43,imatinib,sorafenib,HMC18_BREAST,293,0.27078242583208423
X_pca,43,imatinib,sorafenib,HOS_BONE,829,0.28234970616193206
X_pca,43,imatinib,sorafenib,HS852T_SKIN,162,0.1362465616933475
X_pca,43,imatinib,sorafenib,HT1080_SOFT_TISSUE,516,0.3768303073683953
X_pca,43,imatinib,sorafenib,HT1197_URINARY_TRACT,74,0.31403184005923723
X_pca,43,imatinib,sorafenib,HT55_LARGE_INTESTINE,211,-0.013977849031054791
X_pca,43,imatinib,sorafenib,HUH28_BILIARY_TRACT,139,0.43412574288395367
X_pca,43,imatinib,sorafenib,HUH6_LIVER,338,0.05783296862231846
X_pca,43,imatinib,sorafenib,HUPT3_PANCREAS,136,0.12713610991841992
X_pca,43,imatinib,sorafenib,HUPT4_PANCREAS,56,-0.11831852358168149
X_pca,43,imatinib,sorafenib,IALM_LUNG,322,0.19715055978977492
X_pca,43,imatinib,sorafenib,IGR1_SKIN,725,0.39399926629078497
X_pca,43,imatinib,sorafenib,IGR37_SKIN,347,-0.06421036374097278
X_pca,43,imatinib,sorafenib,IM95_STOMACH,185,0.10794890261930937
X_pca,43,imatinib,sorafenib,JHH6_LIVER,206,0.09571943841008693
X_pca,43,imatinib,sorafenib,JHOC5_OVARY,145,0.21683986773736416
X_pca,43,imatinib,sorafenib,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.2358733306809094
X_pca,43,imatinib,sorafenib,KMRC3_KIDNEY,245,-0.03471019755363161
X_pca,43,imatinib,sorafenib,KNS42_CENTRAL_NERVOUS_SYSTEM,172,0.29238036615938284
X_pca,43,imatinib,sorafenib,KPL1_BREAST,276,0.2734532897647009
X_pca,43,imatinib,sorafenib,KPNSI9S_AUTONOMIC_GANGLIA,129,0.12434593023255817
X_pca,43,imatinib,sorafenib,KYSE520_OESOPHAGUS,323,-0.07753292010930994
X_pca,43,imatinib,sorafenib,LI7_LIVER,196,0.19661006143964813
X_pca,43,imatinib,sorafenib,LMSU_STOMACH,255,0.44129154122278835
X_pca,43,imatinib,sorafenib,LNCAPCLONEFGC_PROSTATE,129,0.05651274597495529
X_pca,43,imatinib,sorafenib,LS1034_LARGE_INTESTINE,146,-0.1491772145797384
X_pca,43,imatinib,sorafenib,LS180_LARGE_INTESTINE,361,0.38923493671660975
X_pca,43,imatinib,sorafenib,MCF7_BREAST,143,0.16279260645457827
X_pca,43,imatinib,sorafenib,MDAMB361_BREAST,135,0.2842844600526778
X_pca,43,imatinib,sorafenib,MFE319_ENDOMETRIUM,191,0.2106434279415817
X_pca,43,imatinib,sorafenib,MKN45_STOMACH,118,0.47789598238252273
X_pca,43,imatinib,sorafenib,MKN7_STOMACH,258,0.3013137754790094
X_pca,43,imatinib,sorafenib,MSTO211H_PLEURA,297,0.39048337538270433
X_pca,43,imatinib,sorafenib,NCIH1299_LUNG,534,0.10074950367028852
X_pca,43,imatinib,sorafenib,NCIH1373_LUNG,164,0.26715002788622416
X_pca,43,imatinib,sorafenib,NCIH1435_LUNG,267,0.2475610878613606
X_pca,43,imatinib,sorafenib,NCIH1792_LUNG,111,0.2191295191295191
X_pca,43,imatinib,sorafenib,NCIH1944_LUNG,414,0.020569064340317373
X_pca,43,imatinib,sorafenib,NCIH2087_LUNG,219,0.18497720703325832
X_pca,43,imatinib,sorafenib,NCIH2110_LUNG,1990,0.37952965458623156
X_pca,43,imatinib,sorafenib,NCIH2126_LUNG,264,0.2934409015906971
X_pca,43,imatinib,sorafenib,NCIH2170_LUNG,142,0.26037582435544676
X_pca,43,imatinib,sorafenib,NCIH2228_LUNG,367,0.3126710280228626
X_pca,43,imatinib,sorafenib,NCIH226_LUNG,235,0.16845127465394322
X_pca,43,imatinib,sorafenib,NCIH2444_LUNG,237,0.1559516748128129
X_pca,43,imatinib,sorafenib,NCIH2452_PLEURA,538,0.3155270011172721
X_pca,43,imatinib,sorafenib,NCIH292_LUNG,213,0.20545721871344447
X_pca,43,imatinib,sorafenib,NCIH358_LUNG,336,0.2633974046680544
X_pca,43,imatinib,sorafenib,NCIH446_LUNG,196,0.22549068045804815
X_pca,43,imatinib,sorafenib,NCIH460_LUNG,837,0.25414364233851167
X_pca,43,imatinib,sorafenib,NCIH522_LUNG,208,0.3805027924021058
X_pca,43,imatinib,sorafenib,NCIH650_LUNG,271,0.3117273231555845
X_pca,43,imatinib,sorafenib,NCIH747_LARGE_INTESTINE,80,0.12620721987810596
X_pca,43,imatinib,sorafenib,OAW28_OVARY,161,-0.0574821716126064
X_pca,43,imatinib,sorafenib,ONCODG1_OVARY,270,0.1295036816539169
X_pca,43,imatinib,sorafenib,OSRC2_KIDNEY,126,0.2776122984626922
X_pca,43,imatinib,sorafenib,OUMS23_LARGE_INTESTINE,107,0.13369188267795218
X_pca,43,imatinib,sorafenib,OVCAR4_OVARY,283,0.1355664246360805
X_pca,43,imatinib,sorafenib,OVK18_OVARY,178,0.27005124855175233
X_pca,43,imatinib,sorafenib,OVSAHO_OVARY,227,0.13382980862549734
X_pca,43,imatinib,sorafenib,OVTOKO_OVARY,209,0.19107865818392136
X_pca,43,imatinib,sorafenib,PANC0203_PANCREAS,506,0.271810834286413
X_pca,43,imatinib,sorafenib,PATU8988S_PANCREAS,244,-0.18757584393806095
X_pca,43,imatinib,sorafenib,PC3_PROSTATE,169,0.10995475113122175
X_pca,43,imatinib,sorafenib,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,0.24406257256855748
X_pca,43,imatinib,sorafenib,PK45H_PANCREAS,271,0.14072908376142584
X_pca,43,imatinib,sorafenib,PK59_PANCREAS,174,-0.08878954412141576
X_pca,43,imatinib,sorafenib,RCC10RGB_KIDNEY,233,0.2735586647085833
X_pca,43,imatinib,sorafenib,RCM1_LARGE_INTESTINE,128,0.2039747756821095
X_pca,43,imatinib,sorafenib,RD_SOFT_TISSUE,261,0.16080007559344225
X_pca,43,imatinib,sorafenib,RERFLCAD1_LUNG,243,0.3474570176010811
X_pca,43,imatinib,sorafenib,RERFLCAI_LUNG,763,0.10248812262701756
X_pca,43,imatinib,sorafenib,RT4_URINARY_TRACT,106,0.1692369700481145
X_pca,43,imatinib,sorafenib,RVH421_SKIN,239,0.06816216026159416
X_pca,43,imatinib,sorafenib,SCC25_UPPER_AERODIGESTIVE_TRACT,898,0.35449384737464307
X_pca,43,imatinib,sorafenib,SCC9_UPPER_AERODIGESTIVE_TRACT,475,0.19495999865635796
X_pca,43,imatinib,sorafenib,SH10TC_STOMACH,351,0.44201492951492954
X_pca,43,imatinib,sorafenib,SKES1_BONE,91,0.3061634018155758
X_pca,43,imatinib,sorafenib,SKMEL2_SKIN,276,0.11386937971775518
X_pca,43,imatinib,sorafenib,SKMEL30_SKIN,353,0.030239374588056592
X_pca,43,imatinib,sorafenib,SKMEL5_SKIN,297,-0.05082110786808774
X_pca,43,imatinib,sorafenib,SKNAS_AUTONOMIC_GANGLIA,226,0.32751159798838253
X_pca,43,imatinib,sorafenib,SNU1079_BILIARY_TRACT,73,0.11881401949895103
X_pca,43,imatinib,sorafenib,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,0.1977164818216132
X_pca,43,imatinib,sorafenib,SNU308_BILIARY_TRACT,94,0.3081530180977495
X_pca,43,imatinib,sorafenib,SNU423_LIVER,212,0.20692247916543344
X_pca,43,imatinib,sorafenib,SNU449_LIVER,282,0.22711721832918136
X_pca,43,imatinib,sorafenib,SNU46_UPPER_AERODIGESTIVE_TRACT,236,0.305614264129239
X_pca,43,imatinib,sorafenib,SNU738_CENTRAL_NERVOUS_SYSTEM,379,0.28995642139649913
X_pca,43,imatinib,sorafenib,SNU899_UPPER_AERODIGESTIVE_TRACT,83,0.12342051131354684
X_pca,43,imatinib,sorafenib,SNUC4_LARGE_INTESTINE,467,0.16732494758613442
X_pca,43,imatinib,sorafenib,SQ1_LUNG,238,0.11467977901398366
X_pca,43,imatinib,sorafenib,SU8686_PANCREAS,82,0.18172418671977886
X_pca,43,imatinib,sorafenib,SW1088_CENTRAL_NERVOUS_SYSTEM,128,0.22477568210950372
X_pca,43,imatinib,sorafenib,SW1271_LUNG,115,0.15580367710881404
X_pca,43,imatinib,sorafenib,SW1990_PANCREAS,307,0.2425980164052592
X_pca,43,imatinib,sorafenib,SW579_THYROID,217,0.29294968455962833
X_pca,43,imatinib,sorafenib,T47D_BREAST,221,0.24483306836248012
X_pca,43,imatinib,sorafenib,TCCSUP_URINARY_TRACT,316,0.12330296651663902
X_pca,43,imatinib,sorafenib,TE10_OESOPHAGUS,219,0.14478846527357275
X_pca,43,imatinib,sorafenib,TE14_OESOPHAGUS,474,0.2726525656609477
X_pca,43,imatinib,sorafenib,TE1_OESOPHAGUS,206,-0.016017873137785833
X_pca,43,imatinib,sorafenib,TE6_OESOPHAGUS,551,0.06441475434531538
X_pca,43,imatinib,sorafenib,TE9_OESOPHAGUS,248,0.24246889608846775
X_pca,43,imatinib,sorafenib,TM31_CENTRAL_NERVOUS_SYSTEM,116,0.16725483412140082
X_pca,43,imatinib,sorafenib,TOV112D_OVARY,78,0.2838553851212079
X_pca,43,imatinib,sorafenib,UACC257_SKIN,239,0.13067842199641364
X_pca,43,imatinib,sorafenib,UMUC1_URINARY_TRACT,197,0.44177975758831456
X_pca,43,imatinib,sorafenib,VMCUB1_URINARY_TRACT,478,0.031955152921753126
X_pca,43,imatinib,sorafenib,VMRCRCZ_KIDNEY,300,0.2331070345226058
X_pca,43,imatinib,sorafenib,YD38_UPPER_AERODIGESTIVE_TRACT,624,-0.16625168539325844
X_pca,43,imatinib,sorafenib,ZR751_BREAST,309,0.2440529404826304
X_pca,43,imatinib,dasatinib,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.0787128755398341
X_pca,43,imatinib,dasatinib,8305C_THYROID,459,0.06340936475849754
X_pca,43,imatinib,dasatinib,A204_SOFT_TISSUE,250,0.17113272212355396
X_pca,43,imatinib,dasatinib,A2058_SKIN,294,-0.0200488039260362
X_pca,43,imatinib,dasatinib,A375_SKIN,593,0.10539709570063703
X_pca,43,imatinib,dasatinib,ACCMESO1_PLEURA,162,0.12083504454803468
X_pca,43,imatinib,dasatinib,ASPC1_PANCREAS,290,-0.036893218214493505
X_pca,43,imatinib,dasatinib,BCPAP_THYROID,152,0.18598746574265818
X_pca,43,imatinib,dasatinib,BFTC909_KIDNEY,379,0.25565210299275015
X_pca,43,imatinib,dasatinib,BHY_UPPER_AERODIGESTIVE_TRACT,145,0.01870177924736262
X_pca,43,imatinib,dasatinib,BICR16_UPPER_AERODIGESTIVE_TRACT,212,-0.19695765579797303
X_pca,43,imatinib,dasatinib,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.02478242603429258
X_pca,43,imatinib,dasatinib,BICR56_UPPER_AERODIGESTIVE_TRACT,81,-0.17233514001806682
X_pca,43,imatinib,dasatinib,BICR6_UPPER_AERODIGESTIVE_TRACT,286,-0.30584229634293814
X_pca,43,imatinib,dasatinib,BT474_BREAST,125,0.26132718894009216
X_pca,43,imatinib,dasatinib,BT549_BREAST,266,0.025433841121778367
X_pca,43,imatinib,dasatinib,CAKI2_KIDNEY,278,-0.08941434252155746
X_pca,43,imatinib,dasatinib,CALU6_LUNG,258,0.021995947885007697
X_pca,43,imatinib,dasatinib,CAMA1_BREAST,291,0.01349263936030855
X_pca,43,imatinib,dasatinib,CAS1_CENTRAL_NERVOUS_SYSTEM,133,0.28770365533916203
X_pca,43,imatinib,dasatinib,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.12530132621825266
X_pca,43,imatinib,dasatinib,COLO741_SKIN,329,0.23936743070111002
X_pca,43,imatinib,dasatinib,COLO792_SKIN,271,0.10208800617417939
X_pca,43,imatinib,dasatinib,COV434_OVARY,88,0.19874255926173795
X_pca,43,imatinib,dasatinib,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.24539600201727993
X_pca,43,imatinib,dasatinib,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.28108434025516726
X_pca,43,imatinib,dasatinib,EBC1_LUNG,186,0.020322720512473833
X_pca,43,imatinib,dasatinib,EFE184_ENDOMETRIUM,86,-0.023897353648757017
X_pca,43,imatinib,dasatinib,EFM192A_BREAST,333,-0.20066282284015494
X_pca,43,imatinib,dasatinib,EKVX_LUNG,146,0.06877078653851716
X_pca,43,imatinib,dasatinib,FTC133_THYROID,140,0.12368415298156613
X_pca,43,imatinib,dasatinib,GOS3_CENTRAL_NERVOUS_SYSTEM,191,-0.06451157343620832
X_pca,43,imatinib,dasatinib,HCC1428_BREAST,127,-0.18555493063367076
X_pca,43,imatinib,dasatinib,HCC366_LUNG,202,0.0032154013136774305
X_pca,43,imatinib,dasatinib,HCC38_BREAST,200,0.013540838520963026
X_pca,43,imatinib,dasatinib,HCC56_LARGE_INTESTINE,99,0.03771181199752628
X_pca,43,imatinib,dasatinib,HDQP1_BREAST,64,-0.1542124542124542
X_pca,43,imatinib,dasatinib,HEC151_ENDOMETRIUM,250,0.23563653818461094
X_pca,43,imatinib,dasatinib,HEC251_ENDOMETRIUM,107,-0.12561962420893827
X_pca,43,imatinib,dasatinib,HEC6_ENDOMETRIUM,161,-0.04598573729008512
X_pca,43,imatinib,dasatinib,HEP3B217_LIVER,118,0.3128307385535701
X_pca,43,imatinib,dasatinib,HMC18_BREAST,293,0.2756165910190342
X_pca,43,imatinib,dasatinib,HOS_BONE,829,0.014400013648762986
X_pca,43,imatinib,dasatinib,HS852T_SKIN,162,0.09595080734051126
X_pca,43,imatinib,dasatinib,HT1080_SOFT_TISSUE,516,0.22305771744432795
X_pca,43,imatinib,dasatinib,HT1197_URINARY_TRACT,74,0.2572232506479081
X_pca,43,imatinib,dasatinib,HT55_LARGE_INTESTINE,211,-0.168780419258824
X_pca,43,imatinib,dasatinib,HUH28_BILIARY_TRACT,139,0.07896688860092049
X_pca,43,imatinib,dasatinib,HUH6_LIVER,338,-0.04657170351146552
X_pca,43,imatinib,dasatinib,HUPT3_PANCREAS,136,-0.41011879204236434
X_pca,43,imatinib,dasatinib,HUPT4_PANCREAS,56,-0.1686261107313739
X_pca,43,imatinib,dasatinib,IALM_LUNG,322,-0.002690894360695582
X_pca,43,imatinib,dasatinib,IGR1_SKIN,725,0.20261805082117176
X_pca,43,imatinib,dasatinib,IGR37_SKIN,347,0.004172126310323463
X_pca,43,imatinib,dasatinib,IM95_STOMACH,185,0.11590538645237103
X_pca,43,imatinib,dasatinib,JHH6_LIVER,206,0.06089290187963086
X_pca,43,imatinib,dasatinib,JHOC5_OVARY,145,-0.04814596126594237
X_pca,43,imatinib,dasatinib,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.042221264402461135
X_pca,43,imatinib,dasatinib,KMRC3_KIDNEY,245,-0.03648499783759966
X_pca,43,imatinib,dasatinib,KNS42_CENTRAL_NERVOUS_SYSTEM,172,0.2514863580513321
X_pca,43,imatinib,dasatinib,KPL1_BREAST,276,-0.06508868309527546
X_pca,43,imatinib,dasatinib,KPNSI9S_AUTONOMIC_GANGLIA,129,0.2440462880143113
X_pca,43,imatinib,dasatinib,KYSE520_OESOPHAGUS,323,0.183840889521331
X_pca,43,imatinib,dasatinib,LI7_LIVER,196,0.06913434643673948
X_pca,43,imatinib,dasatinib,LMSU_STOMACH,255,0.028062036822603054
X_pca,43,imatinib,dasatinib,LNCAPCLONEFGC_PROSTATE,129,-0.041961091234347055
X_pca,43,imatinib,dasatinib,LS1034_LARGE_INTESTINE,146,0.11326193207561722
X_pca,43,imatinib,dasatinib,LS180_LARGE_INTESTINE,361,0.19403233294052227
X_pca,43,imatinib,dasatinib,MCF7_BREAST,143,-0.19350192061459665
X_pca,43,imatinib,dasatinib,MDAMB361_BREAST,135,-0.11459857574870745
X_pca,43,imatinib,dasatinib,MFE319_ENDOMETRIUM,191,0.15512021217966382
X_pca,43,imatinib,dasatinib,MKN45_STOMACH,118,0.006051442741372951
X_pca,43,imatinib,dasatinib,MKN7_STOMACH,258,-0.27864806518322033
X_pca,43,imatinib,dasatinib,MSTO211H_PLEURA,297,0.017637833074074686
X_pca,43,imatinib,dasatinib,NCIH1299_LUNG,534,0.18405274954937773
X_pca,43,imatinib,dasatinib,NCIH1373_LUNG,164,-0.16874566403221197
X_pca,43,imatinib,dasatinib,NCIH1435_LUNG,267,-0.08308062626800104
X_pca,43,imatinib,dasatinib,NCIH1792_LUNG,111,0.0932958932958933
X_pca,43,imatinib,dasatinib,NCIH1944_LUNG,414,0.1916577141284371
X_pca,43,imatinib,dasatinib,NCIH2087_LUNG,219,-0.03909193734504782
X_pca,43,imatinib,dasatinib,NCIH2110_LUNG,1990,-0.26895454546366454
X_pca,43,imatinib,dasatinib,NCIH2126_LUNG,264,0.1069967194725068
X_pca,43,imatinib,dasatinib,NCIH2170_LUNG,142,0.26742960365975055
X_pca,43,imatinib,dasatinib,NCIH2228_LUNG,367,-0.08832960122431302
X_pca,43,imatinib,dasatinib,NCIH226_LUNG,235,0.19099096599998147
X_pca,43,imatinib,dasatinib,NCIH2444_LUNG,237,0.15376474554636274
X_pca,43,imatinib,dasatinib,NCIH2452_PLEURA,538,0.06181693650875421
X_pca,43,imatinib,dasatinib,NCIH292_LUNG,213,-0.02547306409431727
X_pca,43,imatinib,dasatinib,NCIH358_LUNG,336,-0.0394554358348149
