rep,reg,dropout,weight_decay,spearman,pearson,pred_std,train_mse,val_mse,params
X_pca,none,0.0,0.0,0.35907544759734045,0.35045638661319894,0.5674796570539138,0.008008672562920982,0.9747387038347313,74954
X_pca,light,0.2,0.0001,0.3591698047304595,0.3522723953249477,0.5852127506537749,0.08402755776342884,0.9914063016665218,74954
X_pca,current,0.5,0.001,0.35708890970867035,0.3491520293306306,0.493560533526092,0.5009971731461109,0.9646994683578691,74954
X_pca,heavy,0.7,0.01,0.36244965265849427,0.3610871359311638,0.4239525293252558,0.7746853610754778,0.8927878336479992,74954
X_scGPT,none,0.0,0.0,0.39516246775487873,0.3924211218420114,0.551035475631101,0.5497957289431138,0.9327337856058433,74954
X_scGPT,light,0.2,0.0001,0.41727034195909496,0.41820431323280777,0.49223325836169607,0.6408791994323029,0.8663442395608033,74954
X_scGPT,current,0.5,0.001,0.4024084236206641,0.4023368852908534,0.3866373745937736,0.7289849727167185,0.8267204879374852,74954
X_scGPT,heavy,0.7,0.01,0.35618846121699504,0.3716255250934036,0.2741889587420324,0.837552436693203,0.838633957148683,74954
