rep,alpha,loss,seed,drug,cell_line,n_cells,within_line_sd,line_mean_pred
X_pca,0.5,mae,44,afatinib,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.01968387528624401,0.7982032052758667
X_pca,0.5,mae,44,afatinib,NCIH2444_LUNG,237,0.032222964386436584,0.674875990499424
X_pca,0.5,mae,44,afatinib,SNU46_UPPER_AERODIGESTIVE_TRACT,236,0.06544318774271715,0.6595665600340245
X_pca,0.5,mae,44,afatinib,OAW28_OVARY,161,0.030410264872251822,0.6360216510962255
X_pca,0.5,mae,44,afatinib,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,0.047597159977462056,0.5007318825797832
X_pca,0.5,mae,44,afatinib,SKMEL5_SKIN,297,0.022784645188804166,0.7683857023113906
X_pca,0.5,mae,44,afatinib,OVCAR4_OVARY,283,0.0258297787578014,0.652871644328424
X_pca,0.5,mae,44,afatinib,UACC257_SKIN,239,0.014989672951955616,0.7737548044535905
X_pca,0.5,mae,44,afatinib,ONCODG1_OVARY,270,0.02878224198728307,0.6462183097998301
X_pca,0.5,mae,44,afatinib,HUH28_BILIARY_TRACT,139,0.026189377411154843,0.7603355607540487
X_pca,0.5,mae,44,afatinib,IM95_STOMACH,185,0.02201982128318256,0.6656600723395476
X_pca,0.5,mae,44,afatinib,TE14_OESOPHAGUS,474,0.044936257159086564,0.49900137982036497
X_pca,0.5,mae,44,afatinib,CAKI2_KIDNEY,278,0.024213785650291298,0.6872110538345446
X_pca,0.5,mae,44,afatinib,SU8686_PANCREAS,82,0.032320107360639866,0.6874892355465307
X_pca,0.5,mae,44,afatinib,SCC25_UPPER_AERODIGESTIVE_TRACT,898,0.028496598590462344,0.5730958727659256
X_pca,0.5,mae,44,afatinib,SCC9_UPPER_AERODIGESTIVE_TRACT,475,0.037506568480998724,0.741867109223416
X_pca,1.0,mse,42,doxorubicin,NCIH2126_LUNG,264,0.03290222220469445,0.5348661878343784
X_pca,1.0,mse,42,doxorubicin,SW579_THYROID,217,0.03553709403564004,0.5728250656809125
X_pca,1.0,mse,42,doxorubicin,NCIH446_LUNG,196,0.04956032707837147,0.44682071510018134
X_pca,1.0,mse,42,doxorubicin,HEC251_ENDOMETRIUM,107,0.04043674172448481,0.6143983624805914
X_pca,1.0,mse,42,doxorubicin,MFE319_ENDOMETRIUM,191,0.042189639747707376,0.5190539962334159
X_pca,1.0,mse,42,doxorubicin,SKNAS_AUTONOMIC_GANGLIA,226,0.04461789335431737,0.46113485598986126
X_pca,1.0,mse,42,doxorubicin,NCIH2452_PLEURA,538,0.04135216597797781,0.5994392523756701
X_pca,1.0,mse,42,doxorubicin,COLO741_SKIN,329,0.03633314819129881,0.5880010237628566
X_pca,1.0,mse,42,doxorubicin,KNS42_CENTRAL_NERVOUS_SYSTEM,172,0.034515738369463915,0.5470082082374151
X_pca,1.0,mse,42,doxorubicin,MCF7_BREAST,143,0.026879211694611587,0.8030683319051782
X_pca,1.0,mse,42,doxorubicin,HT1197_URINARY_TRACT,74,0.03864383639035109,0.606577082260235
X_pca,1.0,mse,42,doxorubicin,SNU899_UPPER_AERODIGESTIVE_TRACT,83,0.027294701854293845,0.4924147617386048
X_pca,1.0,mse,42,doxorubicin,HCC38_BREAST,200,0.03951226576616745,0.5836324141919613
X_pca,1.0,mse,42,doxorubicin,SNU308_BILIARY_TRACT,94,0.032661546092552105,0.5682496761387967
X_pca,1.0,mse,42,doxorubicin,SW1271_LUNG,115,0.03754401115611003,0.6200479051341181
X_pca,1.0,mse,42,doxorubicin,TM31_CENTRAL_NERVOUS_SYSTEM,116,0.038187514868002786,0.5859836288567247
X_pca,1.0,mse,42,doxorubicin,NCIH747_LARGE_INTESTINE,80,0.03306115913512966,0.6732497565448284
X_pca,1.0,mse,42,doxorubicin,KPNSI9S_AUTONOMIC_GANGLIA,129,0.03504721974571986,0.5265602612680242
X_pca,1.0,mse,42,doxorubicin,SQ1_LUNG,238,0.04775016598184656,0.582857258555268
X_pca,1.0,mse,42,doxorubicin,IALM_LUNG,322,0.04559429650827518,0.5449554573119797
X_pca,1.0,mse,42,doxorubicin,BT474_BREAST,125,0.035456091276340376,0.652768361568451
X_pca,1.0,mse,42,doxorubicin,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.03607977742230922,0.5389420277957987
X_pca,1.0,mse,42,doxorubicin,BT549_BREAST,266,0.04567704759680427,0.5976365120115137
X_pca,1.0,mse,42,doxorubicin,BICR6_UPPER_AERODIGESTIVE_TRACT,286,0.040143837559186483,0.5787996924840487
X_pca,1.0,mse,42,doxorubicin,SH10TC_STOMACH,351,0.037489987800107476,0.7010992680519734
X_pca,1.0,mse,42,doxorubicin,UMUC1_URINARY_TRACT,197,0.036628768342977874,0.5732667508161613
X_pca,1.0,mse,42,doxorubicin,LS1034_LARGE_INTESTINE,146,0.03461445628056915,0.6696633239314981
X_pca,1.0,mse,42,doxorubicin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.03482588845091467,0.5325832936337324
X_pca,1.0,mse,42,doxorubicin,NCIH226_LUNG,235,0.03780080190334204,0.639051930701479
X_pca,1.0,mse,42,doxorubicin,LNCAPCLONEFGC_PROSTATE,129,0.04302854985056578,0.5891639550988989
X_pca,1.0,mse,42,doxorubicin,RCC10RGB_KIDNEY,233,0.036509107685028616,0.6506850085033368
X_pca,1.0,mse,42,doxorubicin,RERFLCAD1_LUNG,243,0.04647536898043567,0.6554850239322019
X_pca,1.0,mse,42,doxorubicin,SKMEL2_SKIN,276,0.048488191791344275,0.5721318654823995
X_pca,1.0,mse,42,doxorubicin,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.04070931617279137,0.5621453410675449
X_pca,1.0,mse,42,doxorubicin,RCM1_LARGE_INTESTINE,128,0.033726541483602046,0.6486209095455706
X_pca,1.0,mse,42,doxorubicin,COV434_OVARY,88,0.036068337162983174,0.4728795855560086
X_pca,1.0,mse,42,doxorubicin,SNU1079_BILIARY_TRACT,73,0.05425387879864103,0.6759188583452408
X_pca,1.0,mse,42,doxorubicin,YD38_UPPER_AERODIGESTIVE_TRACT,624,0.0320459189021281,0.5290838302805637
X_pca,1.0,mse,42,doxorubicin,NCIH1299_LUNG,534,0.04295920163952111,0.5128652945663152
X_pca,1.0,mse,42,doxorubicin,IGR37_SKIN,347,0.03580140777724054,0.6533804346917342
X_pca,1.0,mse,42,doxorubicin,BFTC909_KIDNEY,379,0.050832286245378284,0.6308727737781555
X_pca,1.0,mse,42,doxorubicin,NCIH460_LUNG,837,0.03886352517363657,0.46922273536879244
X_pca,1.0,mse,42,doxorubicin,IGR1_SKIN,725,0.033262075592007834,0.6044296616521375
X_pca,1.0,mse,42,doxorubicin,VMCUB1_URINARY_TRACT,478,0.03550021430275249,0.5356085504946848
X_pca,1.0,mse,42,doxorubicin,JHOC5_OVARY,145,0.049370770772560434,0.6315999294149465
X_pca,1.0,mse,42,doxorubicin,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.036449241119939184,0.47431062639450017
X_pca,1.0,mse,42,doxorubicin,HT1080_SOFT_TISSUE,516,0.03608912765878827,0.5438524907989095
X_pca,1.0,mse,42,doxorubicin,LI7_LIVER,196,0.041768292129665235,0.6071915830276451
X_pca,1.0,mse,42,doxorubicin,A375_SKIN,593,0.04911232102862312,0.6021512954874344
X_pca,1.0,mse,42,doxorubicin,FTC133_THYROID,140,0.051343778044658894,0.6675225187625203
X_pca,1.0,mse,42,doxorubicin,OVK18_OVARY,178,0.03152726264819527,0.5602808760458164
X_pca,1.0,mse,42,doxorubicin,ACCMESO1_PLEURA,162,0.04741027200507745,0.6307725545800762
X_pca,1.0,mse,42,doxorubicin,HMC18_BREAST,293,0.047668157065773174,0.5146884485926645
X_pca,1.0,mse,42,doxorubicin,TOV112D_OVARY,78,0.053246724588584746,0.45801241848713314
X_pca,1.0,mse,42,doxorubicin,JHH6_LIVER,206,0.0508161202168335,0.5898181823561492
X_pca,1.0,mse,42,doxorubicin,A2058_SKIN,294,0.04075285725758821,0.6180543938056141
X_pca,1.0,mse,42,doxorubicin,NCIH2110_LUNG,1990,0.03510288276574392,0.5672463732897935
X_pca,1.0,mse,42,doxorubicin,NCIH650_LUNG,271,0.037622927678105725,0.6456575989723206
X_pca,1.0,mse,42,doxorubicin,EFE184_ENDOMETRIUM,86,0.03384315145053697,0.6242724345173947
X_pca,1.0,mse,42,doxorubicin,HUPT3_PANCREAS,136,0.046895118722093725,0.6738622368258589
X_pca,1.0,mse,42,doxorubicin,MDAMB361_BREAST,135,0.03167625544172273,0.7123467524846395
X_pca,1.0,mse,42,doxorubicin,BCPAP_THYROID,152,0.043160515356239715,0.6072916964951315
X_pca,1.0,mse,42,doxorubicin,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,0.0269991479398265,0.5324905852575114
X_pca,1.0,mse,42,doxorubicin,EKVX_LUNG,146,0.043120713762182405,0.5245384720906819
X_pca,1.0,mse,42,doxorubicin,BICR56_UPPER_AERODIGESTIVE_TRACT,81,0.02335448786601325,0.4616863547283926
X_pca,1.0,mse,42,doxorubicin,NCIH2170_LUNG,142,0.03556575549740184,0.5209634490835835
X_pca,1.0,mse,42,doxorubicin,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.03434662038955215,0.4700212586511132
X_pca,1.0,mse,42,doxorubicin,SW1088_CENTRAL_NERVOUS_SYSTEM,128,0.04176051577728554,0.5233378983102739
X_pca,1.0,mse,42,doxorubicin,BHY_UPPER_AERODIGESTIVE_TRACT,145,0.033551448228748955,0.5132438355478747
X_pca,1.0,mse,42,doxorubicin,CAS1_CENTRAL_NERVOUS_SYSTEM,133,0.033087287920153856,0.5485103172915322
X_pca,1.0,mse,42,doxorubicin,HCC1428_BREAST,127,0.025260382344699253,0.6385733048746906
X_pca,1.0,mse,42,doxorubicin,HDQP1_BREAST,64,0.04012467234267052,0.614336047321558
X_pca,1.0,mse,42,doxorubicin,OSRC2_KIDNEY,126,0.032664428798849746,0.7390275857751332
X_pca,1.0,mse,42,doxorubicin,HUPT4_PANCREAS,56,0.03761858020982093,0.6173122887100492
X_pca,1.0,mse,42,doxorubicin,TCCSUP_URINARY_TRACT,316,0.044397106485042276,0.5605029907973507
X_pca,1.0,mse,42,doxorubicin,VMRCRCZ_KIDNEY,300,0.032470689636275675,0.6272397190332413
X_pca,1.0,mse,42,doxorubicin,PK59_PANCREAS,174,0.03438152351650042,0.6828490601873946
X_pca,1.0,mse,42,doxorubicin,HUH6_LIVER,338,0.033888121436362155,0.6168828855252125
X_pca,1.0,mse,42,doxorubicin,MSTO211H_PLEURA,297,0.03416707140970808,0.541463168582531
X_pca,1.0,mse,42,doxorubicin,HS852T_SKIN,162,0.04160093551374808,0.6312913063131733
X_pca,1.0,mse,42,doxorubicin,SKMEL30_SKIN,353,0.044662600623712974,0.5973507509521992
X_pca,1.0,mse,42,doxorubicin,T47D_BREAST,221,0.03806206081455234,0.7180498183043295
X_pca,1.0,mse,42,doxorubicin,CALU6_LUNG,258,0.04777160531082617,0.630804409236871
X_pca,1.0,mse,42,doxorubicin,NCIH522_LUNG,208,0.0379632527817057,0.49616177566349506
X_pca,1.0,mse,42,doxorubicin,LMSU_STOMACH,255,0.0322939056169592,0.47350521964185377
X_pca,1.0,mse,42,doxorubicin,SNUC4_LARGE_INTESTINE,467,0.022754682886026115,0.5781483880585215
X_pca,1.0,mse,42,doxorubicin,RVH421_SKIN,239,0.03302729778247579,0.6238268142464769
X_pca,1.0,mse,42,doxorubicin,OVSAHO_OVARY,227,0.04179655670145494,0.5698526008013587
X_pca,1.0,mse,42,doxorubicin,GOS3_CENTRAL_NERVOUS_SYSTEM,191,0.040000457540117794,0.5722851907707633
X_pca,1.0,mse,42,doxorubicin,SNU738_CENTRAL_NERVOUS_SYSTEM,379,0.03911589805133939,0.6605080267055683
X_pca,1.0,mse,42,doxorubicin,PC3_PROSTATE,169,0.05834305085369478,0.667543365405156
X_pca,1.0,mse,42,doxorubicin,PATU8988S_PANCREAS,244,0.03383462039681476,0.6912449119520969
X_pca,1.0,mse,42,doxorubicin,OVTOKO_OVARY,209,0.03331466168802952,0.6397231064344707
X_pca,1.0,mse,42,doxorubicin,TE1_OESOPHAGUS,206,0.03149497760318371,0.5787277431453316
X_pca,1.0,mse,42,doxorubicin,NCIH2087_LUNG,219,0.04149531515054639,0.5804560911165525
X_pca,1.0,mse,42,doxorubicin,EFM192A_BREAST,333,0.02751288979499245,0.6208201043598645
X_pca,1.0,mse,42,doxorubicin,SNU423_LIVER,212,0.037458286966393396,0.6441995268160442
X_pca,1.0,mse,42,doxorubicin,KPL1_BREAST,276,0.0289500820769576,0.641264731037444
X_pca,1.0,mse,42,doxorubicin,NCIH358_LUNG,336,0.04747023536945829,0.6411390527195874
X_pca,1.0,mse,42,doxorubicin,COLO792_SKIN,271,0.03517185080978362,0.6401976498730508
X_pca,1.0,mse,42,doxorubicin,KYSE520_OESOPHAGUS,323,0.03297745334555449,0.5163797968681383
X_pca,1.0,mse,42,doxorubicin,KMRC3_KIDNEY,245,0.029992357451344768,0.7425257218127348
X_pca,1.0,mse,42,doxorubicin,MKN7_STOMACH,258,0.041173852696420106,0.6884400112222332
X_pca,1.0,mse,42,doxorubicin,NCIH1944_LUNG,414,0.03737185415794403,0.5381358010325454
X_pca,1.0,mse,42,doxorubicin,TE6_OESOPHAGUS,551,0.04361335181118202,0.5254211671339405
X_pca,1.0,mse,42,doxorubicin,ZR751_BREAST,309,0.03747785235116048,0.6552243074552913
X_pca,1.0,mse,42,doxorubicin,PANC0203_PANCREAS,506,0.04613029809020586,0.5787181141583816
X_pca,1.0,mse,42,doxorubicin,SW1990_PANCREAS,307,0.03992980328856856,0.7186514876952778
X_pca,1.0,mse,42,doxorubicin,RD_SOFT_TISSUE,261,0.038594632231058856,0.5699122783324727
X_pca,1.0,mse,42,doxorubicin,NCIH1792_LUNG,111,0.03936771661135993,0.5350581681406176
X_pca,1.0,mse,42,doxorubicin,PK45H_PANCREAS,271,0.03129360437561204,0.649498090532873
X_pca,1.0,mse,42,doxorubicin,LS180_LARGE_INTESTINE,361,0.03469122579271281,0.6762005113828876
X_pca,1.0,mse,42,doxorubicin,RERFLCAI_LUNG,763,0.036743179706550354,0.7047339791082929
X_pca,1.0,mse,42,doxorubicin,CAMA1_BREAST,291,0.035128940873434704,0.6337645920281557
X_pca,1.0,mse,42,doxorubicin,SNU449_LIVER,282,0.043102321275743115,0.5987369752099329
X_pca,1.0,mse,42,doxorubicin,A204_SOFT_TISSUE,250,0.03518003053956939,0.5424178873300552
X_pca,1.0,mse,42,doxorubicin,MKN45_STOMACH,118,0.03795114205046819,0.6315862379841886
X_pca,1.0,mse,42,doxorubicin,HEP3B217_LIVER,118,0.032943958717601404,0.5847499618085764
X_pca,1.0,mse,42,doxorubicin,HOS_BONE,829,0.03553454664332044,0.5245558047539075
X_pca,1.0,mse,42,doxorubicin,EBC1_LUNG,186,0.04871915190454308,0.6122486677861982
X_pca,1.0,mse,42,doxorubicin,NCIH292_LUNG,213,0.0315558674043066,0.5424630334119842
X_pca,1.0,mse,42,doxorubicin,OUMS23_LARGE_INTESTINE,107,0.023895162878415213,0.6033641384026714
X_pca,1.0,mse,42,doxorubicin,HEC151_ENDOMETRIUM,250,0.03711356024717373,0.6329280436038971
X_pca,1.0,mse,42,doxorubicin,NCIH1373_LUNG,164,0.05605031913386857,0.6482166309909123
X_pca,1.0,mse,42,doxorubicin,TE9_OESOPHAGUS,248,0.02827228789913069,0.4885297666393941
X_pca,1.0,mse,42,doxorubicin,HCC56_LARGE_INTESTINE,99,0.031270664602452605,0.6693310876085301
X_pca,1.0,mse,42,doxorubicin,HT55_LARGE_INTESTINE,211,0.02021269229933899,0.7416954661997573
X_pca,1.0,mse,42,doxorubicin,RT4_URINARY_TRACT,106,0.019487199831442484,0.5793650054706717
X_pca,1.0,mse,42,doxorubicin,SKES1_BONE,91,0.03900473453625635,0.4909856561776046
X_pca,1.0,mse,42,doxorubicin,NCIH1435_LUNG,267,0.040592660760092616,0.5714349078105183
X_pca,1.0,mse,42,doxorubicin,8305C_THYROID,459,0.04896366601428612,0.587823834359516
X_pca,1.0,mse,42,doxorubicin,NCIH2228_LUNG,367,0.0478116024706447,0.5954342201879953
X_pca,1.0,mse,42,doxorubicin,TE10_OESOPHAGUS,219,0.024743634831067115,0.5624204150073604
X_pca,1.0,mse,42,doxorubicin,ASPC1_PANCREAS,290,0.030385420815934816,0.6438440594179877
X_pca,1.0,mse,42,doxorubicin,HCC366_LUNG,202,0.03873041568578838,0.6501852790317914
X_pca,1.0,mse,42,doxorubicin,BICR16_UPPER_AERODIGESTIVE_TRACT,212,0.027514938064353192,0.5492228761596499
X_pca,1.0,mse,42,doxorubicin,HEC6_ENDOMETRIUM,161,0.03890204758743335,0.5724783302834315
X_pca,1.0,mse,42,doxorubicin,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.031818918793382917,0.5603631863163577
X_pca,1.0,mse,42,doxorubicin,NCIH2444_LUNG,237,0.04288169049864718,0.648611638616409
X_pca,1.0,mse,42,doxorubicin,SNU46_UPPER_AERODIGESTIVE_TRACT,236,0.03487746472539668,0.5865719099923715
X_pca,1.0,mse,42,doxorubicin,OAW28_OVARY,161,0.02987265764988415,0.6136479736855311
X_pca,1.0,mse,42,doxorubicin,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,0.029160312109533827,0.552310511786887
X_pca,1.0,mse,42,doxorubicin,SKMEL5_SKIN,297,0.03100896984337932,0.6756817989477806
X_pca,1.0,mse,42,doxorubicin,OVCAR4_OVARY,283,0.032638233451684255,0.6509960415927766
X_pca,1.0,mse,42,doxorubicin,UACC257_SKIN,239,0.029691194455524678,0.5506398271317262
X_pca,1.0,mse,42,doxorubicin,ONCODG1_OVARY,270,0.03495745671507131,0.6326475600401561
X_pca,1.0,mse,42,doxorubicin,HUH28_BILIARY_TRACT,139,0.03174378553811893,0.5496255352342729
X_pca,1.0,mse,42,doxorubicin,IM95_STOMACH,185,0.030098112911825875,0.5945071884103723
X_pca,1.0,mse,42,doxorubicin,TE14_OESOPHAGUS,474,0.032388476430986655,0.5158829101781804
X_pca,1.0,mse,42,doxorubicin,CAKI2_KIDNEY,278,0.03309349502568094,0.6520798523649037
X_pca,1.0,mse,42,doxorubicin,SU8686_PANCREAS,82,0.03426468699182228,0.6684421802439341
X_pca,1.0,mse,42,doxorubicin,SCC25_UPPER_AERODIGESTIVE_TRACT,898,0.029354441170793256,0.48760271211774947
X_pca,1.0,mse,42,doxorubicin,SCC9_UPPER_AERODIGESTIVE_TRACT,475,0.035522763207022044,0.5610202102284683
X_pca,1.0,mse,42,platin,NCIH2126_LUNG,264,0.015422889495648611,0.977094809214274
X_pca,1.0,mse,42,platin,SW579_THYROID,217,0.012723500151485406,0.987487731166699
X_pca,1.0,mse,42,platin,NCIH446_LUNG,196,0.01536153475010918,0.995307092155729
X_pca,1.0,mse,42,platin,HEC251_ENDOMETRIUM,107,0.014270949619555903,0.9697946672127625
X_pca,1.0,mse,42,platin,MFE319_ENDOMETRIUM,191,0.02504220306996711,0.9924632519951666
X_pca,1.0,mse,42,platin,SKNAS_AUTONOMIC_GANGLIA,226,0.02205736654707261,0.9813409220855848
X_pca,1.0,mse,42,platin,NCIH2452_PLEURA,538,0.016488351031016393,0.9659205960961522
X_pca,1.0,mse,42,platin,COLO741_SKIN,329,0.012416733343354556,1.0242593701487255
X_pca,1.0,mse,42,platin,KNS42_CENTRAL_NERVOUS_SYSTEM,172,0.01920270155459895,0.9631886606992677
X_pca,1.0,mse,42,platin,MCF7_BREAST,143,0.008748337645114106,0.9757607841825152
X_pca,1.0,mse,42,platin,HT1197_URINARY_TRACT,74,0.02119209703765055,0.9401773109629348
X_pca,1.0,mse,42,platin,SNU899_UPPER_AERODIGESTIVE_TRACT,83,0.01815819338263769,0.9611877921115921
X_pca,1.0,mse,42,platin,HCC38_BREAST,200,0.02071934719005717,0.9689625218510628
X_pca,1.0,mse,42,platin,SNU308_BILIARY_TRACT,94,0.016093455862735046,0.9479653093409031
X_pca,1.0,mse,42,platin,SW1271_LUNG,115,0.014878165900621024,0.9884211721627608
X_pca,1.0,mse,42,platin,TM31_CENTRAL_NERVOUS_SYSTEM,116,0.023572542119486777,1.008626781147102
X_pca,1.0,mse,42,platin,NCIH747_LARGE_INTESTINE,80,0.016649961502130918,0.9888298436999321
X_pca,1.0,mse,42,platin,KPNSI9S_AUTONOMIC_GANGLIA,129,0.01809964819376718,0.9836084551589434
X_pca,1.0,mse,42,platin,SQ1_LUNG,238,0.01563566901383395,0.9745178054861662
X_pca,1.0,mse,42,platin,IALM_LUNG,322,0.02311578733671674,0.9562018974597409
X_pca,1.0,mse,42,platin,BT474_BREAST,125,0.017260758798000334,0.9959050450325012
X_pca,1.0,mse,42,platin,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.015378332085709824,0.9523982717982078
X_pca,1.0,mse,42,platin,BT549_BREAST,266,0.01550590293743807,0.9938691520601287
X_pca,1.0,mse,42,platin,BICR6_UPPER_AERODIGESTIVE_TRACT,286,0.020427928760869175,0.9598356229025167
X_pca,1.0,mse,42,platin,SH10TC_STOMACH,351,0.018508993298452143,0.9526671521004788
X_pca,1.0,mse,42,platin,UMUC1_URINARY_TRACT,197,0.01357950042708687,0.9665555085627561
X_pca,1.0,mse,42,platin,LS1034_LARGE_INTESTINE,146,0.018352074725163037,0.9983210257471424
X_pca,1.0,mse,42,platin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.0168382393507105,0.9564976282720643
X_pca,1.0,mse,42,platin,NCIH226_LUNG,235,0.015457381219144068,0.9821275066822133
X_pca,1.0,mse,42,platin,LNCAPCLONEFGC_PROSTATE,129,0.020673200676296997,1.0032978635425716
X_pca,1.0,mse,42,platin,RCC10RGB_KIDNEY,233,0.020845689086334305,0.9392733673681005
X_pca,1.0,mse,42,platin,RERFLCAD1_LUNG,243,0.02589354767212138,0.943070135979986
X_pca,1.0,mse,42,platin,SKMEL2_SKIN,276,0.014967500490602165,1.0035004291845404
X_pca,1.0,mse,42,platin,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.014959808971659803,0.9741517757215807
X_pca,1.0,mse,42,platin,RCM1_LARGE_INTESTINE,128,0.013183971669027215,0.9855255703441799
X_pca,1.0,mse,42,platin,COV434_OVARY,88,0.01914259226100589,0.957543017512018
X_pca,1.0,mse,42,platin,SNU1079_BILIARY_TRACT,73,0.01708488489995991,0.9966411345625577
X_pca,1.0,mse,42,platin,YD38_UPPER_AERODIGESTIVE_TRACT,624,0.02084345901680174,0.9530960287994299
X_pca,1.0,mse,42,platin,NCIH1299_LUNG,534,0.022376047284770436,0.9938432155700212
X_pca,1.0,mse,42,platin,IGR37_SKIN,347,0.02018676655788165,1.0118261865992368
X_pca,1.0,mse,42,platin,BFTC909_KIDNEY,379,0.022357954319955034,0.962211088171735
X_pca,1.0,mse,42,platin,NCIH460_LUNG,837,0.013366142642956208,1.009497672568655
X_pca,1.0,mse,42,platin,IGR1_SKIN,725,0.01586075559944946,1.0155232540492354
X_pca,1.0,mse,42,platin,VMCUB1_URINARY_TRACT,478,0.023429618148828216,0.9657095138248539
X_pca,1.0,mse,42,platin,JHOC5_OVARY,145,0.024318249108526348,0.9764310738136028
X_pca,1.0,mse,42,platin,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.019366075222047648,0.9512780659677439
X_pca,1.0,mse,42,platin,HT1080_SOFT_TISSUE,516,0.017827099097457163,0.966531158764233
X_pca,1.0,mse,42,platin,LI7_LIVER,196,0.02218705755241463,1.000931231038911
X_pca,1.0,mse,42,platin,A375_SKIN,593,0.01732034868139441,0.9946913060812282
X_pca,1.0,mse,42,platin,FTC133_THYROID,140,0.017432515424138574,1.0087108620575496
X_pca,1.0,mse,42,platin,OVK18_OVARY,178,0.017203624459415208,0.9961479172277986
X_pca,1.0,mse,42,platin,ACCMESO1_PLEURA,162,0.02147390082042195,0.9991523936206912
X_pca,1.0,mse,42,platin,HMC18_BREAST,293,0.021436239911145426,0.9663378988923473
X_pca,1.0,mse,42,platin,TOV112D_OVARY,78,0.026312485705128928,0.9869068555342846
X_pca,1.0,mse,42,platin,JHH6_LIVER,206,0.013357434867195024,1.0088087554695537
X_pca,1.0,mse,42,platin,A2058_SKIN,294,0.021695527387407956,0.9991695359856093
X_pca,1.0,mse,42,platin,NCIH2110_LUNG,1990,0.012205967010901158,0.9526075376637617
X_pca,1.0,mse,42,platin,NCIH650_LUNG,271,0.017931764092744246,0.9525596985517832
X_pca,1.0,mse,42,platin,EFE184_ENDOMETRIUM,86,0.021148916229841525,0.9896991294483806
X_pca,1.0,mse,42,platin,HUPT3_PANCREAS,136,0.025277814812868123,1.0105410958914196
X_pca,1.0,mse,42,platin,MDAMB361_BREAST,135,0.009499478492348858,1.00283214074594
X_pca,1.0,mse,42,platin,BCPAP_THYROID,152,0.0224939333584929,0.9886070423220333
X_pca,1.0,mse,42,platin,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,0.012135605879145151,0.9755105169692843
X_pca,1.0,mse,42,platin,EKVX_LUNG,146,0.026596389885638713,0.9608538906051688
X_pca,1.0,mse,42,platin,BICR56_UPPER_AERODIGESTIVE_TRACT,81,0.011641613702172433,0.97161262344431
X_pca,1.0,mse,42,platin,NCIH2170_LUNG,142,0.02014544621378401,0.9688770792014162
X_pca,1.0,mse,42,platin,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.01856525106665865,0.9399997314061124
X_pca,1.0,mse,42,platin,SW1088_CENTRAL_NERVOUS_SYSTEM,128,0.01919634194566685,0.9719519573263824
X_pca,1.0,mse,42,platin,BHY_UPPER_AERODIGESTIVE_TRACT,145,0.013840524062236377,0.9573995109262138
X_pca,1.0,mse,42,platin,CAS1_CENTRAL_NERVOUS_SYSTEM,133,0.01647248672833074,0.9945495603676129
X_pca,1.0,mse,42,platin,HCC1428_BREAST,127,0.01791478298267865,0.9811760224695281
X_pca,1.0,mse,42,platin,HDQP1_BREAST,64,0.01506488072886025,0.98382952157408
X_pca,1.0,mse,42,platin,OSRC2_KIDNEY,126,0.011661188325829784,1.0228078729576535
X_pca,1.0,mse,42,platin,HUPT4_PANCREAS,56,0.02267929459502773,0.9542806276253292
X_pca,1.0,mse,42,platin,TCCSUP_URINARY_TRACT,316,0.014833460972552831,0.9703084558625764
X_pca,1.0,mse,42,platin,VMRCRCZ_KIDNEY,300,0.019689860463378017,0.9813083712259928
X_pca,1.0,mse,42,platin,PK59_PANCREAS,174,0.01943920322834727,0.949889951738818
X_pca,1.0,mse,42,platin,HUH6_LIVER,338,0.019764970399039662,0.9790461888680091
X_pca,1.0,mse,42,platin,MSTO211H_PLEURA,297,0.012354882274859242,0.969970025197424
X_pca,1.0,mse,42,platin,HS852T_SKIN,162,0.013481947977792251,0.9999743037753634
X_pca,1.0,mse,42,platin,SKMEL30_SKIN,353,0.016424357934171754,1.0092016360577376
X_pca,1.0,mse,42,platin,T47D_BREAST,221,0.011365072159416994,0.9865091424182529
X_pca,1.0,mse,42,platin,CALU6_LUNG,258,0.014047029156146702,0.9931029194547224
X_pca,1.0,mse,42,platin,NCIH522_LUNG,208,0.02309601388679592,0.9774237851110789
X_pca,1.0,mse,42,platin,LMSU_STOMACH,255,0.018468712727183267,0.9652184276019826
X_pca,1.0,mse,42,platin,SNUC4_LARGE_INTESTINE,467,0.013836037917692381,0.97243681033112
X_pca,1.0,mse,42,platin,RVH421_SKIN,239,0.021673574638950043,0.9943441289738132
X_pca,1.0,mse,42,platin,OVSAHO_OVARY,227,0.01965321664531557,0.9696755246443896
