seed,rep,spearman
42,X_pca,0.3319937392492974
42,X_scGPT,0.3283528083626032
1,X_pca,0.2954753236564603
1,X_scGPT,0.3437682781253614
7,X_pca,0.29925049733383746
7,X_scGPT,0.38531028164288694
